,name,typ,node_check,DC_OPF_node,Assume_BA,capa_MW,maxcap,heat_rate,mincap,var_om,no_load,st_cost,ramp,minup,mindn,Total_Capacity,weights,fuel_type,nearest_node,Weight
331,PP_6438_1,hydro,1063,n_1063,DUK,1.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0002751572327044025,hydro,n_1063,0.0002751572327044025
332,PP_6517_1,hydro,29228,n_29228,DUK,78.8,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.015487421383647799,hydro,n_29228,0.015487421383647799
333,PP_6517_2,hydro,29228,n_29228,DUK,78.8,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.015487421383647799,hydro,n_29228,0.015487421383647799
334,PP_7125_1,hydro,7797,n_7797,DUK,420.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.08254716981132075,hydro,n_7797,0.08254716981132075
335,PP_7125_2,hydro,7797,n_7797,DUK,420.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.08254716981132075,hydro,n_7797,0.08254716981132075
336,PP_7125_3,hydro,7797,n_7797,DUK,324.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.06367924528301887,hydro,n_7797,0.06367924528301887
337,PP_7125_4,hydro,7797,n_7797,DUK,324.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.06367924528301887,hydro,n_7797,0.06367924528301887
338,PP_3251_2,nuc,6705,n_6705,CPLE,768.6,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,3722.7,0.20646305101136272,nuc,n_6705,0.20646305101136272
339,PP_3265_1,nuc,29228,n_29228,DUK,886.7,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,8547.1,0.10374278995214752,nuc,n_29228,0.10374278995214752
340,PP_3265_2,nuc,29228,n_29228,DUK,886.7,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,8547.1,0.10374278995214752,nuc,n_29228,0.10374278995214752
341,PP_3265_3,nuc,29228,n_29228,DUK,893.3,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,8547.1,0.1045149816896959,nuc,n_29228,0.1045149816896959
342,PP_6014_1,nuc,18689,n_18689,CPLE,1001.6,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,3722.7,0.2690520321272195,nuc,n_18689,0.2690520321272195
343,PP_6014_2,nuc,18689,n_18689,CPLE,1001.6,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,3722.7,0.2690520321272195,nuc,n_18689,0.2690520321272195
344,PP_6015_1,nuc,319,n_319,CPLE,950.9,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,3722.7,0.2554328847341983,nuc,n_319,0.2554328847341983
345,PP_6036_1,nuc,28505,n_28505,DUK,1205.1,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,8547.1,0.14099519135145253,nuc,n_28505,0.14099519135145253
346,PP_6036_2,nuc,28505,n_28505,DUK,1205.1,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,8547.1,0.14099519135145253,nuc,n_28505,0.14099519135145253
347,PP_6038_1,nuc,6652,n_6652,DUK,1220.3,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,8547.1,0.14277357232277613,nuc,n_6652,0.14277357232277613
348,PP_6038_2,nuc,6652,n_6652,DUK,1220.3,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,8547.1,0.14277357232277613,nuc,n_6652,0.14277357232277613
349,PP_6127_1,nuc,29011,n_29011,DUK,1029.6,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,8547.1,0.12046191105755166,nuc,n_29011,0.12046191105755166
350,oil_10017,oil,10017,n_10017,DUK,4.0,4.0,18.0,1.52,2.0,3.344090542,280,4.0,1,1,128.1,0.0312256049960968,oil,n_10017,0.0312256049960968
351,oil_13843,oil,13843,n_13843,DUK,1.8,1.8,18.0,0.684,2.0,1.504840744,126,1.8,1,1,128.1,0.014051522248243561,oil,n_13843,0.014051522248243561
352,oil_14301,oil,14301,n_14301,DUK,1.3,1.3,149.0,0.494,2.0,8.996532471,91,1.3,1,1,128.1,0.01014832162373146,oil,n_14301,0.01014832162373146
353,oil_14508,oil,14508,n_14508,DUK,1.3,1.3,18.0,0.494,2.0,1.086829426,91,1.3,1,1,128.1,0.01014832162373146,oil,n_14508,0.01014832162373146
354,oil_14783,oil,14783,n_14783,DUK,1.8,1.8,23.69230769,0.684,2.0,1.980730551,126,1.8,1,1,128.1,0.014051522248243561,oil,n_14783,0.014051522248243561
355,oil_15511,oil,15511,n_15511,DUK,1.0,1.0,8.11,0.38,2.0,0.753349286,70,1.0,1,1,128.1,0.0078064012490242,oil,n_15511,0.0078064012490242
356,oil_15630,oil,15630,n_15630,DUK,3.6,3.6,18.22,1.368,2.0,3.046466483,252,3.6,1,1,128.1,0.028103044496487123,oil,n_15630,0.028103044496487123
357,oil_15641,oil,15641,n_15641,DUK,3.6,3.6,8.11,1.368,2.0,1.356028715,252,3.6,1,1,128.1,0.028103044496487123,oil,n_15641,0.028103044496487123
358,oil_15692,oil,15692,n_15692,DUK,5.4,5.4,16.882,2.052,2.0,4.234120239,378,5.4,1,1,128.1,0.042154566744730684,oil,n_15692,0.042154566744730684
359,oil_15782,oil,15782,n_15782,DUK,1.8,1.8,17.722,0.684,2.0,1.481599314,126,1.8,1,1,128.1,0.014051522248243561,oil,n_15782,0.014051522248243561
360,oil_17246,oil,17246,n_17246,DUK,2.9,2.9,10.32,1.102,2.0,1.390026968,203,2.9,1,1,128.1,0.02263856362217018,oil,n_17246,0.02263856362217018
361,oil_18302,oil,18302,n_18302,DUK,5.8,5.8,10.232,2.204,2.0,2.756348051,406,5.8,1,1,128.1,0.04527712724434036,oil,n_18302,0.04527712724434036
362,oil_18690,oil,18690,n_18690,DUK,2.2,2.2,20.745,0.836,2.0,2.119735392,154,2.2,1,1,128.1,0.01717408274785324,oil,n_18690,0.01717408274785324
363,oil_21285,oil,21285,n_21285,DUK,2.2,2.2,18.0,0.836,2.0,1.839249798,154,2.2,1,1,128.1,0.01717408274785324,oil,n_21285,0.01717408274785324
364,oil_23782,oil,23782,n_23782,CPLE,9.2,9.2,10.79482,3.496,2.0,4.612631531,644,9.2,1,1,533.7,0.017238148772718752,oil,n_23782,0.017238148772718752
365,oil_28471,oil,28471,n_28471,DUK,2.2,2.2,18.0,0.836,2.0,1.839249798,154,2.2,1,1,128.1,0.01717408274785324,oil,n_28471,0.01717408274785324
366,oil_28504,oil,28504,n_28504,DUK,5.8,5.8,10.2143,2.204,2.0,2.751579935,406,5.8,1,1,128.1,0.04527712724434036,oil,n_28504,0.04527712724434036
367,oil_29228,oil,29228,n_29228,DUK,10.0,10.9,9.524,4.142,2.0,5.706300365,763,10.9,1,1,128.1,0.078064012490242,oil,n_29228,0.078064012490242
368,oil_8325,oil,8325,n_8325,DUK,2.9,2.9,9.524,1.102,2.0,5.706300365,203,2.9,1,1,128.1,0.02263856362217018,oil,n_8325,0.02263856362217018
369,oil_29477,oil,29477,n_29477,DUK,2.2,2.2,8.11,0.836,2.0,0.828684214,154,2.2,1,1,128.1,0.01717408274785324,oil,n_29477,0.01717408274785324
370,oil_30212,oil,30212,n_30212,DUK,2.2,2.2,18.962,0.836,2.0,1.937547482,154,2.2,1,1,128.1,0.01717408274785324,oil,n_30212,0.01717408274785324
371,oil_31224,oil,31224,n_31224,DUK,1.8,1.8,8.11,0.684,2.0,0.678014357,126,1.8,1,1,128.1,0.014051522248243561,oil,n_31224,0.014051522248243561
372,oil_4459,oil,4459,n_4459,DUK,1.8,1.8,18.0,0.684,2.0,1.504840744,126,1.8,1,1,128.1,0.014051522248243561,oil,n_4459,0.014051522248243561
373,oil_4475,oil,4475,n_4475,DUK,1.8,1.8,10.3333,0.684,2.0,0.86388727,126,1.8,1,1,128.1,0.014051522248243561,oil,n_4475,0.014051522248243561
374,oil_4478,oil,4478,n_4478,DUK,12.6,12.6,12.731,4.788,2.0,7.45038292,882,12.6,1,1,128.1,0.09836065573770492,oil,n_4478,0.09836065573770492
375,oil_4496,oil,4496,n_4496,DUK,1.8,1.8,8.11,0.684,2.0,0.678014357,126,1.8,1,1,128.1,0.014051522248243561,oil,n_4496,0.014051522248243561
376,oil_4517,oil,4517,n_4517,DUK,24.1,24.1,15.7987,9.158,2.0,17.68413925,1687,24.1,1,1,128.1,0.18813427010148323,oil,n_4517,0.18813427010148323
377,oil_6954,oil,6954,n_6954,DUK,1.8,1.8,8.11,0.684,2.0,0.678014357,126,1.8,1,1,128.1,0.014051522248243561,oil,n_6954,0.014051522248243561
378,oil_7031,oil,7031,n_7031,DUK,5.4,5.4,9.546,2.052,2.0,4.788403247,378,5.4,1,1,128.1,0.042154566744730684,oil,n_7031,0.042154566744730684
379,oil_7041,oil,7041,n_7041,DUK,11.0,11.0,13.165,4.18,2.0,6.72603433,770,11.0,1,1,128.1,0.0858704137392662,oil,n_7041,0.0858704137392662
380,PP_2716_GT1,oil,28662,n_28662,CPLE,39.7,39.7,49.05,15.086,2.0,90.44301876,2779,39.7,1,1,533.7,0.07438635937792767,oil,n_28662,0.07438635937792767
381,PP_2716_GT2,oil,28662,n_28662,CPLE,39.7,39.7,51.191,15.086,2.0,94.3907966,2779,39.7,1,1,533.7,0.07438635937792767,oil,n_28662,0.07438635937792767
382,PP_2716_GT3,oil,28662,n_28662,CPLE,41.8,41.8,49.719,15.884,2.0,96.52597519,2926,41.8,1,1,533.7,0.07832115420648303,oil,n_28662,0.07832115420648303
383,PP_2716_GT4,oil,28662,n_28662,CPLE,41.8,41.8,54.803,15.884,2.0,106.396207,2926,41.8,1,1,533.7,0.07832115420648303,oil,n_28662,0.07832115420648303
384,PP_3320_1,oil,9900,n_9900,CPLE,11.5,11.5,18.3971,4.37,2.0,9.826361572,805,11.5,1,1,533.7,0.02154768596589844,oil,n_9900,0.02154768596589844
385,PP_3320_2,oil,9900,n_9900,CPLE,11.5,11.5,18.3971,4.37,2.0,9.826361572,805,11.5,1,1,533.7,0.02154768596589844,oil,n_9900,0.02154768596589844
386,PP_3320_3,oil,9900,n_9900,CPLE,26.6,26.6,56.959,10.108,2.0,70.37031964,1862,26.6,1,1,533.7,0.049840734495034664,oil,n_9900,0.049840734495034664
387,PP_3320_4,oil,9900,n_9900,CPLE,26.6,26.6,18.3971,10.108,2.0,22.72880155,1862,26.6,1,1,533.7,0.049840734495034664,oil,n_9900,0.049840734495034664
388,PP_3320_5,oil,9900,n_9900,CPLE,35.3,35.3,15.189,13.414,2.0,24.90287098,2471,35.3,1,1,533.7,0.06614202735619261,oil,n_9900,0.06614202735619261
389,PP_50555_GEN1,oil,10054,n_10054,CPLE,86.0,86.0,18.0,32.68,2.0,71.89794665,6020,86.0,1,1,533.7,0.1611392167884579,oil,n_10054,0.1611392167884579
390,PP_50555_GEN2,oil,10054,n_10054,CPLE,40.0,40.0,18.0,15.2,2.0,33.44090542,2800,40.0,1,1,533.7,0.07494847292486415,oil,n_10054,0.07494847292486415
391,PP_50555_GEN3,oil,10054,n_10054,CPLE,54.0,54.0,18.0,20.52,2.0,45.14522231,3780,54.0,1,1,533.7,0.1011804384485666,oil,n_10054,0.1011804384485666
392,n_10002_solar,solar,10002,n_10002,CPLE,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0018968853143138968,solar,n_10002,0.0018968853143138968
393,n_10009_solar,solar,10009,n_10009,CPLE,10.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0037937706286277936,solar,n_10009,0.0037937706286277936
394,n_10012_solar,solar,10012,n_10012,CPLE,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0018968853143138968,solar,n_10012,0.0018968853143138968
395,n_10014_solar,solar,10014,n_10014,DUK,6.9,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.002925464258458408,solar,n_10014,0.002925464258458408
396,n_10015_solar,solar,10015,n_10015,CPLE,3.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0011381311885883382,solar,n_10015,0.0011381311885883382
397,n_10017_solar,solar,10017,n_10017,DUK,11.1,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.004706181633172221,solar,n_10017,0.004706181633172221
398,n_10039_solar,solar,10039,n_10039,CPLE,17.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.006449410068667249,solar,n_10039,0.006449410068667249
399,n_10045_solar,solar,10045,n_10045,CPLE,2.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0007587541257255587,solar,n_10045,0.0007587541257255587
400,n_10051_solar,solar,10051,n_10051,CPLE,2.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0008346295382981147,solar,n_10051,0.0008346295382981147
401,n_10052_solar,solar,10052,n_10052,CPLE,20.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.007587541257255587,solar,n_10052,0.007587541257255587
402,n_10053_solar,solar,10053,n_10053,CPLE,94.9,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.036002883265677764,solar,n_10053,0.036002883265677764
403,n_10054_solar,solar,10054,n_10054,CPLE,22.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.008346295382981147,solar,n_10054,0.008346295382981147
404,n_10058_solar,solar,10058,n_10058,DUK,22.9,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.00970914949546341,solar,n_10058,0.00970914949546341
405,n_10584_solar,solar,10584,n_10584,CPLE,6.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0022762623771766764,solar,n_10584,0.0022762623771766764
406,n_10707_solar,solar,10707,n_10707,DUK,20.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.008564402611718817,solar,n_10707,0.008564402611718817
407,n_11731_solar,solar,11731,n_11731,CPLE,4.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0015175082514511174,solar,n_11731,0.0015175082514511174
408,n_11742_solar,solar,11742,n_11742,DUK,3.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.0012719409819384382,solar,n_11742,0.0012719409819384382
409,n_12414_solar,solar,12414,n_12414,DUK,84.3,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.03574154159247011,solar,n_12414,0.03574154159247011
410,n_12417_solar,solar,12417,n_12417,CPLE,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0018968853143138968,solar,n_12417,0.0018968853143138968
411,n_13956_solar,solar,13956,n_13956,CPLE,25.9,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.009825865928145985,solar,n_13956,0.009825865928145985
412,n_14001_solar,solar,14001,n_14001,DUK,2.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.0008479606546256254,solar,n_14001,0.0008479606546256254
413,n_14031_solar,solar,14031,n_14031,DUK,6.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.0025438819638768763,solar,n_14031,0.0025438819638768763
414,n_14258_solar,solar,14258,n_14258,DUK,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.0021199016365640636,solar,n_14258,0.0021199016365640636
415,n_14577_solar,solar,14577,n_14577,DUK,2.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.0008479606546256254,solar,n_14577,0.0008479606546256254
416,n_14593_solar,solar,14593,n_14593,DUK,3.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.0012719409819384382,solar,n_14593,0.0012719409819384382
417,n_14626_solar,solar,14626,n_14626,DUK,51.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.021834986856609853,solar,n_14626,0.021834986856609853
418,n_1517_solar,solar,1517,n_1517,DUK,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.0021199016365640636,solar,n_1517,0.0021199016365640636
419,n_15226_solar,solar,15226,n_15226,DUK,54.6999999999999,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.023191723904010815,solar,n_15226,0.023191723904010815
420,n_15511_solar,solar,15511,n_15511,DUK,9.8,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.004155007207665565,solar,n_15511,0.004155007207665565
421,n_15512_solar,solar,15512,n_15512,DUK,109.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.04638344780802171,solar,n_15512,0.04638344780802171
422,n_15622_solar,solar,15622,n_15622,DUK,10.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.004239803273128127,solar,n_15622,0.004239803273128127
423,n_15630_solar,solar,15630,n_15630,DUK,31.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.013143390146697194,solar,n_15630,0.013143390146697194
424,n_15632_solar,solar,15632,n_15632,DUK,130.3,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.0552446366488595,solar,n_15632,0.0552446366488595
425,n_15664_solar,solar,15664,n_15664,DUK,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.0021199016365640636,solar,n_15664,0.0021199016365640636
426,n_15689_solar,solar,15689,n_15689,CPLE,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0018968853143138968,solar,n_15689,0.0018968853143138968
427,n_15690_solar,solar,15690,n_15690,CPLE,2.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0007587541257255587,solar,n_15690,0.0007587541257255587
428,n_15691_solar,solar,15691,n_15691,DUK,8.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.003603832782158908,solar,n_15691,0.003603832782158908
429,n_15692_solar,solar,15692,n_15692,DUK,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.0021199016365640636,solar,n_15692,0.0021199016365640636
430,n_1575_solar,solar,1575,n_1575,DUK,24.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.010175527855507505,solar,n_1575,0.010175527855507505
431,n_15775_solar,solar,15775,n_15775,DUK,27.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.01165945900110235,solar,n_15775,0.01165945900110235
432,n_15777_solar,solar,15777,n_15777,DUK,79.8,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.033833630119562454,solar,n_15777,0.033833630119562454
433,n_15782_solar,solar,15782,n_15782,DUK,20.3,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.008606800644450099,solar,n_15782,0.008606800644450099
434,n_16281_solar,solar,16281,n_16281,DUK,1.1,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.000466378360044094,solar,n_16281,0.000466378360044094
435,n_16404_solar,solar,16404,n_16404,CPLE,39.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.014985393983079786,solar,n_16404,0.014985393983079786
436,n_16911_solar,solar,16911,n_16911,CPLE,75.9,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.028794719071284957,solar,n_16911,0.028794719071284957
437,n_17072_solar,solar,17072,n_17072,DUK,4.9,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.0020775036038327825,solar,n_17072,0.0020775036038327825
438,n_17163_solar,solar,17163,n_17163,CPLE,43.1999999999999,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.016389089115672033,solar,n_17163,0.016389089115672033
439,n_18277_solar,solar,18277,n_18277,CPLE,75.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.028453279714708454,solar,n_18277,0.028453279714708454
440,n_18283_solar,solar,18283,n_18283,CPLE,2.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0007587541257255587,solar,n_18283,0.0007587541257255587
441,n_18296_solar,solar,18296,n_18296,DUK,3.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.0012719409819384382,solar,n_18296,0.0012719409819384382
442,n_18302_solar,solar,18302,n_18302,DUK,12.8,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.005426948189604003,solar,n_18302,0.005426948189604003
443,n_1850_solar,solar,1850,n_1850,DUK,13.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.005511744255066565,solar,n_1850,0.005511744255066565
444,n_1851_solar,solar,1851,n_1851,DUK,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.0021199016365640636,solar,n_1851,0.0021199016365640636
445,n_18688_solar,solar,18688,n_18688,CPLE,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0018968853143138968,solar,n_18688,0.0018968853143138968
446,n_18693_solar,solar,18693,n_18693,CPLE,2.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0007587541257255587,solar,n_18693,0.0007587541257255587
447,n_18696_solar,solar,18696,n_18696,CPLE,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0018968853143138968,solar,n_18696,0.0018968853143138968
448,n_18698_solar,solar,18698,n_18698,DUK,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.0021199016365640636,solar,n_18698,0.0021199016365640636
449,n_18710_solar,solar,18710,n_18710,CPLE,9.6,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0036420198034826817,solar,n_18710,0.0036420198034826817
450,n_18866_solar,solar,18866,n_18866,CPLE,10.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0037937706286277936,solar,n_18866,0.0037937706286277936
451,n_18868_solar,solar,18868,n_18868,CPLE,18.8,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.007132288781820252,solar,n_18868,0.007132288781820252
452,n_18870_solar,solar,18870,n_18870,DUK,8.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.0035614347494276268,solar,n_18870,0.0035614347494276268
453,n_1924_solar,solar,1924,n_1924,CPLE,149.3,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.056640995485412966,solar,n_1924,0.056640995485412966
454,n_22541_solar,solar,22541,n_22541,CPLE,7.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0026556394400394554,solar,n_22541,0.0026556394400394554
455,n_22589_solar,solar,22589,n_22589,CPLE,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0018968853143138968,solar,n_22589,0.0018968853143138968
456,n_22591_solar,solar,22591,n_22591,DUK,12.8,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.005426948189604003,solar,n_22591,0.005426948189604003
457,n_22592_solar,solar,22592,n_22592,CPLE,10.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0037937706286277936,solar,n_22592,0.0037937706286277936
458,n_22602_solar,solar,22602,n_22602,DUK,3.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.0014839311455948445,solar,n_22602,0.0014839311455948445
459,n_22612_solar,solar,22612,n_22612,CPLE,19.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.007284039606965363,solar,n_22612,0.007284039606965363
460,n_22818_solar,solar,22818,n_22818,CPLE,6.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0024659509086080657,solar,n_22818,0.0024659509086080657
461,n_23599_solar,solar,23599,n_23599,CPLE,10.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0037937706286277936,solar,n_23599,0.0037937706286277936
462,n_23600_solar,solar,23600,n_23600,CPLE,24.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.009105049508706706,solar,n_23600,0.009105049508706706
463,n_23772_solar,solar,23772,n_23772,CPLE,1.9,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0007208164194392807,solar,n_23772,0.0007208164194392807
464,n_23776_solar,solar,23776,n_23776,DUK,24.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.01034511998643263,solar,n_23776,0.01034511998643263
465,n_23777_solar,solar,23777,n_23777,CPLE,29.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.011153685648165712,solar,n_23777,0.011153685648165712
466,n_23779_solar,solar,23779,n_23779,CPLW,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,21.4,0.23364485981308414,solar,n_23779,0.23364485981308414
467,n_23782_solar,solar,23782,n_23782,CPLE,31.9,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.012102128305322661,solar,n_23782,0.012102128305322661
468,n_23786_solar,solar,23786,n_23786,CPLE,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0018968853143138968,solar,n_23786,0.0018968853143138968
469,n_23789_solar,solar,23789,n_23789,DUK,70.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.02967862291189689,solar,n_23789,0.02967862291189689
470,n_23790_solar,solar,23790,n_23790,CPLE,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0018968853143138968,solar,n_23790,0.0018968853143138968
471,n_23792_solar,solar,23792,n_23792,CPLE,4.9,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.001858947608027619,solar,n_23792,0.001858947608027619
472,n_23793_solar,solar,23793,n_23793,DUK,80.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.03413041634868142,solar,n_23793,0.03413041634868142
473,n_23819_solar,solar,23819,n_23819,CPLE,4.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.0015175082514511174,solar,n_23819,0.0015175082514511174
474,n_23847_solar,solar,23847,n_23847,CPLW,9.8,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,21.4,0.4579439252336449,solar,n_23847,0.4579439252336449
475,n_23848_solar,solar,23848,n_23848,DUK,13.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.005596540320529127,solar,n_23848,0.005596540320529127
476,n_23849_solar,solar,23849,n_23849,DUK,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.0021199016365640636,solar,n_23849,0.0021199016365640636
477,n_28211_solar,solar,28211,n_28211,CPLE,12.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2635.8999999999996,0.004552524754353353,solar,n_28211,0.004552524754353353
478,n_28295_solar,solar,28295,n_28295,DUK,2.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2358.6,0.0008479606546256254,solar,n_28295,0.0008479606546256254
