name,Plan_ID,typ,node_check,DC_OPF_node,Assume_BA,capa_MW,weights,maxcap,heat_rate,mincap,var_om,no_load,st_cost,ramp,minup,mindn
n_15511_solar,#N/A,solar,15511,n_15511,DUK,9.8,0.00028313,10000,0,0,0,0,0,0,0,0
n_15512_solar,#N/A,solar,15512,n_15512,DUK,109.4,0.003160653,10000,0,0,0,0,0,0,0,0
n_15622_solar,#N/A,solar,15622,n_15622,DUK,10,0.000288908,10000,0,0,0,0,0,0,0,0
n_15630_solar,#N/A,solar,15630,n_15630,DUK,31,0.000895615,10000,0,0,0,0,0,0,0,0
n_15632_solar,#N/A,solar,15632,n_15632,DUK,130.3,0.003764471,10000,0,0,0,0,0,0,0,0
n_15664_solar,#N/A,solar,15664,n_15664,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_15689_solar,#N/A,solar,15689,n_15689,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_15690_solar,#N/A,solar,15690,n_15690,CPLE,2,0.000114927,10000,0,0,0,0,0,0,0,0
n_15691_solar,#N/A,solar,15691,n_15691,DUK,8.5,0.000245572,10000,0,0,0,0,0,0,0,0
n_15692_solar,#N/A,solar,15692,n_15692,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_1575_solar,#N/A,solar,1575,n_1575,DUK,24,0.000693379,10000,0,0,0,0,0,0,0,0
n_15775_solar,#N/A,solar,15775,n_15775,DUK,27.5,0.000794497,10000,0,0,0,0,0,0,0,0
n_15777_solar,#N/A,solar,15777,n_15777,DUK,79.8,0.002305485,10000,0,0,0,0,0,0,0,0
n_15782_solar,#N/A,solar,15782,n_15782,DUK,20.3,0.000586483,10000,0,0,0,0,0,0,0,0
n_16281_solar,#N/A,solar,16281,n_16281,DUK,1.1,3.17799E-05,10000,0,0,0,0,0,0,0,0
n_16404_solar,#N/A,solar,16404,n_16404,CPLE,39.5,0.002269815,10000,0,0,0,0,0,0,0,0
n_16911_solar,#N/A,solar,16911,n_16911,CPLE,75.9,0.004361492,10000,0,0,0,0,0,0,0,0
n_17072_solar,#N/A,solar,17072,n_17072,DUK,4.9,0.000141565,10000,0,0,0,0,0,0,0,0
n_17163_solar,#N/A,solar,17163,n_17163,CPLE,43.2,0.00248243,10000,0,0,0,0,0,0,0,0
n_18277_solar,#N/A,solar,18277,n_18277,CPLE,75,0.004309775,10000,0,0,0,0,0,0,0,0
n_18283_solar,#N/A,solar,18283,n_18283,CPLE,2,0.000114927,10000,0,0,0,0,0,0,0,0
n_18296_solar,#N/A,solar,18296,n_18296,DUK,3,8.66724E-05,10000,0,0,0,0,0,0,0,0
n_18302_solar,#N/A,solar,18302,n_18302,DUK,12.8,0.000369802,10000,0,0,0,0,0,0,0,0
n_1850_solar,#N/A,solar,1850,n_1850,DUK,13,0.00037558,10000,0,0,0,0,0,0,0,0
n_1851_solar,#N/A,solar,1851,n_1851,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_18688_solar,#N/A,solar,18688,n_18688,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_18693_solar,#N/A,solar,18693,n_18693,CPLE,2,0.000114927,10000,0,0,0,0,0,0,0,0
n_18696_solar,#N/A,solar,18696,n_18696,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_18698_solar,#N/A,solar,18698,n_18698,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_18710_solar,#N/A,solar,18710,n_18710,CPLE,9.6,0.000551651,10000,0,0,0,0,0,0,0,0
n_18866_solar,#N/A,solar,18866,n_18866,CPLE,10,0.000574637,10000,0,0,0,0,0,0,0,0
n_18868_solar,#N/A,solar,18868,n_18868,CPLE,18.8,0.001080317,10000,0,0,0,0,0,0,0,0
n_18870_solar,#N/A,solar,18870,n_18870,DUK,8.4,0.000242683,10000,0,0,0,0,0,0,0,0
n_1924_solar,#N/A,solar,1924,n_1924,CPLE,149.3,0.008579326,10000,0,0,0,0,0,0,0,0
n_22541_solar,#N/A,solar,22541,n_22541,CPLE,7,0.000402246,10000,0,0,0,0,0,0,0,0
n_22589_solar,#N/A,solar,22589,n_22589,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_22591_solar,#N/A,solar,22591,n_22591,DUK,12.8,0.000369802,10000,0,0,0,0,0,0,0,0
n_22592_solar,#N/A,solar,22592,n_22592,CPLE,10,0.000574637,10000,0,0,0,0,0,0,0,0
n_22602_solar,#N/A,solar,22602,n_22602,DUK,3.5,0.000101118,10000,0,0,0,0,0,0,0,0
n_22612_solar,#N/A,solar,22612,n_22612,CPLE,19.2,0.001103302,10000,0,0,0,0,0,0,0,0
n_22818_solar,#N/A,solar,22818,n_22818,CPLE,6.5,0.000373514,10000,0,0,0,0,0,0,0,0
n_23599_solar,#N/A,solar,23599,n_23599,CPLE,10,0.000574637,10000,0,0,0,0,0,0,0,0
n_23600_solar,#N/A,solar,23600,n_23600,CPLE,24,0.001379128,10000,0,0,0,0,0,0,0,0
n_23772_solar,#N/A,solar,23772,n_23772,CPLE,1.9,0.000109181,10000,0,0,0,0,0,0,0,0
n_23776_solar,#N/A,solar,23776,n_23776,DUK,24.4,0.000704935,10000,0,0,0,0,0,0,0,0
n_23777_solar,#N/A,solar,23777,n_23777,CPLE,29.4,0.001689432,10000,0,0,0,0,0,0,0,0
n_23779_solar,#N/A,solar,23779,n_23779,CPLW,5,0.23364486,10000,0,0,0,0,0,0,0,0
n_23782_solar,#N/A,solar,23782,n_23782,CPLE,31.9,0.001833091,10000,0,0,0,0,0,0,0,0
n_23786_solar,#N/A,solar,23786,n_23786,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_23789_solar,#N/A,solar,23789,n_23789,DUK,70,0.002022356,10000,0,0,0,0,0,0,0,0
n_23790_solar,#N/A,solar,23790,n_23790,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_23792_solar,#N/A,solar,23792,n_23792,CPLE,4.9,0.000281572,10000,0,0,0,0,0,0,0,0
n_23793_solar,#N/A,solar,23793,n_23793,DUK,80.5,0.002325709,10000,0,0,0,0,0,0,0,0
n_23819_solar,#N/A,solar,23819,n_23819,CPLE,4,0.000229855,10000,0,0,0,0,0,0,0,0
n_23847_solar,#N/A,solar,23847,n_23847,CPLW,9.8,0.457943925,10000,0,0,0,0,0,0,0,0
n_23848_solar,#N/A,solar,23848,n_23848,DUK,13.2,0.000381359,10000,0,0,0,0,0,0,0,0
n_23849_solar,#N/A,solar,23849,n_23849,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_28211_solar,#N/A,solar,28211,n_28211,CPLE,12,0.000689564,10000,0,0,0,0,0,0,0,0
n_28295_solar,#N/A,solar,28295,n_28295,DUK,2,5.77816E-05,10000,0,0,0,0,0,0,0,0
n_28296_solar,#N/A,solar,28296,n_28296,DUK,1,2.88908E-05,10000,0,0,0,0,0,0,0,0
n_28298_solar,#N/A,solar,28298,n_28298,DUK,2,5.77816E-05,10000,0,0,0,0,0,0,0,0
n_28303_solar,#N/A,solar,28303,n_28303,DUK,3,8.66724E-05,10000,0,0,0,0,0,0,0,0
n_28601_solar,#N/A,solar,28601,n_28601,CPLW,6.6,0.308411215,10000,0,0,0,0,0,0,0,0
n_28635_solar,#N/A,solar,28635,n_28635,DUK,3,8.66724E-05,10000,0,0,0,0,0,0,0,0
n_28662_solar,#N/A,solar,28662,n_28662,CPLE,2,0.000114927,10000,0,0,0,0,0,0,0,0
n_28666_solar,#N/A,solar,28666,n_28666,CPLE,2.8,0.000160898,10000,0,0,0,0,0,0,0,0
n_28671_solar,#N/A,solar,28671,n_28671,CPLE,2,0.000114927,10000,0,0,0,0,0,0,0,0
n_28698_solar,#N/A,solar,28698,n_28698,DUK,4.5,0.000130009,10000,0,0,0,0,0,0,0,0
n_28700_solar,#N/A,solar,28700,n_28700,DUK,17.5,0.000505589,10000,0,0,0,0,0,0,0,0
n_28710_solar,#N/A,solar,28710,n_28710,DUK,24.9,0.000719381,10000,0,0,0,0,0,0,0,0
n_28719_solar,#N/A,solar,28719,n_28719,CPLE,82.1,0.004717767,10000,0,0,0,0,0,0,0,0
n_28766_solar,#N/A,solar,28766,n_28766,CPLE,15,0.000861955,10000,0,0,0,0,0,0,0,0
n_28842_solar,#N/A,solar,28842,n_28842,DUK,5.5,0.000158899,10000,0,0,0,0,0,0,0,0
n_28946_solar,#N/A,solar,28946,n_28946,DUK,12.8,0.000369802,10000,0,0,0,0,0,0,0,0
n_28953_solar,#N/A,solar,28953,n_28953,DUK,11.9,0.0003438,10000,0,0,0,0,0,0,0,0
n_28954_solar,#N/A,solar,28954,n_28954,CPLE,88.4,0.005079788,10000,0,0,0,0,0,0,0,0
n_28990_solar,#N/A,solar,28990,n_28990,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_28995_solar,#N/A,solar,28995,n_28995,DUK,65,0.001877902,10000,0,0,0,0,0,0,0,0
n_28996_solar,#N/A,solar,28996,n_28996,DUK,1,2.88908E-05,10000,0,0,0,0,0,0,0,0
n_28998_solar,#N/A,solar,28998,n_28998,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_28999_solar,#N/A,solar,28999,n_28999,CPLE,6.9,0.000396499,10000,0,0,0,0,0,0,0,0
n_29001_solar,#N/A,solar,29001,n_29001,CPLE,19.9,0.001143527,10000,0,0,0,0,0,0,0,0
n_29016_solar,#N/A,solar,29016,n_29016,DUK,64.7,0.001869234,10000,0,0,0,0,0,0,0,0
n_29017_solar,#N/A,solar,29017,n_29017,DUK,9.9,0.000286019,10000,0,0,0,0,0,0,0,0
n_29018_solar,#N/A,solar,29018,n_29018,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_29019_solar,#N/A,solar,29019,n_29019,DUK,2,5.77816E-05,10000,0,0,0,0,0,0,0,0
n_29024_solar,#N/A,solar,29024,n_29024,DUK,100,0.00288908,10000,0,0,0,0,0,0,0,0
n_29262_solar,#N/A,solar,29262,n_29262,DUK,12.5,0.000361135,10000,0,0,0,0,0,0,0,0
n_29477_solar,#N/A,solar,29477,n_29477,DUK,2,5.77816E-05,10000,0,0,0,0,0,0,0,0
n_29661_solar,#N/A,solar,29661,n_29661,DUK,3,8.66724E-05,10000,0,0,0,0,0,0,0,0
n_29803_solar,#N/A,solar,29803,n_29803,CPLE,15.4,0.00088494,10000,0,0,0,0,0,0,0,0
n_29979_solar,#N/A,solar,29979,n_29979,CPLE,4.9,0.000281572,10000,0,0,0,0,0,0,0,0
n_29983_solar,#N/A,solar,29983,n_29983,CPLE,9.9,0.00056889,10000,0,0,0,0,0,0,0,0
n_30412_solar,#N/A,solar,30412,n_30412,DUK,10,0.000288908,10000,0,0,0,0,0,0,0,0
n_30413_solar,#N/A,solar,30413,n_30413,CPLE,14.5,0.000833223,10000,0,0,0,0,0,0,0,0
n_30415_solar,#N/A,solar,30415,n_30415,DUK,1,2.88908E-05,10000,0,0,0,0,0,0,0,0
n_30421_solar,#N/A,solar,30421,n_30421,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_30852_solar,#N/A,solar,30852,n_30852,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_31010_solar,#N/A,solar,31010,n_31010,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_31027_solar,#N/A,solar,31027,n_31027,DUK,54.6,0.001577437,10000,0,0,0,0,0,0,0,0
n_324_solar,#N/A,solar,324,n_324,CPLE,2,0.000114927,10000,0,0,0,0,0,0,0,0
n_333_solar,#N/A,solar,333,n_333,CPLE,1,5.74637E-05,10000,0,0,0,0,0,0,0,0
n_340_solar,#N/A,solar,340,n_340,DUK,27,0.000780051,10000,0,0,0,0,0,0,0,0
n_3484_solar,#N/A,solar,3484,n_3484,DUK,3.5,0.000101118,10000,0,0,0,0,0,0,0,0
n_4099_solar,#N/A,solar,4099,n_4099,DUK,10,0.000288908,10000,0,0,0,0,0,0,0,0
n_4473_solar,#N/A,solar,4473,n_4473,DUK,43.4,0.001253861,10000,0,0,0,0,0,0,0,0
n_4475_solar,#N/A,solar,4475,n_4475,DUK,9.3,0.000268684,10000,0,0,0,0,0,0,0,0
n_4484_solar,#N/A,solar,4484,n_4484,DUK,50,0.00144454,10000,0,0,0,0,0,0,0,0
n_4496_solar,#N/A,solar,4496,n_4496,DUK,56.4,0.001629441,10000,0,0,0,0,0,0,0,0
n_4517_solar,#N/A,solar,4517,n_4517,DUK,25,0.00072227,10000,0,0,0,0,0,0,0,0
n_4521_solar,#N/A,solar,4521,n_4521,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_4536_solar,#N/A,solar,4536,n_4536,DUK,4,0.000115563,10000,0,0,0,0,0,0,0,0
n_6400_solar,#N/A,solar,6400,n_6400,CPLE,85,0.004884412,10000,0,0,0,0,0,0,0,0
n_6402_solar,#N/A,solar,6402,n_6402,CPLE,26,0.001494055,10000,0,0,0,0,0,0,0,0
n_6403_solar,#N/A,solar,6403,n_6403,CPLE,20,0.001149273,10000,0,0,0,0,0,0,0,0
n_6404_solar,#N/A,solar,6404,n_6404,CPLE,35.4,0.002034214,10000,0,0,0,0,0,0,0,0
n_10123_solar,#N/A,solar,10123,n_10123,CPLE,80.6,0.004631572,10000,0,0,0,0,0,0,0,0
n_6650_solar,#N/A,solar,6650,n_6650,CPLE,8,0.000459709,10000,0,0,0,0,0,0,0,0
n_6651_solar,#N/A,solar,6651,n_6651,CPLE,105,0.006033685,10000,0,0,0,0,0,0,0,0
n_6655_solar,#N/A,solar,6655,n_6655,CPLE,16.2,0.000930911,10000,0,0,0,0,0,0,0,0
n_6658_solar,#N/A,solar,6658,n_6658,CPLE,9.9,0.00056889,10000,0,0,0,0,0,0,0,0
n_6661_solar,#N/A,solar,6661,n_6661,CPLE,29.8,0.001712417,10000,0,0,0,0,0,0,0,0
n_6663_solar,#N/A,solar,6663,n_6663,CPLE,86.9,0.004993593,10000,0,0,0,0,0,0,0,0
n_6665_solar,#N/A,solar,6665,n_6665,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_6670_solar,#N/A,solar,6670,n_6670,CPLE,2,0.000114927,10000,0,0,0,0,0,0,0,0
n_6677_solar,#N/A,solar,6677,n_6677,CPLE,85,0.004884412,10000,0,0,0,0,0,0,0,0
n_6679_solar,#N/A,solar,6679,n_6679,CPLE,77,0.004424702,10000,0,0,0,0,0,0,0,0
n_6680_solar,#N/A,solar,6680,n_6680,DUK,1.9,5.48925E-05,10000,0,0,0,0,0,0,0,0
n_6682_solar,#N/A,solar,6682,n_6682,DUK,4,0.000115563,10000,0,0,0,0,0,0,0,0
n_6684_solar,#N/A,solar,6684,n_6684,DUK,8.5,0.000245572,10000,0,0,0,0,0,0,0,0
n_6685_solar,#N/A,solar,6685,n_6685,DUK,8.8,0.000254239,10000,0,0,0,0,0,0,0,0
n_6692_solar,#N/A,solar,6692,n_6692,CPLE,15.6,0.000896433,10000,0,0,0,0,0,0,0,0
n_6696_solar,#N/A,solar,6696,n_6696,CPLE,9.9,0.00056889,10000,0,0,0,0,0,0,0,0
n_6700_solar,#N/A,solar,6700,n_6700,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_6888_solar,#N/A,solar,6888,n_6888,CPLE,1.2,6.89564E-05,10000,0,0,0,0,0,0,0,0
n_6890_solar,#N/A,solar,6890,n_6890,CPLE,35,0.002011228,10000,0,0,0,0,0,0,0,0
n_6892_solar,#N/A,solar,6892,n_6892,CPLE,25,0.001436592,10000,0,0,0,0,0,0,0,0
n_6893_solar,#N/A,solar,6893,n_6893,CPLE,9,0.000517173,10000,0,0,0,0,0,0,0,0
n_6895_solar,#N/A,solar,6895,n_6895,CPLE,10,0.000574637,10000,0,0,0,0,0,0,0,0
n_6897_solar,#N/A,solar,6897,n_6897,DUK,10,0.000288908,10000,0,0,0,0,0,0,0,0
n_6900_solar,#N/A,solar,6900,n_6900,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_6901_solar,#N/A,solar,6901,n_6901,CPLE,15.2,0.000873448,10000,0,0,0,0,0,0,0,0
n_6902_solar,#N/A,solar,6902,n_6902,CPLE,18.3,0.001051585,10000,0,0,0,0,0,0,0,0
n_6903_solar,#N/A,solar,6903,n_6903,CPLE,4,0.000229855,10000,0,0,0,0,0,0,0,0
n_6904_solar,#N/A,solar,6904,n_6904,CPLE,4,0.000229855,10000,0,0,0,0,0,0,0,0
n_6906_solar,#N/A,solar,6906,n_6906,CPLE,23.8,0.001367635,10000,0,0,0,0,0,0,0,0
n_6907_solar,#N/A,solar,6907,n_6907,CPLE,19.4,0.001114795,10000,0,0,0,0,0,0,0,0
n_6964_solar,#N/A,solar,6964,n_6964,DUK,5.2,0.000150232,10000,0,0,0,0,0,0,0,0
n_6965_solar,#N/A,solar,6965,n_6965,DUK,4.9,0.000141565,10000,0,0,0,0,0,0,0,0
n_6969_solar,#N/A,solar,6969,n_6969,DUK,1.2,3.4669E-05,10000,0,0,0,0,0,0,0,0
n_6972_solar,#N/A,solar,6972,n_6972,DUK,1.5,4.33362E-05,10000,0,0,0,0,0,0,0,0
n_6974_solar,#N/A,solar,6974,n_6974,DUK,64.9,0.001875013,10000,0,0,0,0,0,0,0,0
n_6977_solar,#N/A,solar,6977,n_6977,DUK,15,0.000433362,10000,0,0,0,0,0,0,0,0
n_6978_solar,#N/A,solar,6978,n_6978,DUK,3,8.66724E-05,10000,0,0,0,0,0,0,0,0
n_7014_solar,#N/A,solar,7014,n_7014,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_7026_solar,#N/A,solar,7026,n_7026,DUK,4,0.000115563,10000,0,0,0,0,0,0,0,0
n_7031_solar,#N/A,solar,7031,n_7031,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_7041_solar,#N/A,solar,7041,n_7041,DUK,1.3,3.7558E-05,10000,0,0,0,0,0,0,0,0
n_7049_solar,#N/A,solar,7049,n_7049,DUK,10,0.000288908,10000,0,0,0,0,0,0,0,0
n_7062_solar,#N/A,solar,7062,n_7062,DUK,50.8,0.001467652,10000,0,0,0,0,0,0,0,0
n_7069_solar,#N/A,solar,7069,n_7069,CPLE,10,0.000574637,10000,0,0,0,0,0,0,0,0
n_7089_solar,#N/A,solar,7089,n_7089,CPLE,14.9,0.000856209,10000,0,0,0,0,0,0,0,0
n_7557_solar,#N/A,solar,7557,n_7557,CPLE,8.5,0.000488441,10000,0,0,0,0,0,0,0,0
n_7559_solar,#N/A,solar,7559,n_7559,CPLE,10,0.000574637,10000,0,0,0,0,0,0,0,0
n_7597_solar,#N/A,solar,7597,n_7597,DUK,1.1,3.17799E-05,10000,0,0,0,0,0,0,0,0
n_7618_solar,#N/A,solar,7618,n_7618,CPLE,8.5,0.000488441,10000,0,0,0,0,0,0,0,0
n_7619_solar,#N/A,solar,7619,n_7619,CPLE,10,0.000574637,10000,0,0,0,0,0,0,0,0
n_7700_solar,#N/A,solar,7700,n_7700,DUK,16,0.000462253,10000,0,0,0,0,0,0,0,0
n_1063_solar,#N/A,solar,1063,n_1063,DUK,3,8.66724E-05,10000,0,0,0,0,0,0,0,0
n_9412_solar,#N/A,solar,9412,n_9412,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_9418_solar,#N/A,solar,9418,n_9418,DUK,85.3,0.002464385,10000,0,0,0,0,0,0,0,0
n_9419_solar,#N/A,solar,9419,n_9419,DUK,2,5.77816E-05,10000,0,0,0,0,0,0,0,0
n_9426_solar,#N/A,solar,9426,n_9426,CPLE,4,0.000229855,10000,0,0,0,0,0,0,0,0
n_9441_solar,#N/A,solar,9441,n_9441,CPLE,9.5,0.000545905,10000,0,0,0,0,0,0,0,0
n_9454_solar,#N/A,solar,9454,n_9454,DUK,14.5,0.000418917,10000,0,0,0,0,0,0,0,0
n_9479_solar,#N/A,solar,9479,n_9479,DUK,88.7,0.002562614,10000,0,0,0,0,0,0,0,0
n_9480_solar,#N/A,solar,9480,n_9480,DUK,4,0.000115563,10000,0,0,0,0,0,0,0,0
n_9488_solar,#N/A,solar,9488,n_9488,CPLE,7,0.000402246,10000,0,0,0,0,0,0,0,0
n_9508_solar,#N/A,solar,9508,n_9508,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_9820_solar,#N/A,solar,9820,n_9820,CPLE,56.3,0.003235205,10000,0,0,0,0,0,0,0,0
n_9821_solar,#N/A,solar,9821,n_9821,DUK,25.8,0.000745383,10000,0,0,0,0,0,0,0,0
n_9822_solar,#N/A,solar,9822,n_9822,CPLE,11,0.0006321,10000,0,0,0,0,0,0,0,0
n_9836_solar,#N/A,solar,9836,n_9836,CPLE,1.9,0.000109181,10000,0,0,0,0,0,0,0,0
n_9837_solar,#N/A,solar,9837,n_9837,CPLE,4.5,0.000258587,10000,0,0,0,0,0,0,0,0
n_9838_solar,#N/A,solar,9838,n_9838,CPLE,4.9,0.000281572,10000,0,0,0,0,0,0,0,0
n_9839_solar,#N/A,solar,9839,n_9839,CPLE,8.9,0.000511427,10000,0,0,0,0,0,0,0,0
n_9840_solar,#N/A,solar,9840,n_9840,DUK,5,0.000144454,10000,0,0,0,0,0,0,0,0
n_9841_solar,#N/A,solar,9841,n_9841,CPLE,9.7,0.000557398,10000,0,0,0,0,0,0,0,0
n_9846_solar,#N/A,solar,9846,n_9846,DUK,12,0.00034669,10000,0,0,0,0,0,0,0,0
n_9848_solar,#N/A,solar,9848,n_9848,CPLE,2,0.000114927,10000,0,0,0,0,0,0,0,0
n_9849_solar,#N/A,solar,9849,n_9849,CPLE,10,0.000574637,10000,0,0,0,0,0,0,0,0
n_9850_solar,#N/A,solar,9850,n_9850,CPLE,4,0.000229855,10000,0,0,0,0,0,0,0,0
n_9851_solar,#N/A,solar,9851,n_9851,CPLE,20,0.001149273,10000,0,0,0,0,0,0,0,0
n_9852_solar,#N/A,solar,9852,n_9852,CPLE,62.3,0.003579987,10000,0,0,0,0,0,0,0,0
n_9854_solar,#N/A,solar,9854,n_9854,CPLE,10,0.000574637,10000,0,0,0,0,0,0,0,0
n_9858_solar,#N/A,solar,9858,n_9858,DUK,44.8,0.001294308,10000,0,0,0,0,0,0,0,0
n_9859_solar,#N/A,solar,9859,n_9859,CPLE,95.2,0.005470541,10000,0,0,0,0,0,0,0,0
n_9862_solar,#N/A,solar,9862,n_9862,CPLE,22.4,0.001287186,10000,0,0,0,0,0,0,0,0
n_9864_solar,#N/A,solar,9864,n_9864,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_9867_solar,#N/A,solar,9867,n_9867,DUK,24.5,0.000707824,10000,0,0,0,0,0,0,0,0
n_9868_solar,#N/A,solar,9868,n_9868,CPLE,39.5,0.002269815,10000,0,0,0,0,0,0,0,0
n_9869_solar,#N/A,solar,9869,n_9869,CPLE,8.5,0.000488441,10000,0,0,0,0,0,0,0,0
n_9870_solar,#N/A,solar,9870,n_9870,DUK,17.9,0.000517145,10000,0,0,0,0,0,0,0,0
n_9871_solar,#N/A,solar,9871,n_9871,DUK,11.5,0.000332244,10000,0,0,0,0,0,0,0,0
n_9872_solar,#N/A,solar,9872,n_9872,DUK,10,0.000288908,10000,0,0,0,0,0,0,0,0
n_9873_solar,#N/A,solar,9873,n_9873,DUK,80.9,0.002337265,10000,0,0,0,0,0,0,0,0
n_9874_solar,#N/A,solar,9874,n_9874,CPLE,1.5,8.61955E-05,10000,0,0,0,0,0,0,0,0
n_9876_solar,#N/A,solar,9876,n_9876,CPLE,20.3,0.001166512,10000,0,0,0,0,0,0,0,0
n_9877_solar,#N/A,solar,9877,n_9877,CPLE,2,0.000114927,10000,0,0,0,0,0,0,0,0
n_9881_solar,#N/A,solar,9881,n_9881,DUK,19.9,0.000574927,10000,0,0,0,0,0,0,0,0
n_9883_solar,#N/A,solar,9883,n_9883,CPLE,10,0.000574637,10000,0,0,0,0,0,0,0,0
n_9886_solar,#N/A,solar,9886,n_9886,CPLE,15,0.000861955,10000,0,0,0,0,0,0,0,0
n_9887_solar,#N/A,solar,9887,n_9887,CPLE,9.8,0.000563144,10000,0,0,0,0,0,0,0,0
n_9929_solar,#N/A,solar,9929,n_9929,CPLE,2,0.000114927,10000,0,0,0,0,0,0,0,0
n_9930_solar,#N/A,solar,9930,n_9930,CPLE,4,0.000229855,10000,0,0,0,0,0,0,0,0
n_9941_solar,#N/A,solar,9941,n_9941,CPLE,14,0.000804491,10000,0,0,0,0,0,0,0,0
n_9945_solar,#N/A,solar,9945,n_9945,CPLE,6,0.000344782,10000,0,0,0,0,0,0,0,0
n_9948_solar,#N/A,solar,9948,n_9948,CPLE,4,0.000229855,10000,0,0,0,0,0,0,0,0
n_9967_solar,#N/A,solar,9967,n_9967,DUK,3.3,9.53396E-05,10000,0,0,0,0,0,0,0,0
n_9968_solar,#N/A,solar,9968,n_9968,DUK,3.4,9.82287E-05,10000,0,0,0,0,0,0,0,0
n_998_solar,#N/A,solar,998,n_998,CPLE,3.6,0.000206869,10000,0,0,0,0,0,0,0,0
n_9994_solar,#N/A,solar,9994,n_9994,CPLE,10.2,0.000586129,10000,0,0,0,0,0,0,0,0
n_9995_solar,#N/A,solar,9995,n_9995,CPLE,16.9,0.000971136,10000,0,0,0,0,0,0,0,0
n_6699_solar,PP_59825,solar,6699,n_6699,CPLE,5,0.000287318,10000,0,0,0,0,0,0,0,0
n_18697_solar,#N/A,solar,18697,n_18697,CPLE,23,0.001321664,10000,0,0,0,0,0,0,0,0
n_22427_solar,#N/A,solar,22427,n_22427,CPLE,16,0.000919419,10000,0,0,0,0,0,0,0,0
n_29953_solar,#N/A,solar,29953,n_29953,CPLE,20,0.001149273,10000,0,0,0,0,0,0,0,0
n_9986_solar,#N/A,solar,9986,n_9986,DUK,6.8,0.000196457,10000,0,0,0,0,0,0,0,0
