,Plant_id,Balancing Authority Name,Balancing Authority Code,Plant nameplate capacity (MW),Plant primary fuel category,Long,Lat,geometry,Color,index_right,NAME
6591,PP_59665,Duke Energy Carolinas,DUK,100.0,SOLAR,-79.943889,34.838297,POINT (-79.943889 34.838297),yellow,0,DUKE ENERGY PROGRESS EAST
6592,PP_60539,Duke Energy Carolinas,DUK,71.0,SOLAR,-78.877359,34.847627,POINT (-78.877359 34.847627),yellow,0,DUKE ENERGY PROGRESS EAST
6593,PP_60149,Duke Energy Carolinas,DUK,50.8,SOLAR,-78.304811,34.529956,POINT (-78.304811 34.529956),yellow,0,DUKE ENERGY PROGRESS EAST
6594,PP_59675,Duke Energy Carolinas,DUK,4.9,SOLAR,-79.108,34.859,POINT (-79.108 34.859),yellow,0,DUKE ENERGY PROGRESS EAST
6595,PP_59671,Duke Energy Carolinas,DUK,78.5,SOLAR,-78.94355,34.918194,POINT (-78.94355 34.918194),yellow,0,DUKE ENERGY PROGRESS EAST
6596,PP_59666,Duke Energy Carolinas,DUK,33.8,SOLAR,-79.332447,34.801933,POINT (-79.332447 34.801933),yellow,0,DUKE ENERGY PROGRESS EAST
6597,PP_59667,Duke Energy Carolinas,DUK,4.9,SOLAR,-79.30235,34.711628,POINT (-79.30235 34.711628),yellow,0,DUKE ENERGY PROGRESS EAST
6598,PP_59669,Duke Energy Carolinas,DUK,50.0,SOLAR,-77.712408,35.213697,POINT (-77.712408 35.213697),yellow,0,DUKE ENERGY PROGRESS EAST
6599,PP_59676,Duke Energy Carolinas,DUK,6.5,SOLAR,-79.216,34.695,POINT (-79.21599999999999 34.695),yellow,0,DUKE ENERGY PROGRESS EAST
6600,PP_61259,Duke Energy Progress East,CPLE,1.9,SOLAR,-77.97928,36.094719,POINT (-77.97928 36.094719),yellow,0,DUKE ENERGY PROGRESS EAST
6602,PP_61260,Duke Energy Carolinas,DUK,1.9,SOLAR,-77.992,36.091,POINT (-77.992 36.091),yellow,0,DUKE ENERGY PROGRESS EAST
6603,PP_60053,Duke Energy Carolinas,DUK,4.9,SOLAR,-77.620395,35.39169,POINT (-77.620395 35.39169),yellow,0,DUKE ENERGY PROGRESS EAST
6604,PP_59677,Duke Energy Carolinas,DUK,4.9,SOLAR,-78.329675,35.041048,POINT (-78.32967499999999 35.041048),yellow,0,DUKE ENERGY PROGRESS EAST
6605,PP_60398,Duke Energy Carolinas,DUK,4.9,SOLAR,-79.5,34.7587,POINT (-79.5 34.7587),yellow,0,DUKE ENERGY PROGRESS EAST
6606,PP_59678,Duke Energy Carolinas,DUK,33.3,SOLAR,-78.005377,34.623309,POINT (-78.005377 34.623309),yellow,0,DUKE ENERGY PROGRESS EAST
6607,PP_54656,Duke Energy Progress East,CPLE,51.5,BIOMASS,-78.2137,34.3533,POINT (-78.2137 34.3533),forestgreen,0,DUKE ENERGY PROGRESS EAST
6610,PP_61292,Duke Energy Progress East,CPLE,10.0,SOLAR,-77.83,35.75,POINT (-77.83 35.75),yellow,0,DUKE ENERGY PROGRESS EAST
6614,PP_60784,Duke Energy Carolinas,DUK,5.0,SOLAR,-79.037483,34.564307,POINT (-79.03748299999999 34.564307),yellow,0,DUKE ENERGY PROGRESS EAST
6615,PP_60290,Duke Energy Carolinas,DUK,5.0,SOLAR,-77.8861,35.36118,POINT (-77.8861 35.36118),yellow,0,DUKE ENERGY PROGRESS EAST
6616,PP_58390,Duke Energy Carolinas,DUK,4.4,HYDRO,-79.068333,35.654722,POINT (-79.068333 35.654722),royalblue,0,DUKE ENERGY PROGRESS EAST
6617,PP_65553,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.720544,35.308176,POINT (-79.720544 35.308176),yellow,0,DUKE ENERGY PROGRESS EAST
6618,PP_60180,Duke Energy Carolinas,DUK,5.0,SOLAR,-78.802384,35.513769,POINT (-78.802384 35.513769),yellow,0,DUKE ENERGY PROGRESS EAST
6619,PP_59565,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.399983,35.426667,POINT (-78.39998300000001 35.426667),yellow,0,DUKE ENERGY PROGRESS EAST
6622,PP_61219,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.449024,36.391194,POINT (-78.44902399999999 36.391194),yellow,0,DUKE ENERGY PROGRESS EAST
6623,PP_59051,Duke Energy Carolinas,DUK,2.0,SOLAR,-78.04,34.96,POINT (-78.04000000000001 34.96),yellow,0,DUKE ENERGY PROGRESS EAST
6624,PP_58803,Duke Energy Carolinas,DUK,2.0,SOLAR,-77.981667,34.957778,POINT (-77.981667 34.957778),yellow,0,DUKE ENERGY PROGRESS EAST
6625,PP_58840,Duke Energy Carolinas,DUK,4.5,SOLAR,-77.976111,34.97,POINT (-77.976111 34.97),yellow,0,DUKE ENERGY PROGRESS EAST
6626,PP_65554,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.555024,35.850341,POINT (-79.555024 35.850341),yellow,0,DUKE ENERGY PROGRESS EAST
6627,PP_60397,Duke Energy Carolinas,DUK,4.9,SOLAR,-78.092185,35.012282,POINT (-78.092185 35.012282),yellow,0,DUKE ENERGY PROGRESS EAST
6628,PP_59507,Duke Energy Progress East,CPLE,3.0,SOLAR,-78.1526,36.4338,POINT (-78.15260000000001 36.4338),yellow,0,DUKE ENERGY PROGRESS EAST
6630,PP_59125,Duke Energy Progress East,CPLE,2.0,SOLAR,-77.608333,35.370556,POINT (-77.608333 35.370556),yellow,0,DUKE ENERGY PROGRESS EAST
6631,PP_61090,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.64259,35.2184,POINT (-77.64259 35.2184),yellow,0,DUKE ENERGY PROGRESS EAST
6632,PP_59832,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.472283,35.351436,POINT (-77.472283 35.351436),yellow,0,DUKE ENERGY PROGRESS EAST
6633,PP_58791,Duke Energy Carolinas,DUK,5.0,SOLAR,-78.1375,34.988889,POINT (-78.1375 34.988889),yellow,0,DUKE ENERGY PROGRESS EAST
6634,PP_60578,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.102178,35.79915,POINT (-78.10217799999999 35.79915),yellow,0,DUKE ENERGY PROGRESS EAST
6635,PP_2713,Duke Energy Progress East,CPLE,851.0,GAS,-77.985278,34.283056,POINT (-77.98527799999999 34.283056),red,0,DUKE ENERGY PROGRESS EAST
6639,PP_63837,Duke Energy Progress East,CPLE,4.9,SOLAR,-78.05327,35.39977,POINT (-78.05327 35.39977),yellow,0,DUKE ENERGY PROGRESS EAST
6640,PP_62104,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.051,35.395,POINT (-78.051 35.395),yellow,0,DUKE ENERGY PROGRESS EAST
6641,PP_63449,Duke Energy Carolinas,DUK,5.0,SOLAR,-77.502759,35.19587,POINT (-77.502759 35.19587),yellow,0,DUKE ENERGY PROGRESS EAST
6642,PP_60538,Duke Energy Carolinas,DUK,5.0,SOLAR,-78.413481,35.447278,POINT (-78.413481 35.447278),yellow,0,DUKE ENERGY PROGRESS EAST
6643,PP_59158,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.848889,35.801944,POINT (-77.848889 35.801944),yellow,0,DUKE ENERGY PROGRESS EAST
6644,PP_59486,Duke Energy Carolinas,DUK,4.9,SOLAR,-77.808889,34.898889,POINT (-77.80888899999999 34.898889),yellow,0,DUKE ENERGY PROGRESS EAST
6645,PP_61091,Duke Energy Carolinas,DUK,5.0,SOLAR,-79.442969,34.764403,POINT (-79.44296900000001 34.764403),yellow,0,DUKE ENERGY PROGRESS EAST
6646,PP_59833,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.430243,34.756481,POINT (-79.430243 34.756481),yellow,0,DUKE ENERGY PROGRESS EAST
6647,PP_60200,Duke Energy Carolinas,DUK,2.0,SOLAR,-79.29538,34.707644,POINT (-79.29537999999999 34.707644),yellow,0,DUKE ENERGY PROGRESS EAST
6648,PP_60783,"PJM Interconnection, LLC",PJM,5.0,SOLAR,-77.623,36.058,POINT (-77.623 36.058),yellow,0,DUKE ENERGY PROGRESS EAST
6649,PP_58333,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.666389,35.331667,POINT (-77.666389 35.331667),yellow,0,DUKE ENERGY PROGRESS EAST
6650,PP_58334,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.475106,35.350081,POINT (-77.475106 35.350081),yellow,0,DUKE ENERGY PROGRESS EAST
6654,PP_59921,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.801,35.368,POINT (-78.801 35.368),yellow,0,DUKE ENERGY PROGRESS EAST
6658,PP_59521,Duke Energy Carolinas,DUK,5.0,SOLAR,-79.804167,35.538889,POINT (-79.80416700000001 35.538889),yellow,0,DUKE ENERGY PROGRESS EAST
6659,PP_58809,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.438056,35.433889,POINT (-77.438056 35.433889),yellow,0,DUKE ENERGY PROGRESS EAST
6660,PP_10051,Duke Energy Progress East,CPLE,1.2,HYDRO,-79.0912,35.6184,POINT (-79.0912 35.6184),royalblue,0,DUKE ENERGY PROGRESS EAST
6663,PP_61347,Duke Energy Progress East,CPLE,2.0,SOLAR,-77.895125,35.195302,POINT (-77.89512499999999 35.195302),yellow,0,DUKE ENERGY PROGRESS EAST
6665,PP_64173,Duke Energy Carolinas,DUK,4.0,SOLAR,-79.53957,36.13621,POINT (-79.53957 36.13621),yellow,0,DUKE ENERGY PROGRESS EAST
6669,PP_59520,Duke Energy Carolinas,DUK,5.0,SOLAR,-79.521389,36.119167,POINT (-79.521389 36.119167),yellow,0,DUKE ENERGY PROGRESS EAST
6670,PP_59575,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.429444,34.745833,POINT (-78.429444 34.745833),yellow,0,DUKE ENERGY PROGRESS EAST
6676,PP_59124,Duke Energy Progress East,CPLE,3.0,SOLAR,-78.386111,36.286389,POINT (-78.386111 36.286389),yellow,0,DUKE ENERGY PROGRESS EAST
6678,PP_57365,Duke Energy Carolinas,DUK,2.2,BIOMASS,-78.86,36.0311,POINT (-78.86 36.0311),forestgreen,0,DUKE ENERGY PROGRESS EAST
6679,PP_57366,Duke Energy Progress East,CPLE,3.3,BIOMASS,-78.0703,35.2889,POINT (-78.0703 35.2889),forestgreen,0,DUKE ENERGY PROGRESS EAST
6680,PP_60416,Duke Energy Carolinas,DUK,4.9,SOLAR,-79.31463,34.71472,POINT (-79.31462999999999 34.71472),yellow,0,DUKE ENERGY PROGRESS EAST
6682,PP_6250,Duke Energy Progress East,CPLE,763.2,COAL,-78.8917,36.5278,POINT (-78.8917 36.5278),grey,0,DUKE ENERGY PROGRESS EAST
6684,PP_58350,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.30219,34.543889,POINT (-79.30219 34.543889),yellow,0,DUKE ENERGY PROGRESS EAST
6685,PP_60779,Duke Energy Carolinas,DUK,5.0,SOLAR,-79.062708,34.888736,POINT (-79.062708 34.888736),yellow,0,DUKE ENERGY PROGRESS EAST
6686,PP_60440,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.350088,35.019771,POINT (-78.350088 35.019771),yellow,0,DUKE ENERGY PROGRESS EAST
6688,PP_58853,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.691944,34.323889,POINT (-78.69194400000001 34.323889),yellow,0,DUKE ENERGY PROGRESS EAST
6690,PP_64117,Duke Energy Progress East,CPLE,4.9,SOLAR,-79.023055,35.551944,POINT (-79.023055 35.551944),yellow,0,DUKE ENERGY PROGRESS EAST
6693,PP_59502,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.3475,36.2487,POINT (-78.3475 36.2487),yellow,0,DUKE ENERGY PROGRESS EAST
6694,PP_60579,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.604589,36.288911,POINT (-78.604589 36.288911),yellow,0,DUKE ENERGY PROGRESS EAST
6696,PP_58336,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.949586,36.230561,POINT (-78.949586 36.230561),yellow,0,DUKE ENERGY PROGRESS EAST
6697,PP_61196,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.701463,34.307121,POINT (-78.701463 34.307121),yellow,0,DUKE ENERGY PROGRESS EAST
6700,PP_59576,Duke Energy Carolinas,DUK,5.0,SOLAR,-79.771085,35.81771,POINT (-79.771085 35.81771),yellow,0,DUKE ENERGY PROGRESS EAST
6701,PP_61093,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.935844,34.968056,POINT (-79.935844 34.968056),yellow,0,DUKE ENERGY PROGRESS EAST
6702,PP_58739,Duke Energy Carolinas,DUK,3.0,SOLAR,-79.348889,36.148889,POINT (-79.348889 36.148889),yellow,0,DUKE ENERGY PROGRESS EAST
6703,PP_58740,Duke Energy Carolinas,DUK,3.0,SOLAR,-79.361944,35.948056,POINT (-79.36194399999999 35.948056),yellow,0,DUKE ENERGY PROGRESS EAST
6704,PP_59577,Duke Energy Carolinas,DUK,5.0,SOLAR,-80.293611,35.468611,POINT (-80.293611 35.468611),yellow,0,DUKE ENERGY PROGRESS EAST
6709,PP_59123,Duke Energy Progress East,CPLE,3.0,SOLAR,-79.0325,35.568333,POINT (-79.0325 35.568333),yellow,0,DUKE ENERGY PROGRESS EAST
6714,PP_58649,Duke Energy Carolinas,DUK,20.0,SOLAR,-79.768333,35.344444,POINT (-79.768333 35.344444),yellow,0,DUKE ENERGY PROGRESS EAST
6715,PP_64193,Duke Energy Carolinas,DUK,5.0,SOLAR,-79.48112,36.38427,POINT (-79.48112 36.38427),yellow,0,DUKE ENERGY PROGRESS EAST
6717,PP_58338,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.829167,35.305833,POINT (-77.829167 35.305833),yellow,0,DUKE ENERGY PROGRESS EAST
6718,PP_61405,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.828889,35.305747,POINT (-77.828889 35.305747),yellow,0,DUKE ENERGY PROGRESS EAST
6719,PP_60133,Duke Energy Carolinas,DUK,5.0,SOLAR,-78.151987,36.095572,POINT (-78.15198700000001 36.095572),yellow,0,DUKE ENERGY PROGRESS EAST
6723,PP_61881,Duke Energy Progress East,CPLE,2.0,SOLAR,-79.742842,35.546315,POINT (-79.742842 35.546315),yellow,0,DUKE ENERGY PROGRESS EAST
6724,PP_59107,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.081667,35.201944,POINT (-78.081667 35.201944),yellow,0,DUKE ENERGY PROGRESS EAST
6725,PP_59908,Duke Energy Progress East,CPLE,2.0,SOLAR,-78.098,35.18,POINT (-78.098 35.18),yellow,0,DUKE ENERGY PROGRESS EAST
6727,PP_58345,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.069722,35.218056,POINT (-78.069722 35.218056),yellow,0,DUKE ENERGY PROGRESS EAST
6728,PP_59645,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.096944,35.181111,POINT (-78.09694399999999 35.181111),yellow,0,DUKE ENERGY PROGRESS EAST
6729,PP_59509,Duke Energy Progress East,CPLE,4.0,SOLAR,-78.5206,35.6633,POINT (-78.5206 35.6633),yellow,0,DUKE ENERGY PROGRESS EAST
6731,PP_55002,Duke Energy Progress East,CPLE,2.4,OIL,-78.1583,34.9944,POINT (-78.1583 34.9944),darkviolet,0,DUKE ENERGY PROGRESS EAST
6732,PP_61533,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.57597,35.416167,POINT (-79.57597 35.416167),yellow,0,DUKE ENERGY PROGRESS EAST
6734,PP_54894,"Alcoa Power Generating, Inc. - Yadkin Division",YAD,108.8,HYDRO,-80.0917,35.4189,POINT (-80.0917 35.4189),royalblue,0,DUKE ENERGY PROGRESS EAST
6735,PP_58854,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.030833,36.047222,POINT (-78.030833 36.047222),yellow,0,DUKE ENERGY PROGRESS EAST
6736,PP_58855,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.0925,35.949444,POINT (-78.0925 35.949444),yellow,0,DUKE ENERGY PROGRESS EAST
6737,PP_64118,Duke Energy Carolinas,DUK,4.9,SOLAR,-78.2162,35.8503,POINT (-78.2162 35.8503),yellow,0,DUKE ENERGY PROGRESS EAST
6738,PP_60408,Duke Energy Carolinas,DUK,5.2,SOLAR,-78.21152,35.84927,POINT (-78.21151999999999 35.84927),yellow,0,DUKE ENERGY PROGRESS EAST
6739,PP_60134,Duke Energy Carolinas,DUK,2.0,SOLAR,-78.010611,36.034354,POINT (-78.010611 36.034354),yellow,0,DUKE ENERGY PROGRESS EAST
6741,PP_10382,Duke Energy Progress East,CPLE,34.7,BIOMASS,-78.9968,34.59,POINT (-78.99679999999999 34.59),forestgreen,0,DUKE ENERGY PROGRESS EAST
6742,PP_56249,Duke Energy Progress East,CPLE,343.8,GAS,-79.921738,34.968651,POINT (-79.921738 34.968651),red,0,DUKE ENERGY PROGRESS EAST
6743,PP_56292,Duke Energy Progress East,CPLE,343.8,GAS,-79.736087,34.842311,POINT (-79.736087 34.842311),red,0,DUKE ENERGY PROGRESS EAST
6744,PP_61676,Duke Energy Progress East,CPLE,11.2,GAS,-78.674704,35.784027,POINT (-78.67470400000001 35.784027),red,0,DUKE ENERGY PROGRESS EAST
6745,PP_61675,Duke Energy Progress East,CPLE,6.6,GAS,-78.673723,35.775583,POINT (-78.673723 35.775583),red,0,DUKE ENERGY PROGRESS EAST
6747,PP_58524,Duke Energy Carolinas,DUK,1.1,SOLAR,-78.498889,35.714444,POINT (-78.49888900000001 35.714444),yellow,0,DUKE ENERGY PROGRESS EAST
6748,PP_56688,Duke Energy Progress East,CPLE,5.4,BIOMASS,-77.2267,35.1681,POINT (-77.22669999999999 35.1681),forestgreen,0,DUKE ENERGY PROGRESS EAST
6749,PP_58339,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.056725,35.209564,POINT (-77.056725 35.209564),yellow,0,DUKE ENERGY PROGRESS EAST
6750,PP_59835,Duke Energy Progress East,CPLE,1.9,SOLAR,-78.367439,35.251628,POINT (-78.367439 35.251628),yellow,0,DUKE ENERGY PROGRESS EAST
6751,PP_58741,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.548056,35.991111,POINT (-79.548056 35.991111),yellow,0,DUKE ENERGY PROGRESS EAST
6752,PP_64119,Duke Energy Progress East,CPLE,4.9,SOLAR,-77.988,34.7457,POINT (-77.988 34.7457),yellow,0,DUKE ENERGY PROGRESS EAST
6753,PP_62205,Duke Energy Progress East,CPLE,5.3,SOLAR,-77.987375,34.747103,POINT (-77.987375 34.747103),yellow,0,DUKE ENERGY PROGRESS EAST
6754,PP_59501,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.313889,35.486944,POINT (-78.313889 35.486944),yellow,0,DUKE ENERGY PROGRESS EAST
6755,PP_61778,"PJM Interconnection, LLC",PJM,20.0,SOLAR,-77.624,36.213,POINT (-77.624 36.213),yellow,0,DUKE ENERGY PROGRESS EAST
6756,PP_58531,Duke Energy Progress East,CPLE,2.0,SOLAR,-79.525833,34.704722,POINT (-79.52583300000001 34.704722),yellow,0,DUKE ENERGY PROGRESS EAST
6757,PP_58880,Duke Energy Carolinas,DUK,4.9,SOLAR,-79.559722,34.766667,POINT (-79.55972199999999 34.766667),yellow,0,DUKE ENERGY PROGRESS EAST
6758,PP_60651,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.038319,36.070336,POINT (-78.038319 36.070336),yellow,0,DUKE ENERGY PROGRESS EAST
6759,PP_60992,"PJM Interconnection, LLC",PJM,2.0,SOLAR,-77.719745,36.433289,POINT (-77.719745 36.433289),yellow,0,DUKE ENERGY PROGRESS EAST
6760,PP_58851,Duke Energy Carolinas,DUK,5.0,SOLAR,-79.538333,34.795833,POINT (-79.53833299999999 34.795833),yellow,0,DUKE ENERGY PROGRESS EAST
6764,PP_64522,Duke Energy Progress East,CPLE,2.3,SOLAR,-79.788,35.713,POINT (-79.788 35.713),yellow,0,DUKE ENERGY PROGRESS EAST
6766,PP_61094,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.513928,34.817836,POINT (-79.51392800000001 34.817836),yellow,0,DUKE ENERGY PROGRESS EAST
6767,PP_58558,Duke Energy Carolinas,DUK,2.0,BIOMASS,-77.543056,34.7975,POINT (-77.54305600000001 34.7975),forestgreen,0,DUKE ENERGY PROGRESS EAST
6770,PP_59999,Duke Energy Carolinas,DUK,3.0,SOLAR,-79.24481,36.084097,POINT (-79.24481 36.084097),yellow,0,DUKE ENERGY PROGRESS EAST
6773,PP_62018,Duke Energy Progress East,CPLE,1.6,SOLAR,-78.639456,35.533191,POINT (-78.639456 35.533191),yellow,0,DUKE ENERGY PROGRESS EAST
6774,PP_58799,Duke Energy Progress East,CPLE,5.0,SOLAR,-76.87,35.501111,POINT (-76.87 35.501111),yellow,0,DUKE ENERGY PROGRESS EAST
6775,PP_62089,Duke Energy Progress East,CPLE,1.0,SOLAR,-79.090206,34.436698,POINT (-79.09020599999999 34.436698),yellow,0,DUKE ENERGY PROGRESS EAST
6776,PP_62128,Duke Energy Progress East,CPLE,2.0,SOLAR,-78.912997,34.909631,POINT (-78.912997 34.909631),yellow,0,DUKE ENERGY PROGRESS EAST
6777,PP_62129,Duke Energy Progress East,CPLE,2.0,SOLAR,-78.912481,34.908589,POINT (-78.912481 34.908589),yellow,0,DUKE ENERGY PROGRESS EAST
6778,PP_62120,Duke Energy Progress East,CPLE,2.0,SOLAR,-79.0847,34.4384,POINT (-79.0847 34.4384),yellow,0,DUKE ENERGY PROGRESS EAST
6779,PP_62121,Duke Energy Progress East,CPLE,2.0,SOLAR,-79.090672,34.631814,POINT (-79.090672 34.631814),yellow,0,DUKE ENERGY PROGRESS EAST
6780,PP_62122,Duke Energy Progress East,CPLE,2.0,SOLAR,-78.52434,34.519408,POINT (-78.52434 34.519408),yellow,0,DUKE ENERGY PROGRESS EAST
6781,PP_62123,Duke Energy Progress East,CPLE,1.0,SOLAR,-78.810478,35.047153,POINT (-78.810478 35.047153),yellow,0,DUKE ENERGY PROGRESS EAST
6782,PP_62124,Duke Energy Progress East,CPLE,1.0,SOLAR,-78.7874,34.353586,POINT (-78.78740000000001 34.353586),yellow,0,DUKE ENERGY PROGRESS EAST
6783,PP_62125,Duke Energy Progress East,CPLE,1.5,SOLAR,-78.205464,35.121181,POINT (-78.20546400000001 35.121181),yellow,0,DUKE ENERGY PROGRESS EAST
6784,PP_62126,Duke Energy Progress East,CPLE,2.0,SOLAR,-79.705958,35.420931,POINT (-79.705958 35.420931),yellow,0,DUKE ENERGY PROGRESS EAST
6785,PP_62127,Duke Energy Progress East,CPLE,2.0,SOLAR,-78.9136,34.910856,POINT (-78.9136 34.910856),yellow,0,DUKE ENERGY PROGRESS EAST
6787,PP_58856,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.199444,34.816667,POINT (-79.199444 34.816667),yellow,0,DUKE ENERGY PROGRESS EAST
6788,PP_58305,Duke Energy Progress East,CPLE,1.0,SOLAR,-78.9675,36.3125,POINT (-78.9675 36.3125),yellow,0,DUKE ENERGY PROGRESS EAST
6789,PP_50509,Duke Energy Progress East,CPLE,54.0,OTHF,-76.779864,35.376266,POINT (-76.779864 35.376266),tan,0,DUKE ENERGY PROGRESS EAST
6790,PP_58538,Duke Energy Carolinas,DUK,2.5,SOLAR,-78.986111,36.288056,POINT (-78.98611099999999 36.288056),yellow,0,DUKE ENERGY PROGRESS EAST
6791,PP_65555,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.653997,36.271819,POINT (-78.653997 36.271819),yellow,0,DUKE ENERGY PROGRESS EAST
6792,PP_62659,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.185206,35.067661,POINT (-77.18520599999999 35.067661),yellow,0,DUKE ENERGY PROGRESS EAST
6793,PP_59157,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.829444,34.909167,POINT (-79.829444 34.909167),yellow,0,DUKE ENERGY PROGRESS EAST
6795,PP_63266,"PJM Interconnection, LLC",PJM,2.0,SOLAR,-77.513,35.759,POINT (-77.51300000000001 35.759),yellow,0,DUKE ENERGY PROGRESS EAST
6796,PP_60629,Duke Energy Carolinas,DUK,2.0,SOLAR,-78.97198,36.43741,POINT (-78.97198 36.43741),yellow,0,DUKE ENERGY PROGRESS EAST
6797,PP_63692,Duke Energy Progress East,CPLE,2.0,SOLAR,-78.017811,35.167164,POINT (-78.01781099999999 35.167164),yellow,0,DUKE ENERGY PROGRESS EAST
6799,PP_61404,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.979166,35.478155,POINT (-77.97916600000001 35.478155),yellow,0,DUKE ENERGY PROGRESS EAST
6801,PP_61978,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.51909,35.220823,POINT (-79.51909000000001 35.220823),yellow,0,DUKE ENERGY PROGRESS EAST
6804,PP_63015,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.092,35.138,POINT (-77.092 35.138),yellow,0,DUKE ENERGY PROGRESS EAST
6806,PP_59917,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.219,34.998,POINT (-77.21899999999999 34.998),yellow,0,DUKE ENERGY PROGRESS EAST
6807,PP_59504,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.0743,35.2167,POINT (-77.07429999999999 35.2167),yellow,0,DUKE ENERGY PROGRESS EAST
6808,PP_64035,Duke Energy Progress East,CPLE,2.0,SOLAR,-78.372088,35.602063,POINT (-78.37208800000001 35.602063),yellow,0,DUKE ENERGY PROGRESS EAST
6809,PP_59533,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.192222,35.504444,POINT (-78.192222 35.504444),yellow,0,DUKE ENERGY PROGRESS EAST
6810,PP_58529,Duke Energy Progress East,CPLE,2.0,SOLAR,-79.447222,34.756389,POINT (-79.447222 34.756389),yellow,0,DUKE ENERGY PROGRESS EAST
6811,PP_58493,Duke Energy Progress East,CPLE,4.0,SOLAR,-78.250833,35.948056,POINT (-78.250833 35.948056),yellow,0,DUKE ENERGY PROGRESS EAST
6812,PP_58494,Duke Energy Progress East,CPLE,3.5,SOLAR,-79.0975,34.476111,POINT (-79.0975 34.476111),yellow,0,DUKE ENERGY PROGRESS EAST
6813,PP_58495,Duke Energy Progress East,CPLE,3.5,SOLAR,-79.353889,34.714167,POINT (-79.353889 34.714167),yellow,0,DUKE ENERGY PROGRESS EAST
6814,PP_62095,Duke Energy Progress East,CPLE,4.5,SOLAR,-77.642,34.437,POINT (-77.642 34.437),yellow,0,DUKE ENERGY PROGRESS EAST
6816,PP_59506,Duke Energy Progress East,CPLE,4.0,SOLAR,-78.8078,35.0717,POINT (-78.8078 35.0717),yellow,0,DUKE ENERGY PROGRESS EAST
6817,PP_56966,"PJM Interconnection, LLC",PJM,3.9,SOLAR,-77.6731,35.9222,POINT (-77.67310000000001 35.9222),yellow,0,DUKE ENERGY PROGRESS EAST
6818,PP_58274,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.211944,34.968889,POINT (-79.211944 34.968889),yellow,0,DUKE ENERGY PROGRESS EAST
6819,PP_58316,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.970833,34.82,POINT (-78.970833 34.82),yellow,0,DUKE ENERGY PROGRESS EAST
6820,PP_61095,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.950494,34.807903,POINT (-78.95049400000001 34.807903),yellow,0,DUKE ENERGY PROGRESS EAST
6821,PP_63381,Duke Energy Progress East,CPLE,4.1,SOLAR,-79.185,34.68056,POINT (-79.185 34.68056),yellow,0,DUKE ENERGY PROGRESS EAST
6822,PP_58810,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.316111,35.64,POINT (-77.31611100000001 35.64),yellow,0,DUKE ENERGY PROGRESS EAST
6825,PP_59760,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.141105,36.404382,POINT (-78.141105 36.404382),yellow,0,DUKE ENERGY PROGRESS EAST
