,name,typ,node,M2S_node,maxcap,Gen_MWh,Weights,heat_rate,mincap,var_om,no_load,st_cost,ramp,minup,mindn,Long,Lat,geometry,index_right,NAME
97,PP_7277_13,ngct,4099,n_4099,109.6,109.6,,16.05036228,41.648,3.17,259.4349742,7672,109.6,1,1,-81.0334757,35.43279702,POINT (-81.0334757 35.43279702),1,DUKE ENERGY CAROLINAS
98,PP_7277_14,ngct,4099,n_4099,109.6,109.6,,16.1252256,41.648,3.17,260.6450506,7672,109.6,1,1,-81.0334757,35.43279702,POINT (-81.0334757 35.43279702),1,DUKE ENERGY CAROLINAS
99,PP_7277_15,ngct,4099,n_4099,109.6,109.6,,14.43116937,41.648,3.17,233.2626509,7672,109.6,1,1,-81.0334757,35.43279702,POINT (-81.0334757 35.43279702),1,DUKE ENERGY CAROLINAS
100,PP_7277_16,ngct,4099,n_4099,109.6,109.6,,12.60900501,41.648,3.17,203.8095361,7672,109.6,1,1,-81.0334757,35.43279702,POINT (-81.0334757 35.43279702),1,DUKE ENERGY CAROLINAS
101,PP_7277_2,ngct,4099,n_4099,109.6,109.6,,20.73080578,41.648,3.17,335.0887643,7672,109.6,1,1,-81.0334757,35.43279702,POINT (-81.0334757 35.43279702),1,DUKE ENERGY CAROLINAS
102,PP_7277_3,ngct,4099,n_4099,109.6,109.6,,20.71208254,41.648,3.17,334.7861255,7672,109.6,1,1,-81.0334757,35.43279702,POINT (-81.0334757 35.43279702),1,DUKE ENERGY CAROLINAS
103,PP_7277_4,ngct,4099,n_4099,109.6,109.6,,20.31965066,41.648,3.17,328.4429319,7672,109.6,1,1,-81.0334757,35.43279702,POINT (-81.0334757 35.43279702),1,DUKE ENERGY CAROLINAS
104,PP_7277_5,ngct,4099,n_4099,109.6,109.6,,17.4396495,41.648,3.17,281.8911461,7672,109.6,1,1,-81.0334757,35.43279702,POINT (-81.0334757 35.43279702),1,DUKE ENERGY CAROLINAS
105,PP_7277_6,ngct,4099,n_4099,109.6,109.6,,16.02792414,41.648,3.17,259.0722884,7672,109.6,1,1,-81.0334757,35.43279702,POINT (-81.0334757 35.43279702),1,DUKE ENERGY CAROLINAS
106,PP_7277_7,ngct,4099,n_4099,109.6,109.6,,18.1367138,41.648,3.17,293.1583596,7672,109.6,1,1,-81.0334757,35.43279702,POINT (-81.0334757 35.43279702),1,DUKE ENERGY CAROLINAS
107,PP_7277_8,ngct,4099,n_4099,109.6,109.6,,12.69175035,41.648,3.17,205.1470158,7672,109.6,1,1,-81.0334757,35.43279702,POINT (-81.0334757 35.43279702),1,DUKE ENERGY CAROLINAS
108,PP_7277_9,ngct,4099,n_4099,109.6,109.6,,14.1904608,41.648,3.17,229.3718838,7672,109.6,1,1,-81.0334757,35.43279702,POINT (-81.0334757 35.43279702),1,DUKE ENERGY CAROLINAS
120,PP_7826_001,ngct,4473,n_4473,199.4,199.4,,8.319994155,75.772,3.17,244.670328,13958,199.4,1,1,-80.60097296,35.72282995,POINT (-80.60097295999999 35.72282995),1,DUKE ENERGY CAROLINAS
121,PP_7826_002,ngct,4473,n_4473,199.4,199.4,,11.61965432,75.772,3.17,341.7051239,13958,199.4,1,1,-80.60097296,35.72282995,POINT (-80.60097295999999 35.72282995),1,DUKE ENERGY CAROLINAS
122,PP_7826_003,ngct,4473,n_4473,199.4,199.4,,12.76731362,75.772,3.17,375.4549285,13958,199.4,1,1,-80.60097296,35.72282995,POINT (-80.60097295999999 35.72282995),1,DUKE ENERGY CAROLINAS
123,PP_7826_4,ngcc,4473,n_4473,199.4,199.4,,10.72345987,75.772,3.17,304.0584218,13958,199.4,6,6,-80.60097296,35.72282995,POINT (-80.60097295999999 35.72282995),1,DUKE ENERGY CAROLINAS
124,PP_7826_5,ngcc,4473,n_4473,199.4,199.4,,10.712896,75.772,3.17,303.7588885,13958,199.4,6,6,-80.60097296,35.72282995,POINT (-80.60097295999999 35.72282995),1,DUKE ENERGY CAROLINAS
125,PP_7826_STG,ngcc,4473,n_4473,195.0,195.0,,7.412731677,74.1,3.17,205.5463852,13650,195.0,6,6,-80.60097296,35.72282995,POINT (-80.60097295999999 35.72282995),1,DUKE ENERGY CAROLINAS
126,PP_7834_CT1A,ngcc,8337,n_8337,165.0,165.0,,11.2067642,62.7,3.17,262.9427075,11550,165.0,6,6,-82.77449968,34.34785716,POINT (-82.77449968000001 34.34785716),1,DUKE ENERGY CAROLINAS
127,PP_7834_CT1B,ngcc,8337,n_8337,165.0,165.0,,11.13612112,62.7,3.17,261.285219,11550,165.0,6,6,-82.77449968,34.34785716,POINT (-82.77449968000001 34.34785716),1,DUKE ENERGY CAROLINAS
128,PP_7834_CT2A,ngct,8337,n_8337,165.0,165.0,,17.04336612,62.7,3.17,414.7366798,11550,165.0,1,1,-82.77449968,34.34785716,POINT (-82.77449968000001 34.34785716),1,DUKE ENERGY CAROLINAS
129,PP_7834_CT2B,ngct,8337,n_8337,165.0,165.0,,17.79513976,62.7,3.17,433.0304899,11550,165.0,1,1,-82.77449968,34.34785716,POINT (-82.77449968000001 34.34785716),1,DUKE ENERGY CAROLINAS
130,PP_7834_CT3A,ngct,8337,n_8337,84.0,84.0,,8.259202161,31.92,3.17,102.3176393,5880,84.0,1,1,-82.77449968,34.34785716,POINT (-82.77449968000001 34.34785716),1,DUKE ENERGY CAROLINAS
131,PP_7834_CT3B,ngct,8337,n_8337,84.0,84.0,,8.259202161,31.92,3.17,102.3176393,5880,84.0,1,1,-82.77449968,34.34785716,POINT (-82.77449968000001 34.34785716),1,DUKE ENERGY CAROLINAS
132,PP_7834_CT4A,ngct,8337,n_8337,84.0,84.0,,8.259202161,31.92,3.17,102.3176393,5880,84.0,1,1,-82.77449968,34.34785716,POINT (-82.77449968000001 34.34785716),1,DUKE ENERGY CAROLINAS
133,PP_7834_ST1S,ngcc,8337,n_8337,190.0,190.0,,8.259202161,72.2,3.17,223.1457653,13300,190.0,6,6,-82.77449968,34.34785716,POINT (-82.77449968000001 34.34785716),1,DUKE ENERGY CAROLINAS
134,PP_7981_1,ngct,4477,n_4477,99.9,99.9,,12.01938938,37.962,3.17,177.0846926,6993,99.9,1,1,-81.43358016,35.1573568,POINT (-81.43358016000001 35.1573568),1,DUKE ENERGY CAROLINAS
135,PP_7981_2,ngct,4477,n_4477,99.9,99.9,,15.38481366,37.962,3.17,226.6683366,6993,99.9,1,1,-81.43358016,35.1573568,POINT (-81.43358016000001 35.1573568),1,DUKE ENERGY CAROLINAS
136,PP_7981_3,ngct,4477,n_4477,99.9,99.9,,12.22088881,37.962,3.17,180.0534345,6993,99.9,1,1,-81.43358016,35.1573568,POINT (-81.43358016000001 35.1573568),1,DUKE ENERGY CAROLINAS
137,PP_7981_4,ngct,4477,n_4477,99.9,99.9,,17.30628746,37.962,3.17,254.9778943,6993,99.9,1,1,-81.43358016,35.1573568,POINT (-81.43358016000001 35.1573568),1,DUKE ENERGY CAROLINAS
138,PP_7981_5,ngct,4477,n_4477,99.9,99.9,,10.35627197,37.962,3.17,152.5815647,6993,99.9,1,1,-81.43358016,35.1573568,POINT (-81.43358016000001 35.1573568),1,DUKE ENERGY CAROLINAS
139,PP_7981_6,ngct,4477,n_4477,99.9,99.9,,15.36601002,37.962,3.17,226.3912979,6993,99.9,1,1,-81.43358016,35.1573568,POINT (-81.43358016000001 35.1573568),1,DUKE ENERGY CAROLINAS
140,PP_7981_7,ngct,4477,n_4477,99.9,99.9,,11.10848832,37.962,3.17,163.6641578,6993,99.9,1,1,-81.43358016,35.1573568,POINT (-81.43358016000001 35.1573568),1,DUKE ENERGY CAROLINAS
141,PP_7981_8,ngct,4477,n_4477,99.9,99.9,,10.69010606,37.962,3.17,157.5000265,6993,99.9,1,1,-81.43358016,35.1573568,POINT (-81.43358016000001 35.1573568),1,DUKE ENERGY CAROLINAS
144,PP_10173_T-1,hydro,4521,n_4521,10000.0,4.3,,0.0,0.0,0.0,0.0,0,0.0,0,0,-81.57428123,35.07629645,POINT (-81.57428123 35.07629645),1,DUKE ENERGY CAROLINAS
145,PP_10181_GEN2,hydro,28601,n_28601,10000.0,0.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.63629355,35.53759139,POINT (-82.63629355 35.53759139),1,DUKE ENERGY CAROLINAS
146,PP_10181_GEN3,hydro,28601,n_28601,10000.0,0.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.63629355,35.53759139,POINT (-82.63629355 35.53759139),1,DUKE ENERGY CAROLINAS
147,PP_10258_1,hydro,1851,n_1851,10000.0,1.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.09434511,35.92086673,POINT (-79.09434511000001 35.92086673),1,DUKE ENERGY CAROLINAS
148,PP_10258_2,hydro,1851,n_1851,10000.0,0.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.09434511,35.92086673,POINT (-79.09434511000001 35.92086673),1,DUKE ENERGY CAROLINAS
149,PP_10550_GEN1,hydro,4517,n_4517,10000.0,1.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-81.23349471,35.28143236,POINT (-81.23349471 35.28143236),1,DUKE ENERGY CAROLINAS
150,PP_10787_GEN1,hydro,14003,n_14003,10000.0,1.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.42292368,34.71731276,POINT (-82.42292368 34.71731276),1,DUKE ENERGY CAROLINAS
151,PP_10799_GEN1,hydro,10239,n_10239,10000.0,2.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.43436731,34.6016465,POINT (-82.43436731 34.6016465),1,DUKE ENERGY CAROLINAS
152,PP_10800_GEN1,hydro,10239,n_10239,10000.0,3.3,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.43436731,34.6016465,POINT (-82.43436731 34.6016465),1,DUKE ENERGY CAROLINAS
153,PP_10801_GEN1,hydro,28842,n_28842,10000.0,3.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.27048139,34.30486439,POINT (-82.27048139 34.30486439),1,DUKE ENERGY CAROLINAS
154,PP_10801_GEN2,hydro,28842,n_28842,10000.0,3.2,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.27048139,34.30486439,POINT (-82.27048139 34.30486439),1,DUKE ENERGY CAROLINAS
155,PP_2707_1,hydro,30525,n_30525,10000.0,3.2,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.92057919,34.97191269,POINT (-79.92057919 34.97191269),1,DUKE ENERGY CAROLINAS
156,PP_2707_2,hydro,30525,n_30525,10000.0,3.2,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.92057919,34.97191269,POINT (-79.92057919 34.97191269),1,DUKE ENERGY CAROLINAS
157,PP_2707_3,hydro,30525,n_30525,10000.0,3.2,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.92057919,34.97191269,POINT (-79.92057919 34.97191269),1,DUKE ENERGY CAROLINAS
158,PP_2707_4,hydro,30525,n_30525,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.92057919,34.97191269,POINT (-79.92057919 34.97191269),1,DUKE ENERGY CAROLINAS
159,PP_2707_5,hydro,30525,n_30525,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.92057919,34.97191269,POINT (-79.92057919 34.97191269),1,DUKE ENERGY CAROLINAS
160,PP_2707_6,hydro,30525,n_30525,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.92057919,34.97191269,POINT (-79.92057919 34.97191269),1,DUKE ENERGY CAROLINAS
161,PP_2707_GT1,oil,30525,n_30525,17.5,17.5,,32.0,6.65,2.0,26.0095931,1225,17.5,1,1,-79.92057919,34.97191269,POINT (-79.92057919 34.97191269),1,DUKE ENERGY CAROLINAS
162,PP_2707_GT2,oil,30525,n_30525,17.5,17.5,,48.0,6.65,2.0,39.01438965,1225,17.5,1,1,-79.92057919,34.97191269,POINT (-79.92057919 34.97191269),1,DUKE ENERGY CAROLINAS
163,PP_2707_GT3,oil,30525,n_30525,17.5,17.5,,45.0,6.65,2.0,36.5759903,1225,17.5,1,1,-79.92057919,34.97191269,POINT (-79.92057919 34.97191269),1,DUKE ENERGY CAROLINAS
164,PP_2707_GT4,oil,30525,n_30525,17.5,17.5,,39.0,6.65,2.0,31.69919159,1225,17.5,1,1,-79.92057919,34.97191269,POINT (-79.92057919 34.97191269),1,DUKE ENERGY CAROLINAS
165,PP_2710_HC1,hydro,28601,n_28601,10000.0,2.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.63629355,35.53759139,POINT (-82.63629355 35.53759139),1,DUKE ENERGY CAROLINAS
166,PP_2710_HC2,hydro,28601,n_28601,10000.0,2.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.63629355,35.53759139,POINT (-82.63629355 35.53759139),1,DUKE ENERGY CAROLINAS
171,PP_2715_1,hydro,6024,n_6024,10000.0,36.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-83.10872544,35.26560042,POINT (-83.10872544 35.26560042),1,DUKE ENERGY CAROLINAS
172,PP_2715_2,hydro,6024,n_6024,10000.0,36.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-83.10872544,35.26560042,POINT (-83.10872544 35.26560042),1,DUKE ENERGY CAROLINAS
173,PP_2715_3,hydro,6024,n_6024,10000.0,36.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-83.10872544,35.26560042,POINT (-83.10872544 35.26560042),1,DUKE ENERGY CAROLINAS
174,PP_2719_1,hydro,16289,n_16289,10000.0,13.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-81.83708492,35.74232119,POINT (-81.83708492 35.74232119),1,DUKE ENERGY CAROLINAS
175,PP_2719_2,hydro,16289,n_16289,10000.0,13.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-81.83708492,35.74232119,POINT (-81.83708492 35.74232119),1,DUKE ENERGY CAROLINAS
176,PP_2719_3,hydro,16289,n_16289,10000.0,1.7,,0.0,0.0,0.0,0.0,0,0.0,0,0,-81.83708492,35.74232119,POINT (-81.83708492 35.74232119),1,DUKE ENERGY CAROLINAS
177,PP_2722_1,hydro,6646,n_6646,10000.0,87.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.95210554,35.42941348,POINT (-80.95210554000001 35.42941348),1,DUKE ENERGY CAROLINAS
178,PP_2722_2,hydro,6646,n_6646,10000.0,87.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.95210554,35.42941348,POINT (-80.95210554000001 35.42941348),1,DUKE ENERGY CAROLINAS
179,PP_2722_3,hydro,6646,n_6646,10000.0,87.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.95210554,35.42941348,POINT (-80.95210554000001 35.42941348),1,DUKE ENERGY CAROLINAS
180,PP_2722_4,hydro,6646,n_6646,10000.0,87.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.95210554,35.42941348,POINT (-80.95210554000001 35.42941348),1,DUKE ENERGY CAROLINAS
181,PP_2726_1,hydro,29021,n_29021,10000.0,8.6,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.99241965,35.77184341,POINT (-80.99241965 35.77184341),1,DUKE ENERGY CAROLINAS
182,PP_2726_2,hydro,29021,n_29021,10000.0,8.6,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.99241965,35.77184341,POINT (-80.99241965 35.77184341),1,DUKE ENERGY CAROLINAS
183,PP_2726_3,hydro,29021,n_29021,10000.0,8.6,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.99241965,35.77184341,POINT (-80.99241965 35.77184341),1,DUKE ENERGY CAROLINAS
184,PP_2728_1,hydro,30415,n_30415,10000.0,15.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.9940875,35.33101995,POINT (-80.99408750000001 35.33101995),1,DUKE ENERGY CAROLINAS
185,PP_2728_2,hydro,30415,n_30415,10000.0,15.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.9940875,35.33101995,POINT (-80.99408750000001 35.33101995),1,DUKE ENERGY CAROLINAS
186,PP_2728_3,hydro,30415,n_30415,10000.0,15.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.9940875,35.33101995,POINT (-80.99408750000001 35.33101995),1,DUKE ENERGY CAROLINAS
187,PP_2728_4,hydro,30415,n_30415,10000.0,15.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.9940875,35.33101995,POINT (-80.99408750000001 35.33101995),1,DUKE ENERGY CAROLINAS
188,PP_2729_1,hydro,15622,n_15622,10000.0,18.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-81.33152304,35.76641909,POINT (-81.33152303999999 35.76641909),1,DUKE ENERGY CAROLINAS
189,PP_2729_2,hydro,15622,n_15622,10000.0,18.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-81.33152304,35.76641909,POINT (-81.33152303999999 35.76641909),1,DUKE ENERGY CAROLINAS
190,PP_2730_1,hydro,14194,n_14194,10000.0,8.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-81.43747313,35.77453851,POINT (-81.43747313 35.77453851),1,DUKE ENERGY CAROLINAS
191,PP_2730_2,hydro,14194,n_14194,10000.0,8.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-81.43747313,35.77453851,POINT (-81.43747313 35.77453851),1,DUKE ENERGY CAROLINAS
192,PP_2730_3,hydro,14194,n_14194,10000.0,8.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-81.43747313,35.77453851,POINT (-81.43747313 35.77453851),1,DUKE ENERGY CAROLINAS
193,PP_2735_1,hydro,11731,n_11731,10000.0,2.7,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.44809707,35.310305,POINT (-82.44809707 35.310305),1,DUKE ENERGY CAROLINAS
194,PP_2735_2,hydro,11731,n_11731,10000.0,2.7,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.44809707,35.310305,POINT (-82.44809707 35.310305),1,DUKE ENERGY CAROLINAS
195,PP_2736_1,hydro,11731,n_11731,10000.0,2.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.44809707,35.310305,POINT (-82.44809707 35.310305),1,DUKE ENERGY CAROLINAS
196,PP_2736_2,hydro,11731,n_11731,10000.0,2.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.44809707,35.310305,POINT (-82.44809707 35.310305),1,DUKE ENERGY CAROLINAS
197,PP_2741_1,hydro,6024,n_6024,10000.0,9.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-83.10872544,35.26560042,POINT (-83.10872544 35.26560042),1,DUKE ENERGY CAROLINAS
198,PP_2743_1,hydro,6024,n_6024,10000.0,6.4,,0.0,0.0,0.0,0.0,0,0.0,0,0,-83.10872544,35.26560042,POINT (-83.10872544 35.26560042),1,DUKE ENERGY CAROLINAS
199,PP_2745_1,hydro,13721,n_13721,10000.0,0.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-83.16695226,35.08793304,POINT (-83.16695226 35.08793304),1,DUKE ENERGY CAROLINAS
200,PP_2745_2,hydro,13721,n_13721,10000.0,0.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-83.16695226,35.08793304,POINT (-83.16695226 35.08793304),1,DUKE ENERGY CAROLINAS
204,PP_2747_1,hydro,13721,n_13721,10000.0,43.2,,0.0,0.0,0.0,0.0,0,0.0,0,0,-83.16695226,35.08793304,POINT (-83.16695226 35.08793304),1,DUKE ENERGY CAROLINAS
205,PP_2749_1,hydro,6024,n_6024,10000.0,10.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-83.10872544,35.26560042,POINT (-83.10872544 35.26560042),1,DUKE ENERGY CAROLINAS
206,PP_2750_1,hydro,7798,n_7798,10000.0,21.6,,0.0,0.0,0.0,0.0,0,0.0,0,0,-83.1244527,35.23370215,POINT (-83.12445270000001 35.23370215),1,DUKE ENERGY CAROLINAS
207,PP_2751_1,hydro,7798,n_7798,10000.0,3.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-83.1244527,35.23370215,POINT (-83.12445270000001 35.23370215),1,DUKE ENERGY CAROLINAS
212,PP_2773_1,hydro,15662,n_15662,10000.0,1.2,,0.0,0.0,0.0,0.0,0,0.0,0,0,-81.97187663,35.50981729,POINT (-81.97187663 35.50981729),1,DUKE ENERGY CAROLINAS
213,PP_2773_2,hydro,15662,n_15662,10000.0,2.4,,0.0,0.0,0.0,0.0,0,0.0,0,0,-81.97187663,35.50981729,POINT (-81.97187663 35.50981729),1,DUKE ENERGY CAROLINAS
215,PP_2779_1,hydro,7798,n_7798,10000.0,81.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-83.1244527,35.23370215,POINT (-83.12445270000001 35.23370215),1,DUKE ENERGY CAROLINAS
216,PP_2779_2,hydro,7798,n_7798,10000.0,92.7,,0.0,0.0,0.0,0.0,0,0.0,0,0,-83.1244527,35.23370215,POINT (-83.12445270000001 35.23370215),1,DUKE ENERGY CAROLINAS
217,PP_2779_3,hydro,7798,n_7798,10000.0,81.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-83.1244527,35.23370215,POINT (-83.12445270000001 35.23370215),1,DUKE ENERGY CAROLINAS
220,PP_3253_1,hydro,28842,n_28842,10000.0,0.7,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.27048139,34.30486439,POINT (-82.27048139 34.30486439),1,DUKE ENERGY CAROLINAS
221,PP_3253_2,hydro,28842,n_28842,10000.0,0.7,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.27048139,34.30486439,POINT (-82.27048139 34.30486439),1,DUKE ENERGY CAROLINAS
222,PP_3254_HC1,hydro,30976,n_30976,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-81.99990218,34.3607448,POINT (-81.99990218000001 34.3607448),1,DUKE ENERGY CAROLINAS
223,PP_3254_HC2,hydro,30976,n_30976,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-81.99990218,34.3607448,POINT (-81.99990218000001 34.3607448),1,DUKE ENERGY CAROLINAS
224,PP_3254_HC3,hydro,30976,n_30976,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-81.99990218,34.3607448,POINT (-81.99990218000001 34.3607448),1,DUKE ENERGY CAROLINAS
225,PP_3255_1,hydro,18271,n_18271,10000.0,15.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.88969888,34.55573901,POINT (-80.88969888 34.55573901),1,DUKE ENERGY CAROLINAS
226,PP_3255_2,hydro,18271,n_18271,10000.0,15.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.88969888,34.55573901,POINT (-80.88969888 34.55573901),1,DUKE ENERGY CAROLINAS
227,PP_3255_3,hydro,18271,n_18271,10000.0,15.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.88969888,34.55573901,POINT (-80.88969888 34.55573901),1,DUKE ENERGY CAROLINAS
228,PP_3256_1,hydro,28332,n_28332,10000.0,15.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.89310454,34.55913019,POINT (-80.89310454 34.55913019),1,DUKE ENERGY CAROLINAS
229,PP_3256_2,hydro,28332,n_28332,10000.0,15.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.89310454,34.55913019,POINT (-80.89310454 34.55913019),1,DUKE ENERGY CAROLINAS
230,PP_3256_3,hydro,28332,n_28332,10000.0,15.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.89310454,34.55913019,POINT (-80.89310454 34.55913019),1,DUKE ENERGY CAROLINAS
231,PP_3257_1,hydro,28332,n_28332,10000.0,9.3,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.89310454,34.55913019,POINT (-80.89310454 34.55913019),1,DUKE ENERGY CAROLINAS
232,PP_3257_2,hydro,28332,n_28332,10000.0,8.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.89310454,34.55913019,POINT (-80.89310454 34.55913019),1,DUKE ENERGY CAROLINAS
233,PP_3257_3,hydro,28332,n_28332,10000.0,8.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.89310454,34.55913019,POINT (-80.89310454 34.55913019),1,DUKE ENERGY CAROLINAS
234,PP_3257_4,hydro,28332,n_28332,10000.0,9.4,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.89310454,34.55913019,POINT (-80.89310454 34.55913019),1,DUKE ENERGY CAROLINAS
235,PP_3257_5,hydro,28332,n_28332,10000.0,6.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.89310454,34.55913019,POINT (-80.89310454 34.55913019),1,DUKE ENERGY CAROLINAS
236,PP_3258_3,hydro,4521,n_4521,10000.0,1.4,,0.0,0.0,0.0,0.0,0,0.0,0,0,-81.57428123,35.07629645,POINT (-81.57428123 35.07629645),1,DUKE ENERGY CAROLINAS
237,PP_3258_4,hydro,4521,n_4521,10000.0,1.4,,0.0,0.0,0.0,0.0,0,0.0,0,0,-81.57428123,35.07629645,POINT (-81.57428123 35.07629645),1,DUKE ENERGY CAROLINAS
238,PP_3258_5,hydro,4521,n_4521,10000.0,1.4,,0.0,0.0,0.0,0.0,0,0.0,0,0,-81.57428123,35.07629645,POINT (-81.57428123 35.07629645),1,DUKE ENERGY CAROLINAS
239,PP_3258_6,hydro,4521,n_4521,10000.0,2.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-81.57428123,35.07629645,POINT (-81.57428123 35.07629645),1,DUKE ENERGY CAROLINAS
240,PP_3259_1,hydro,28332,n_28332,10000.0,3.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.89310454,34.55913019,POINT (-80.89310454 34.55913019),1,DUKE ENERGY CAROLINAS
241,PP_3259_2,hydro,28332,n_28332,10000.0,3.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.89310454,34.55913019,POINT (-80.89310454 34.55913019),1,DUKE ENERGY CAROLINAS
242,PP_3259_5,hydro,28332,n_28332,10000.0,3.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.89310454,34.55913019,POINT (-80.89310454 34.55913019),1,DUKE ENERGY CAROLINAS
243,PP_3259_6,hydro,28332,n_28332,10000.0,3.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.89310454,34.55913019,POINT (-80.89310454 34.55913019),1,DUKE ENERGY CAROLINAS
244,PP_3261_1,hydro,10239,n_10239,10000.0,1.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.43436731,34.6016465,POINT (-82.43436731 34.6016465),1,DUKE ENERGY CAROLINAS
245,PP_3261_2,hydro,10239,n_10239,10000.0,1.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.43436731,34.6016465,POINT (-82.43436731 34.6016465),1,DUKE ENERGY CAROLINAS
246,PP_3261_3,hydro,10239,n_10239,10000.0,1.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.43436731,34.6016465,POINT (-82.43436731 34.6016465),1,DUKE ENERGY CAROLINAS
247,PP_3261_4,hydro,10239,n_10239,10000.0,1.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.43436731,34.6016465,POINT (-82.43436731 34.6016465),1,DUKE ENERGY CAROLINAS
248,PP_3262_1,hydro,275,n_275,10000.0,193.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.91004879,34.95800534,POINT (-82.91004879 34.95800534),1,DUKE ENERGY CAROLINAS
249,PP_3262_2,hydro,275,n_275,10000.0,193.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.91004879,34.95800534,POINT (-82.91004879 34.95800534),1,DUKE ENERGY CAROLINAS
250,PP_3262_3,hydro,275,n_275,10000.0,193.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-82.91004879,34.95800534,POINT (-82.91004879 34.95800534),1,DUKE ENERGY CAROLINAS
