,Plant_id,Plant nameplate capacity (MW),Plant primary fuel category,Long,Lat,geometry,Color,Balancing Authority Code,index_right,BA_ID,nearest_node,distance_to_nearest_node
6888,PP_61019,5.0,SOLAR,-79.449675,35.747372,POINT (-79.449675 35.747372),yellow,CPLE,600,Overlapping,n_23848,0.009670145096828559
6889,PP_64121,4.9,SOLAR,-79.465408,35.688107,POINT (-79.465408 35.688107),yellow,CPLE,600,Overlapping,n_6696,0.05511521198209519
6891,PP_65567,5.0,SOLAR,-79.558408,34.775083,POINT (-79.558408 34.775083),yellow,CPLE,362,CPLE,n_9881,0.03704559237592979
6892,PP_54823,28.5,OIL,-78.807292,34.74625,POINT (-78.807292 34.74625),darkviolet,CPLE,656,CPLE,n_7092,0.0007535267061627928
6893,PP_56035,2.8,OIL,-77.91919,35.694344,POINT (-77.91919 35.694344),darkviolet,CPLE,756,CPLE,n_6892,0.09416469757627623
6894,PP_58575,9.2,OIL,-77.659167,35.268333,POINT (-77.659167 35.268333),darkviolet,CPLE,105,CPLE,n_23782,0.04623488317349
6895,PP_65551,5.0,SOLAR,-79.465814,34.79217,POINT (-79.465814 34.79217),yellow,CPLE,360,CPLE,n_29001,0.027749409074039416
6896,PP_60367,5.2,SOLAR,-79.42346,35.86267,POINT (-79.42346 35.86267),yellow,CPLE,143,DUK,n_23848,0.12073989706983171
6897,PP_59106,2.0,SOLAR,-77.649444,35.444167,POINT (-77.649444 35.444167),yellow,CPLE,798,CPLE,n_28953,0.17281029482453797
6898,PP_59857,5.0,SOLAR,-77.762458,36.052801,POINT (-77.762458 36.052801),yellow,PJM,700,CPLE,n_6655,0.0006794836517568471
6900,PP_64237,4.9,SOLAR,-78.08459,35.184704,POINT (-78.08459 35.184704),yellow,CPLE,803,CPLE,n_9876,0.024959082734268414
6902,PP_59191,5.0,SOLAR,-78.386944,35.243056,POINT (-78.386944 35.243056),yellow,CPLE,855,CPLE,n_23790,0.0167955640455531
6903,PP_59192,5.0,SOLAR,-78.689167,34.500008,POINT (-78.689167 34.500008),yellow,CPLE,652,CPLE,n_9820,0.09662465676118613
6904,PP_60580,5.0,SOLAR,-78.673331,35.219272,POINT (-78.673331 35.219272),yellow,CPLE,755,CPLE,n_6902,0.11671665366692102
6905,PP_59934,3.4,SOLAR,-78.669479,35.21871,POINT (-78.669479 35.21871),yellow,SEPA,755,CPLE,n_6902,0.11677330965166069
6906,PP_58782,5.0,SOLAR,-77.833611,35.437222,POINT (-77.833611 35.437222),yellow,DUK,239,CPLE,n_23600,0.22674955538287161
6907,PP_58829,5.0,SOLAR,-81.183611,35.656667,POINT (-81.183611 35.656667),yellow,DUK,714,DUK,n_15632,0.05742737410921604
6908,PP_58745,4.5,SOLAR,-81.696944,35.305,POINT (-81.696944 35.305),yellow,DUK,268,DUK,n_6684,0.09265256296722976
6909,PP_59606,3.5,SOLAR,-78.25,36.25,POINT (-78.25 36.25),yellow,CPLE,418,CPLE,n_9859,0.1453998729794542
6910,PP_60798,1.6,SOLAR,-77.975668,34.290189,POINT (-77.975668 34.290189),yellow,DUK,103,CPLE,n_28666,0.01144344958022315
6911,PP_59825,5.0,WIND,-78.308,36.057,POINT (-78.308 36.057),darkcyan,CPLE,775,CPLE,n_6699,0.2387699764509151
6912,PP_58273,5.0,SOLAR,-79.28097,34.561146,POINT (-79.28097 34.561146),yellow,CPLE,879,CPLE,n_9849,0.01353193603679238
6913,PP_60409,5.2,SOLAR,-80.302,36.0288,POINT (-80.302 36.0288),yellow,DUK,553,DUK,n_6964,0.009527440704676319
6914,PP_60553,5.0,SOLAR,-78.367806,36.265611,POINT (-78.367806 36.265611),yellow,CPLE,444,CPLE,n_9859,0.028575754144418045
6915,PP_62821,22.6,SOLAR,-80.536,35.218,POINT (-80.536 35.218),yellow,DUK,88,DUK,n_15775,0.013887032787178469
6916,PP_61220,5.0,SOLAR,-80.407853,35.712886,POINT (-80.407853 35.712886),yellow,DUK,808,DUK,n_6685,0.0324607425719963
6917,PP_59109,5.0,SOLAR,-79.701667,35.3025,POINT (-79.701667 35.3025),yellow,CPLE,615,CPLE,n_14626,0.10263724842874676
6918,PP_62997,5.0,SOLAR,-78.192464,35.905578,POINT (-78.192464 35.905578),yellow,CPLE,706,CPLE,n_12414,0.14647511304529479
6919,PP_59593,5.0,SOLAR,-78.415278,36.371111,POINT (-78.415278 36.371111),yellow,CPLE,234,CPLE,n_28766,0.06272100934212771
6920,PP_60396,4.9,SOLAR,-78.9836,34.7716,POINT (-78.9836 34.7716),yellow,DUK,212,CPLE,n_15226,0.1424153390390265
6921,PP_61156,5.0,SOLAR,-78.981,34.7691,POINT (-78.981 34.7691),yellow,DUK,212,CPLE,n_15226,0.14580981095111842
6922,PP_59604,5.0,SOLAR,-78.459722,36.414722,POINT (-78.459722 36.414722),yellow,DUK,249,CPLE,n_18866,0.09711472420041913
6923,PP_60257,5.0,SOLAR,-78.328294,36.395286,POINT (-78.328294 36.395286),yellow,DUK,235,CPLE,n_28766,0.1288875323659948
6924,PP_58746,5.0,SOLAR,-78.823889,36.08,POINT (-78.823889 36.08),yellow,DUK,117,Overlapping,n_1517,0.01967640099933229
6925,PP_62602,5.0,SOLAR,-78.350802,35.015398,POINT (-78.350802 35.015398),yellow,CPLW,478,CPLE,n_13956,0.008935723297476196
6926,PP_56552,2.2,OIL,-80.8542,35.7972,POINT (-80.8542 35.7972),darkviolet,DUK,789,DUK,n_10017,0.13601455016956546
6927,PP_61535,5.0,SOLAR,-80.712405,35.739704,POINT (-80.712405 35.739704),yellow,DUK,769,DUK,n_4473,0.11270240947720128
6928,PP_56062,1.8,OIL,-80.942709,35.798462,POINT (-80.942709 35.798462),darkviolet,DUK,789,DUK,n_10017,0.049967833232302444
6929,PP_59595,5.0,SOLAR,-81.106111,35.902222,POINT (-81.106111 35.902222),yellow,DUK,490,DUK,n_10017,0.1692430135084144
6930,PP_61085,5.0,SOLAR,-79.031836,34.583119,POINT (-79.031836 34.583119),yellow,CPLE,215,CPLE,n_9851,0.018697450995847607
6931,PP_59581,5.0,SOLAR,-79.199722,36.079167,POINT (-79.199722 36.079167),yellow,DUK,173,Overlapping,n_1850,0.1670743056138559
6932,PP_63270,5.0,SOLAR,-79.79,35.6,POINT (-79.79 35.6),yellow,DUK,781,Overlapping,n_6692,0.12866442003774842
6934,PP_63807,60.0,SOLAR,-80.6574,36.1607,POINT (-80.6574 36.1607),yellow,DUK,54,DUK,n_6974,0.018510381106877374
6936,PP_59505,5.0,SOLAR,-77.9703,36.432,POINT (-77.9703 36.432),yellow,CPLE,506,CPLE,n_6403,0.0406138684398459
6939,PP_64311,4.0,SOLAR,-77.75,36.06,POINT (-77.75 36.06),yellow,PJM,700,CPLE,n_6655,0.014919807865154013
6940,PP_64477,2.4,SOLAR,-77.969554,35.504069,POINT (-77.969554 35.504069),yellow,CPLE,811,CPLE,n_6907,0.15568217768584827
6941,PP_56938,1.2,SOLAR,-77.9814,34.2867,POINT (-77.9814 34.2867),yellow,CPLE,103,CPLE,n_28666,0.00498772126479069
6942,PP_59898,3.0,SOLAR,-77.409085,36.124961,POINT (-77.409085 36.124961),yellow,PJM,460,CPLE,n_18697,0.14981668985437993
6943,PP_58864,5.0,SOLAR,-78.735833,35.558056,POINT (-78.735833 35.558056),yellow,CPLE,190,Overlapping,n_22592,0.03650059918982134
6944,PP_60638,16.0,SOLAR,-77.593,36.395,POINT (-77.593 36.395),yellow,PJM,3,CPLE,n_22427,0.03623031276420518
6945,PP_64476,4.9,SOLAR,-77.21041,34.810913,POINT (-77.21041 34.810913),yellow,CPLE,319,CPLE,n_9454,0.014424430082333675
6946,PP_64273,4.5,SOLAR,-77.133295,35.160889,POINT (-77.133295 35.160889),yellow,CPLE,271,CPLE,n_9867,0.02029593337963061
6947,PP_59824,5.0,SOLAR,-79.181111,35.458333,POINT (-79.181111 35.458333),yellow,CPLE,625,CPLE,n_9995,0.0043885228982050665
6948,PP_60394,5.0,SOLAR,-78.421185,34.745617,POINT (-78.421185 34.745617),yellow,DUK,659,CPLE,n_28719,0.013181794596535273
6949,PP_60691,5.0,SOLAR,-79.784627,35.7527,POINT (-79.784627 35.7527),yellow,CPLE,906,Overlapping,n_18710,0.025964784327011128
6950,PP_59648,5.0,SOLAR,-77.499167,35.858056,POINT (-77.499167 35.858056),yellow,PJM,685,CPLE,n_6677,0.05169476111775195
6951,PP_59583,5.0,SOLAR,-78.681111,35.204444,POINT (-78.681111 35.204444),yellow,CPLE,755,CPLE,n_6902,0.13263933953545798
6952,PP_60160,5.0,SOLAR,-78.029612,36.066109,POINT (-78.029612 36.066109),yellow,CPLE,691,CPLE,n_9858,0.01530793937518199
6953,PP_57402,1.2,SOLAR,-81.152498,35.909074,POINT (-81.152498 35.909074),yellow,DUK,905,DUK,n_10017,0.20825957797716363
6954,PP_2749,10.8,HYDRO,-83.0028,35.2139,POINT (-83.0028 35.2139),royalblue,DUK,519,Overlapping,n_6024,0.11786913195307369
6955,PP_62786,2.0,SOLAR,-78.327,35.701,POINT (-78.327 35.701),yellow,CPLE,380,CPLE,n_6893,0.039888006238578265
6956,PP_59152,5.0,SOLAR,-77.661667,35.395833,POINT (-77.661667 35.395833),yellow,DUK,798,CPLE,n_9873,0.1577612786915613
6957,PP_2750,21.6,HYDRO,-83.125398,35.233988,POINT (-83.125398 35.233988),royalblue,DUK,521,Overlapping,n_7798,0.0009875739529243257
6958,PP_62540,2.0,SOLAR,-79.2001,34.6705,POINT (-79.2001 34.6705),yellow,CPLE,877,CPLE,n_23777,0.06378089519936125
6959,PP_65111,2.6,SOLAR,-79.78992,35.75101,POINT (-79.78992 35.75101),yellow,CPLE,906,Overlapping,n_18710,0.030247606273686226
6960,PP_59217,5.0,SOLAR,-80.416944,35.903333,POINT (-80.416944 35.903333),yellow,DUK,81,DUK,n_6977,0.08001354143952125
6961,PP_60429,3.7,SOLAR,-78.298796,36.06936,POINT (-78.298796 36.06936),yellow,CPLE,775,CPLE,n_9859,0.2309287187887226
6962,PP_2714,84.0,HYDRO,-80.06483,35.206741,POINT (-80.06483 35.206741),royalblue,CPLE,680,CPLE,n_15691,0.0026898022710479187
6963,PP_65550,4.8,SOLAR,-79.136921,35.688268,POINT (-79.136921 35.688268),yellow,CPLE,570,Overlapping,n_23847,0.017890373139760652
6964,PP_61131,3.0,SOLAR,-77.615869,35.829572,POINT (-77.615869 35.829572),yellow,PJM,139,CPLE,n_6663,0.07964902827354851
6965,PP_59377,1.5,SOLAR,-77.969722,34.823889,POINT (-77.969722 34.823889),yellow,CPLE,57,CPLE,n_9869,0.005848004678460792
6966,PP_59498,10.0,SOLAR,-78.1398,35.7998,POINT (-78.1398 35.7998),yellow,DUK,760,CPLE,n_6890,0.1479297206200673
6967,PP_65549,5.0,SOLAR,-77.186594,35.059582,POINT (-77.186594 35.059582),yellow,CPLE,313,CPLE,n_23599,0.017808816560400467
6968,PP_63842,78.7,SOLAR,-77.2514,34.9915,POINT (-77.2514 34.9915),yellow,CPLE,313,CPLE,n_9479,0.07741615058430973
6969,PP_60291,5.0,SOLAR,-79.9282,35.87025,POINT (-79.9282 35.87025),yellow,DUK,412,Overlapping,n_7031,0.11761288628890228
6970,PP_61086,5.0,SOLAR,-80.774867,35.734972,POINT (-80.774867 35.734972),yellow,DUK,893,DUK,n_9412,0.1340949426723807
6971,PP_64366,5.0,SOLAR,-78.20425,34.312472,POINT (-78.20425 34.312472),yellow,CPLE,586,CPLE,n_30413,0.02363795729842132
6972,PP_65548,5.0,SOLAR,-78.326891,35.713283,POINT (-78.326891 35.713283),yellow,CPLE,380,CPLE,n_6893,0.044141867556645016
6973,PP_2751,3.0,HYDRO,-83.128111,35.247011,POINT (-83.128111 35.247011),royalblue,DUK,521,Overlapping,n_7798,0.013802486993745767
6974,PP_54897,42.0,HYDRO,-80.1758,35.4856,POINT (-80.1758 35.4856),royalblue,YAD,677,CPLE,n_15692,0.09874167383820273
6975,PP_58670,5.0,SOLAR,-79.104444,34.524444,POINT (-79.104444 34.524444),yellow,DUK,837,CPLE,n_23776,0.058815979764578474
6977,PP_2735,5.4,HYDRO,-82.186369,35.334767,POINT (-82.186369 35.334767),royalblue,DUK,274,DUK,n_11731,0.2628687354363901
6978,PP_2736,5.0,HYDRO,-82.389371,35.245006,POINT (-82.389371 35.245006),royalblue,DUK,152,Overlapping,n_11731,0.08782203993671515
6979,PP_60048,4.5,SOLAR,-77.105614,35.501688,POINT (-77.105614 35.501688),yellow,DUK,568,CPLE,n_9868,0.030322755116049906
6980,PP_60191,4.0,SOLAR,-77.13432,35.154273,POINT (-77.13432 35.154273),yellow,DUK,271,CPLE,n_9480,0.01682277246830408
6981,PP_58348,5.0,SOLAR,-81.326667,35.629167,POINT (-81.326667 35.629167),yellow,DUK,716,DUK,n_30412,0.004821778706583321
6985,PP_54276,32.0,COAL,-79.0617,35.9069,POINT (-79.0617 35.9069),grey,DUK,497,Overlapping,n_4169,0.0006930975395252348
6986,PP_58812,5.0,SOLAR,-77.883889,35.781944,POINT (-77.883889 35.781944),yellow,CPLE,756,CPLE,n_28954,0.021795097186029157
6987,PP_58526,9.6,BIOMASS,-79.964939,35.332974,POINT (-79.964939 35.332974),forestgreen,CPLE,682,CPLE,n_15690,0.03408614763449481
6988,PP_64674,2.0,SOLAR,-78.527499,34.984045,POINT (-78.527499 34.984045),yellow,CPLE,858,CPLE,n_13956,0.1860474466312607
6989,PP_59761,5.0,SOLAR,-77.880517,35.776992,POINT (-77.880517 35.776992),yellow,CPLE,756,CPLE,n_28954,0.018786845744522912
6990,PP_59928,5.0,SOLAR,-78.411966,36.258478,POINT (-78.411966 36.258478),yellow,DUK,444,CPLE,n_9859,0.02968518624100284
6992,PP_63734,5.0,SOLAR,-81.177116,35.878809,POINT (-81.177116 35.878809),yellow,DUK,905,DUK,n_15622,0.19097912417687873
6993,PP_59190,2.0,SOLAR,-79.080278,35.823333,POINT (-79.080278 35.823333),yellow,CPLE,601,Overlapping,n_10015,0.008970099033706352
6994,PP_59605,5.0,SOLAR,-78.343056,36.325,POINT (-78.343056 36.325),yellow,CPLE,23,CPLE,n_9859,0.06620606623113962
6995,PP_60961,5.0,SOLAR,-80.4185,35.401091,POINT (-80.4185 35.401091),yellow,DUK,87,DUK,n_15777,0.1500532030667023
6996,PP_60920,2.0,SOLAR,-78.962159,34.934886,POINT (-78.962159 34.934886),yellow,CPLE,534,CPLE,n_23793,0.037489666280100455
6997,PP_2716,163.0,OIL,-78.97552,34.587538,POINT (-78.97552 34.587538),darkviolet,CPLE,880,CPLE,n_28662,0.001388419505947344
6998,PP_58863,5.0,SOLAR,-81.426111,35.352222,POINT (-81.426111 35.352222),yellow,DUK,268,DUK,n_4496,0.15114164338792946
6999,PP_62627,2.2,SOLAR,-80.122015,35.102174,POINT (-80.122015 35.102174),yellow,CPLE,556,Overlapping,n_10051,0.043497257644354394
7000,PP_61087,5.0,SOLAR,-80.09732,34.99115,POINT (-80.09732 34.99115),yellow,CPLE,505,Overlapping,n_10052,0.012309276588178843
7001,PP_60575,5.0,SOLAR,-80.093192,35.023406,POINT (-80.093192 35.023406),yellow,CPLE,505,Overlapping,n_10052,0.03240080171175501
7002,PP_60576,5.0,SOLAR,-80.051028,34.969356,POINT (-80.051028 34.969356),yellow,CPLE,505,Overlapping,n_10052,0.040889016524304565
7003,PP_61129,5.0,SOLAR,-80.028987,34.973863,POINT (-80.028987 34.973863),yellow,CPLE,505,Overlapping,n_10052,0.058931868869950006
7004,PP_58862,5.0,SOLAR,-78.956739,36.458658,POINT (-78.956739 36.458658),yellow,CPLE,525,CPLE,n_22541,0.019872972413238592
7005,PP_59688,9.0,BIOMASS,-78.854,35.674,POINT (-78.854 35.674),forestgreen,CPLE,182,Overlapping,n_28771,0.03997494269625549
7006,PP_61536,5.0,SOLAR,-78.312403,35.814236,POINT (-78.312403 35.814236),yellow,CPLE,185,Overlapping,n_12414,0.030617572458156536
7007,PP_59050,2.0,SOLAR,-77.97173,34.75813,POINT (-77.97173 34.75813),yellow,DUK,57,CPLE,n_9419,0.03481845191733158
7008,PP_2715,108.0,HYDRO,-83.0503,35.6946,POINT (-83.0503 35.6946),royalblue,CPLE,817,CPLW,n_6024,0.4329597806718002
7009,PP_59603,5.0,SOLAR,-79.048889,34.496944,POINT (-79.048889 34.496944),yellow,CPLE,248,CPLE,n_9851,0.06917826760509917
7010,PP_60393,4.0,SOLAR,-81.623934,35.318824,POINT (-81.623934 35.318824),yellow,DUK,268,DUK,n_4496,0.10045864564589915
7011,PP_57607,2.0,OIL,-79.9708,35.9678,POINT (-79.9708 35.9678),darkviolet,DUK,834,DUK,n_7041,0.06630508591740691
7012,PP_62223,5.0,SOLAR,-78.369,35.252,POINT (-78.369 35.252),yellow,CPLE,855,CPLE,n_28999,0.0008116875520243765
7013,PP_58312,4.0,SOLAR,-78.171111,36.415,POINT (-78.171111 36.415),yellow,CPLE,633,CPLE,n_16911,0.07382563292001476
7014,PP_62100,4.9,SOLAR,-78.178,36.412,POINT (-78.178 36.412),yellow,CPLE,633,CPLE,n_16911,0.0745156956574961
7015,PP_58848,65.0,SOLAR,-78.125833,35.005556,POINT (-78.125833 35.005556),yellow,CPLE,672,CPLE,n_23789,0.024835357382796804
7016,PP_59119,2.0,SOLAR,-78.11,35.01,POINT (-78.11 35.01),yellow,DUK,672,CPLE,n_9870,0.018732938891288062
7017,PP_59120,2.0,SOLAR,-78.05,35.01,POINT (-78.05 35.01),yellow,DUK,672,CPLE,n_9870,0.041328065518552747
7018,PP_58845,5.0,SOLAR,-77.053611,35.565278,POINT (-77.053611 35.565278),yellow,CPLE,574,CPLE,n_9868,0.11192200774864576
7019,PP_58846,5.0,SOLAR,-76.833611,35.499444,POINT (-76.833611 35.499444),yellow,CPLE,572,CPLE,n_9862,0.1365580092295405
7020,PP_58135,12.4,SOLAR,-76.8484,35.5052,POINT (-76.8484 35.5052),yellow,CPLE,572,CPLE,n_9862,0.14797304071943548
7021,PP_57169,2.4,BIOMASS,-80.040555,36.193611,POINT (-80.040555 36.193611),forestgreen,DUK,546,DUK,n_6682,0.08854383228041485
7022,PP_55534,1.8,OIL,-81.7278,35.737748,POINT (-81.7278 35.737748),darkviolet,DUK,695,DUK,n_14783,0.007367714146177135
7023,PP_59153,20.0,SOLAR,-77.721389,36.129722,POINT (-77.721389 36.129722),yellow,PJM,751,CPLE,n_6404,0.017444418739449248
7024,PP_58317,5.0,SOLAR,-79.335278,34.726944,POINT (-79.335278 34.726944),yellow,CPLE,876,CPLE,n_9852,0.06520048906045364
7025,PP_60602,5.0,SOLAR,-78.019026,35.221083,POINT (-78.019026 35.221083),yellow,DUK,222,CPLE,n_9488,0.04063834796746746
7026,PP_60598,5.0,SOLAR,-78.07948,35.31556,POINT (-78.07948 35.31556),yellow,DUK,803,CPLE,n_31010,0.021603735644502974
7027,PP_60597,5.0,SOLAR,-77.871225,35.324377,POINT (-77.871225 35.324377),yellow,DUK,220,CPLE,n_23600,0.13576144658073205
7028,PP_65547,5.0,SOLAR,-77.919201,35.416191,POINT (-77.919201 35.416191),yellow,CPLE,239,CPLE,n_23600,0.15527436924905172
7029,PP_59584,5.0,SOLAR,-78.291129,35.511698,POINT (-78.291129 35.511698),yellow,DUK,416,CPLE,n_340,0.012518065703413076
7030,PP_62595,5.0,SOLAR,-78.354999,35.734581,POINT (-78.354999 35.734581),yellow,CPLE,380,CPLE,n_22589,0.04289392314560935
7031,PP_59111,5.0,SOLAR,-80.523611,35.668333,POINT (-80.523611 35.668333),yellow,DUK,771,DUK,n_4473,0.09462975438170966
7032,PP_59112,5.0,SOLAR,-79.503747,35.720841,POINT (-79.503747 35.720841),yellow,CPLE,600,Overlapping,n_6696,0.06608626929168293
7033,PP_50254,28.3,BIOMASS,-77.6414,36.4769,POINT (-77.6414 36.4769),forestgreen,PJM,2,CPLE,n_20980,0.001525525810991485
7034,PP_57608,1.8,OIL,-80.1106,35.9403,POINT (-80.1106 35.9403),darkviolet,DUK,29,DUK,n_7041,0.12424510801844675
7035,PP_50188,38.1,BIOMASS,-77.1144,35.212,POINT (-77.1144 35.212),forestgreen,CPLE,723,CPLE,n_9867,0.05836455136717041
7036,PP_59526,12.0,SOLAR,-77.734444,36.127222,POINT (-77.734444 36.127222),yellow,PJM,751,CPLE,n_6404,0.012349806899599957
7037,PP_60438,3.4,SOLAR,-77.725147,36.115542,POINT (-77.725147 36.115542),yellow,PJM,751,CPLE,n_6404,0.006065955739796524
7038,PP_58341,5.0,SOLAR,-79.188297,35.907144,POINT (-79.188297 35.907144),yellow,DUK,171,Overlapping,n_1851,0.09494878068319183
7040,PP_60364,5.0,BIOMASS,-79.723622,36.10447,POINT (-79.723622 36.10447),forestgreen,DUK,162,DUK,n_7026,0.05389943891113903
7041,PP_62544,80.6,SOLAR,-76.763849,35.596814,POINT (-76.763849 35.596814),yellow,PJM,256,CPLE,n_10123,0.16646789989964686
7042,PP_60287,5.0,SOLAR,-77.9697,34.70249,POINT (-77.9697 34.70249),yellow,CPLE,179,CPLE,n_9418,0.02301066664095511
7046,PP_58342,5.0,SOLAR,-77.873611,35.803611,POINT (-77.873611 35.803611),yellow,CPLE,758,CPLE,n_28954,0.025527274785380798
7047,PP_61274,3.4,SOLAR,-77.9,35.7,POINT (-77.9 35.7),yellow,CPLE,756,CPLE,n_28954,0.08925058886701313
7048,PP_61275,5.0,SOLAR,-78.016,35.683,POINT (-78.016 35.683),yellow,CPLE,757,CPLE,n_6892,0.06631097981807284
7049,PP_61276,10.0,SOLAR,-78,35.78,POINT (-78 35.78),yellow,CPLE,33,CPLE,n_6890,0.00858970841963373
7050,PP_61277,10.0,SOLAR,-78,35.7,POINT (-78 35.7),yellow,CPLE,32,CPLE,n_6892,0.046739500900546994
7051,PP_61278,10.0,SOLAR,-77.87,35.68,POINT (-77.87 35.68),yellow,CPLE,756,CPLE,n_28954,0.10112193635956843
7052,PP_61279,10.0,SOLAR,-77.87,35.68,POINT (-77.87 35.68),yellow,CPLE,756,CPLE,n_28954,0.10112193635956843
7053,PP_61280,10.0,SOLAR,-78,35.75,POINT (-78 35.75),yellow,CPLE,32,CPLE,n_6892,0.0041768342596428054
7058,PP_59586,5.0,SOLAR,-77.853611,35.058333,POINT (-77.853611 35.058333),yellow,CPLE,673,CPLE,n_16404,0.011165360482565076
7060,PP_62304,6.0,SOLAR,-80.608449,35.724427,POINT (-80.608449 35.724427),yellow,CPLE,429,DUK,n_4473,0.007644719928428142
7061,PP_63272,2.0,SOLAR,-78.95,36.464,POINT (-78.95 36.464),yellow,DUK,525,CPLE,n_22541,0.025206230319054872
7062,PP_58046,3.0,OIL,-80.277778,35.755,POINT (-80.277778 35.755),darkviolet,DUK,27,DUK,n_15641,0.016111120811453196
7063,PP_60361,5.0,SOLAR,-78.376344,36.352489,POINT (-78.376344 36.352489),yellow,DUK,234,CPLE,n_28766,0.06454386206119854
7064,PP_64822,2.0,SOLAR,-77.503222,35.21377,POINT (-77.503222 35.21377),yellow,CPLE,311,CPLE,n_23782,0.15916262792881633
7065,PP_59146,3.0,SOLAR,-78.873333,35.911667,POINT (-78.873333 35.911667),yellow,DUK,76,Overlapping,n_1500,0.024282094751438593
7066,PP_59587,3.0,SOLAR,-80.697222,36.199167,POINT (-80.697222 36.199167),yellow,DUK,55,DUK,n_6978,0.007868781894285385
7067,PP_59950,3.5,SOLAR,-80.596009,36.13727,POINT (-80.596009 36.13727),yellow,DUK,54,DUK,n_18870,0.031152492904027117
7068,PP_58343,5.0,SOLAR,-79.278889,36.439444,POINT (-79.278889 36.439444),yellow,CPLE,16,Overlapping,n_10058,0.05128026239088675
7069,PP_59113,5.0,SOLAR,-79.316944,36.413889,POINT (-79.316944 36.413889),yellow,CPLE,16,Overlapping,n_10058,0.006300783743189725
7070,PP_60240,4.9,SOLAR,-79.348886,36.428608,POINT (-79.348886 36.428608),yellow,DUK,16,Overlapping,n_10058,0.03582060252812432
7071,PP_60107,2.0,SOLAR,-81.333702,35.222208,POINT (-81.333702 35.222208),yellow,DUK,268,DUK,n_29803,0.09928844160431417
7072,PP_64367,3.0,SOLAR,-79.437885,36.510939,POINT (-79.437885 36.510939),yellow,DUK,518,Overlapping,n_28635,0.0956065683042972
7073,PP_60980,5.0,SOLAR,-79.2,34.8,POINT (-79.2 34.8),yellow,CPLE,210,CPLE,n_15226,0.0909874345258774
7074,PP_61257,4.9,SOLAR,-79.2,34.816,POINT (-79.2 34.816),yellow,CPLE,210,CPLE,n_15226,0.0871746070917478
7075,PP_60549,5.0,SOLAR,-79.200218,34.816182,POINT (-79.200218 34.816182),yellow,DUK,210,CPLE,n_15226,0.08736272495567772
9557,PP_61935,2.0,SOLAR,-80.081493,34.3368,POINT (-80.081493 34.3368),yellow,CPLE,1110,CPLE,n_18283,0.07122537033528725
9558,PP_3272,12.0,HYDRO,-81.4936,35.0314,POINT (-81.4936 35.0314),royalblue,DUK,918,DUK,n_18262,0.05684650541472108
9559,PP_61936,2.0,SOLAR,-80.240292,33.678358,POINT (-80.240292 33.678358),yellow,CPLE,1064,CPLE,n_9930,0.08747831379871104
9560,PP_61937,1.0,SOLAR,-82.525795,34.722882,POINT (-82.525795 34.722882),yellow,DUK,929,DUK,n_14593,0.08732213804264818
9561,PP_64682,2.0,SOLAR,-82.528284,34.695185,POINT (-82.528284 34.695185),yellow,DUK,929,DUK,n_28295,0.08558865270775008
9562,PP_63243,2.0,SOLAR,-82.0421,34.99647,POINT (-82.0421 34.99647),yellow,DUK,977,DUK,n_14031,0.10987765745126035
9564,PP_64409,2.0,SOLAR,-82.676137,34.493707,POINT (-82.676137 34.493707),yellow,DUK,928,DUK,n_28298,0.006887785523559641
9565,PP_56121,3.2,BIOMASS,-82.4621,34.5739,POINT (-82.4621 34.5739),forestgreen,DUK,926,DUK,n_10239,0.03922971267912222
9566,PP_61960,2.0,SOLAR,-81.808469,35.030303,POINT (-81.808469 35.030303),yellow,DUK,968,DUK,n_4536,0.09113204824401144
9567,PP_63242,2.0,SOLAR,-82.0421,34.99647,POINT (-82.0421 34.99647),yellow,DUK,977,DUK,n_14031,0.10987765745126035
9568,PP_63720,2.0,SOLAR,-82.13,34.124,POINT (-82.13 34.124),yellow,DUK,1071,DUK,n_28842,0.2290129876369555
9569,PP_7125,1488.0,HYDRO,-82.9975,35.0075,POINT (-82.9975 35.0075),royalblue,DUK,1013,DUK,n_7797,0.009455865847662568
9570,PP_63759,2.0,SOLAR,-82.112843,35.04354,POINT (-82.112843 35.04354),yellow,DUK,977,DUK,n_14031,0.09600836198205764
9571,PP_61938,2.0,SOLAR,-79.93713,33.953775,POINT (-79.93713 33.953775),yellow,CPLE,985,CPLE,n_10045,0.028533630698991005
9573,PP_62395,1.6,SOLAR,-78.917988,33.667675,POINT (-78.917988 33.667675),yellow,SC,1026,CPLE,n_998,0.10743339080727297
9575,PP_64472,2.0,SOLAR,-82.328691,34.639249,POINT (-82.328691 34.639249),yellow,DUK,1000,DUK,n_14577,0.06754861736371545
9576,PP_61939,2.0,SOLAR,-79.755961,33.900481,POINT (-79.755961 33.900481),yellow,CPLE,982,CPLE,n_9426,0.03906630819989952
9579,PP_61940,2.0,SOLAR,-80.336613,33.610454,POINT (-80.336613 33.610454),yellow,CPLE,1065,CPLE,n_9948,0.024174225378152368
9580,PP_63833,3.0,SOLAR,-82.739217,34.599083,POINT (-82.739217 34.599083),yellow,DUK,927,DUK,n_28303,0.0029627360517820497
9581,PP_58173,11.0,BIOMASS,-82.178333,34.894167,POINT (-82.178333 34.894167),forestgreen,DUK,976,DUK,n_14030,0.035184593897074574
9582,PP_61941,2.0,SOLAR,-80.362997,33.617189,POINT (-80.362997 33.617189),yellow,CPLE,1065,CPLE,n_9948,0.0035718199441818733
