,Plant_id,Plant nameplate capacity (MW),Plant primary fuel category,Long,Lat,geometry,Color,Balancing Authority Code,index_right,BA_ID,nearest_node,distance_to_nearest_node
6233,PP_63444,5.0,SOLAR,-80.843419,36.283819,POINT (-80.843419 36.283819),yellow,DUK,468,DUK,n_15664,0.00717782982993916
6234,PP_63447,4.9,SOLAR,-80.552473,36.21669,POINT (-80.552473 36.21669),yellow,DUK,51,DUK,n_18870,0.11062039657302969
6235,PP_63445,4.9,SOLAR,-80.656114,36.14749,POINT (-80.656114 36.14749),yellow,DUK,54,DUK,n_6974,0.006223268864672273
6236,PP_62660,5.0,SOLAR,-79.126319,35.427308,POINT (-79.126319 35.427308),yellow,CPLE,622,CPLE,n_10009,0.040184012831855555
6237,PP_64478,4.9,SOLAR,-77.498759,34.78471,POINT (-77.498759 34.78471),yellow,CPLE,712,CPLE,n_9838,0.014913732249631748
6238,PP_63448,4.9,SOLAR,-80.835488,35.916178,POINT (-80.835488 35.916178),yellow,DUK,725,DUK,n_10017,0.20533860446372823
6239,PP_62661,3.0,SOLAR,-80.806725,36.197067,POINT (-80.806725 36.197067),yellow,DUK,777,DUK,n_7049,0.026738215883190794
6240,PP_64271,3.0,SOLAR,-80.819654,36.148986,POINT (-80.819654 36.148986),yellow,DUK,762,DUK,n_7049,0.07210929674414836
6241,PP_63446,4.7,SOLAR,-77.185771,34.773578,POINT (-77.185771 34.773578),yellow,DUK,319,CPLE,n_9454,0.05526731782798683
6242,PP_61195,2.0,SOLAR,-81.430385,35.244125,POINT (-81.430385 35.244125),yellow,CPLE,268,DUK,n_29803,0.07895325449298365
6243,PP_63296,2.0,SOLAR,-81.559722,35.23222,POINT (-81.559722 35.23222),yellow,DUK,268,DUK,n_4496,0.029959271954552027
6244,PP_63979,2.0,SOLAR,-78.385888,35.629398,POINT (-78.385888 35.629398),yellow,CPLE,158,CPLE,n_6893,0.06656042653384664
6245,PP_59534,5.0,SOLAR,-78.411667,35.4325,POINT (-78.411667 35.4325),yellow,CPLE,414,CPLE,n_6906,0.08532705876940216
6247,PP_61525,5.0,SOLAR,-79.748273,35.728738,POINT (-79.748273 35.728738),yellow,CPLE,906,Overlapping,n_6692,0.008442283272320668
6248,PP_62621,5.0,SOLAR,-79.911423,35.359674,POINT (-79.911423 35.359674),yellow,CPLE,682,CPLE,n_29983,0.020918871712173204
6249,PP_64238,4.9,SOLAR,-78.996148,34.324366,POINT (-78.996148 34.324366),yellow,CPLE,736,CPLE,n_9841,0.053910312132250886
6250,PP_63225,4.9,SOLAR,-78.06444,34.27355,POINT (-78.06444 34.27355),yellow,CPLE,135,CPLE,n_6658,0.05318415022824256
6252,PP_60288,5.0,SOLAR,-79.1194,34.83091,POINT (-79.1194 34.83091),yellow,DUK,214,CPLE,n_15226,0.005813703329205157
6254,PP_56339,1.8,OIL,-80.1939,35.3636,POINT (-80.1939 35.3636),darkviolet,DUK,258,Overlapping,n_15692,0.08178800994260323
6255,PP_56263,3.6,OIL,-80.151849,35.407208,POINT (-80.151849 35.407208),darkviolet,DUK,258,Overlapping,n_15692,0.030093669477010292
6256,PP_58806,5.0,SOLAR,-77.556944,35.293056,POINT (-77.556944 35.293056),yellow,CPLE,561,CPLE,n_23782,0.12685413864515796
6257,PP_59901,5.0,SOLAR,-77.812667,35.093021,POINT (-77.812667 35.093021),yellow,CPLE,696,CPLE,n_16404,0.052694253098283204
6259,PP_58344,5.0,SOLAR,-77.985556,35.418889,POINT (-77.985556 35.418889),yellow,CPLE,772,CPLE,n_6661,0.11707607019133631
6260,PP_59516,16.0,SOLAR,-77.655833,36.418333,POINT (-77.655833 36.418333),yellow,PJM,3,CPLE,n_6402,0.022307244857092425
6261,PP_58730,3.0,SOLAR,-81.926389,35.316944,POINT (-81.926389 35.316944),yellow,DUK,861,DUK,n_11742,0.045111602977658295
6262,PP_59115,1.9,SOLAR,-78.516667,34.975556,POINT (-78.516667 34.975556),yellow,CPLE,858,CPLE,n_13956,0.17681142115290285
6263,PP_59497,5.0,SOLAR,-77.1099,35.1608,POINT (-77.1099 35.1608),yellow,DUK,271,CPLE,n_9867,0.008428488493830792
6264,PP_58731,5.0,SOLAR,-81.208611,35.651111,POINT (-81.208611 35.651111),yellow,DUK,714,DUK,n_15632,0.03255285525847558
6265,PP_58867,5.0,SOLAR,-78.75,35.516389,POINT (-78.75 35.516389),yellow,CPLE,610,CPLE,n_6895,0.009635545330117283
6266,PP_58264,10.5,BIOMASS,-81.266667,35.588333,POINT (-81.266667 35.588333),forestgreen,DUK,716,DUK,n_15630,0.023100729747902223
6267,PP_58701,20.0,SOLAR,-81.207778,35.738889,POINT (-81.207778 35.738889),yellow,DUK,35,DUK,n_15632,0.09075985524371391
6268,PP_57994,21.0,SOLAR,-81.25198,35.588135,POINT (-81.25198 35.588135),yellow,DUK,716,DUK,n_15630,0.0295905445456028
6269,PP_59474,17.5,SOLAR,-81.15,35.715,POINT (-81.15 35.715),yellow,DUK,35,DUK,n_15632,0.1093125711994724
6270,PP_58828,5.0,SOLAR,-81.156944,35.629444,POINT (-81.156944 35.629444),yellow,DUK,713,DUK,n_15632,0.08768469780526406
6271,PP_58492,3.5,SOLAR,-80.600556,36.461111,POINT (-80.600556 36.461111),yellow,DUK,73,DUK,n_22602,0.011108593710011596
6272,PP_58801,2.0,SOLAR,-77.703611,35.396389,POINT (-77.703611 35.396389),yellow,DUK,801,CPLE,n_9873,0.1542305944035595
6273,PP_62623,5.0,SOLAR,-79.11946,35.717391,POINT (-79.11946 35.717391),yellow,CPLW,570,Overlapping,n_23847,0.03710506514048497
6274,PP_54316,52.5,GAS,-77.9905,33.9397,POINT (-77.9905 33.9397),red,CPLE,136,CPLE,n_6676,0.011387738864056855
6275,PP_58315,5.0,SOLAR,-81.175556,35.779167,POINT (-81.175556 35.779167),yellow,DUK,35,DUK,n_15632,0.14086356466943764
6276,PP_62136,5.0,SOLAR,-78.84663,34.16087,POINT (-78.84663 34.16087),yellow,DUK,589,CPLE,n_9821,0.14492063360590043
6277,PP_2706,1011.5,GAS,-82.5417,35.4731,POINT (-82.5417 35.4731),red,CPLE,643,Overlapping,n_28665,0.002128744387470718
6278,PP_63064,8.8,OTHF,-82.517383,35.54012,POINT (-82.517383 35.54012),tan,CPLW,663,Overlapping,n_28665,0.07294058543710576
6279,PP_59566,4.0,SOLAR,-80.798889,36.126111,POINT (-80.798889 36.126111),yellow,DUK,762,DUK,n_7049,0.0969729412492751
6280,PP_59694,5.0,SOLAR,-78.012122,34.791163,POINT (-78.012122 34.791163),yellow,DUK,57,CPLE,n_9872,0.04221681179551118
6281,PP_60982,5.0,SOLAR,-77.795169,34.896953,POINT (-77.795169 34.896953),yellow,CPLE,59,CPLE,n_16404,0.16220122462196232
6282,PP_62096,1.9,SOLAR,-77.792,34.897,POINT (-77.792 34.897),yellow,CPLE,59,CPLE,n_16404,0.16315638757132928
6283,PP_63383,5.0,SOLAR,-78.061015,34.27532,POINT (-78.061015 34.27532),yellow,CPLE,135,CPLE,n_6658,0.050281075927230884
6284,PP_58732,3.0,SOLAR,-81.621944,35.328056,POINT (-81.621944 35.328056),yellow,DUK,268,DUK,n_4496,0.10483417389633454
6285,PP_60313,4.9,SOLAR,-77.639109,35.599685,POINT (-77.639109 35.599685),yellow,DUK,91,CPLE,n_28953,0.04539258686882162
6288,PP_60634,5.0,SOLAR,-81.13735,35.30498,POINT (-81.13735 35.30498),yellow,DUK,112,DUK,n_4475,0.09664022345269564
6289,PP_54801,1.2,HYDRO,-79.952494,36.423715,POINT (-79.952494 36.423715),royalblue,DUK,328,DUK,n_7011,0.1513803601189538
6290,PP_58792,19.4,SOLAR,-81.615278,35.283056,POINT (-81.615278 35.283056),yellow,DUK,268,DUK,n_4496,0.07549500682540554
6291,PP_62603,5.0,SOLAR,-77.228776,34.83896,POINT (-77.228776 34.83896),yellow,CPLW,319,CPLE,n_23779,0.026165043982163155
6292,PP_59127,5.0,SOLAR,-78.139722,35.7875,POINT (-78.139722 35.7875),yellow,CPLE,760,CPLE,n_6890,0.14618109467374688
6293,PP_61527,5.0,SOLAR,-79.347471,36.072359,POINT (-79.347471 36.072359),yellow,DUK,101,DUK,n_1850,0.29145072667179023
6295,PP_59828,5.0,SOLAR,-79.173889,35.458889,POINT (-79.173889 35.458889),yellow,CPLE,622,CPLE,n_9995,0.009793188262666515
6296,PP_60144,5.4,SOLAR,-79.152443,34.466688,POINT (-79.152443 34.466688),yellow,DUK,839,CPLE,n_23776,0.12776474685244546
6297,PP_61194,5.0,SOLAR,-78.928657,34.635599,POINT (-78.928657 34.635599),yellow,CPLE,880,CPLE,n_22612,0.0645429539164941
6299,PP_60369,5.2,SOLAR,-77.76077,36.05864,POINT (-77.76077 36.05864),yellow,PJM,700,CPLE,n_6655,0.006755727180176514
6300,PP_59038,3.5,SOLAR,-81.33,35.22,POINT (-81.33 35.22),yellow,DUK,268,DUK,n_29803,0.10118992574230709
6301,PP_60601,5.0,SOLAR,-77.1191,35.4745,POINT (-77.1191 35.4745),yellow,CPLE,568,CPLE,n_9868,8.297920040338572e-05
6302,PP_63976,70.1,SOLAR,-78.393358,34.70414,POINT (-78.393358 34.70414),yellow,CPLE,660,CPLE,n_28719,0.0513721565405325
6303,PP_61528,5.0,SOLAR,-76.810226,35.148339,POINT (-76.810226 35.148339),yellow,CPLE,709,CPLE,n_9864,0.004363010975232408
6304,PP_65502,5.0,SOLAR,-77.609438,35.597904,POINT (-77.609438 35.597904),yellow,CPLE,91,CPLE,n_28953,0.018044749733444294
6305,PP_2741,9.0,HYDRO,-83.072007,35.242677,POINT (-83.072007 35.242677),royalblue,DUK,521,Overlapping,n_6024,0.043286568592694016
6306,PP_61351,2.0,SOLAR,-79.449053,35.540344,POINT (-79.449053 35.540344),yellow,CPLE,596,Overlapping,n_28671,0.16765213193167366
6307,PP_59567,5.0,SOLAR,-77.924167,34.61,POINT (-77.924167 34.61),yellow,CPLE,179,CPLE,n_17163,0.09457491159582154
6308,PP_59488,4.9,SOLAR,-77.928889,34.611944,POINT (-77.928889 34.611944),yellow,DUK,179,CPLE,n_17163,0.08966252177714629
6309,PP_58955,4.8,SOLAR,-78.377222,36.276111,POINT (-78.377222 36.276111),yellow,CPLE,23,CPLE,n_9859,0.015580371044435505
6310,PP_59887,15.0,SOLAR,-77.134,35.456,POINT (-77.134 35.456),yellow,CPLE,568,CPLE,n_9868,0.023763003336014183
6311,PP_59511,4.0,SOLAR,-81.665,35.1785,POINT (-81.665 35.1785),yellow,DUK,268,DUK,n_6684,0.09537194538980238
6312,PP_65503,3.4,SOLAR,-78.090148,35.161492,POINT (-78.090148 35.161492),yellow,CPLE,669,CPLE,n_9876,0.031990178668717034
6313,PP_8042,2491.2,COAL,-80.0603,36.2811,POINT (-80.0603 36.2811),grey,DUK,37,DUK,n_6682,0.0028214343305715665
6314,PP_58314,4.0,SOLAR,-81.508333,35.47,POINT (-81.508333 35.47),yellow,CPLE,268,DUK,n_4496,0.21519531081323934
6315,PP_63836,4.9,SOLAR,-78.56223,35.3962,POINT (-78.56223 35.3962),yellow,CPLE,376,CPLE,n_6901,0.01633924783238993
6317,PP_60881,1.1,SOLAR,-81.540861,35.84995,POINT (-81.540861 35.84995),yellow,DUK,21,DUK,n_16281,0.018940042536750933
6318,PP_64175,5.0,SOLAR,-79.618368,35.975586,POINT (-79.618368 35.975586),yellow,DUK,163,DUK,n_1575,0.03914085298516982
6319,PP_58843,5.0,SOLAR,-77.381111,35.794722,POINT (-77.381111 35.794722),yellow,PJM,542,CPLE,n_10039,0.0029348778122681874
6320,PP_59173,5.0,SOLAR,-77.384542,35.794328,POINT (-77.384542 35.794328),yellow,PJM,542,CPLE,n_10039,0.0015031598694089288
6321,PP_59039,2.0,SOLAR,-77.78,34.9,POINT (-77.78 34.9),yellow,DUK,59,CPLE,n_16404,0.1646715671429829
6322,PP_59930,5.0,SOLAR,-80.389622,34.970486,POINT (-80.389622 34.970486),yellow,DUK,277,DUK,n_15782,0.17455974219852907
6323,PP_64174,3.0,SOLAR,-79.633767,36.07767,POINT (-79.633767 36.07767),yellow,DUK,164,DUK,n_1575,0.11300182207020429
6324,PP_61271,1.5,SOLAR,-82.58844,35.561156,POINT (-82.58844 35.561156),yellow,CPLW,663,Overlapping,n_28601,0.053340913865945756
6325,PP_58667,5.0,SOLAR,-79.770278,35.383889,POINT (-79.770278 35.383889),yellow,DUK,681,CPLE,n_14626,0.019740548692597067
6326,PP_60401,5.2,SOLAR,-78.179859,35.549401,POINT (-78.179859 35.549401),yellow,DUK,378,CPLE,n_340,0.11847448562731781
6327,PP_61158,5.0,SOLAR,-78.177204,35.544405,POINT (-78.177204 35.544405),yellow,DUK,378,CPLE,n_340,0.12009443638843148
6328,PP_55488,2.9,BIOMASS,-81.3006,35.6067,POINT (-81.3006 35.6067),forestgreen,DUK,716,DUK,n_15630,0.030262712124097518
6329,PP_61561,50.0,SOLAR,-78.62345,34.823522,POINT (-78.62345 34.823522),yellow,CPLE,657,CPLE,n_1924,0.16807973586282152
6330,PP_58868,5.0,SOLAR,-78.813056,34.535,POINT (-78.813056 34.535),yellow,CPLE,265,CPLE,n_9820,0.05831199086668572
6331,PP_62101,4.5,SOLAR,-78.799,34.536,POINT (-78.799 34.536),yellow,CPLE,265,CPLE,n_9820,0.04593469402658986
6332,PP_61283,4.8,SOLAR,-78.817652,34.547761,POINT (-78.817652 34.547761),yellow,CPLE,265,CPLE,n_9820,0.05769199408562089
6333,PP_2707,94.6,HYDRO,-79.8775,34.9833,POINT (-79.8775 34.9833),royalblue,CPLE,504,Overlapping,n_30525,0.04455880878223901
6334,PP_50244,52.5,BIOMASS,-82.8411,35.535,POINT (-82.8411 35.535),forestgreen,CPLE,6,CPLW,n_28601,0.20482284360815697
6335,PP_58605,5.0,SOLAR,-78.154167,35.313889,POINT (-78.154167 35.313889),yellow,DUK,804,CPLE,n_6661,0.08662015267422263
6336,PP_64192,4.9,SOLAR,-78.94951,34.58125,POINT (-78.94951 34.58125),yellow,CPLE,880,CPLE,n_22612,0.021963103048673667
6337,PP_61157,5.0,SOLAR,-79.13444,35.46777,POINT (-79.13444 35.46777),yellow,DUK,622,CPLE,n_10009,0.001211664627904629
6338,PP_58349,5.0,SOLAR,-78.132311,36.421617,POINT (-78.132311 36.421617),yellow,CPLE,633,CPLE,n_16911,0.09031244211547554
6339,PP_61352,5.0,SOLAR,-77.53849,35.134054,POINT (-77.53849 35.134054),yellow,CPLE,309,CPLE,n_23782,0.15186673217003946
6340,PP_58807,5.0,SOLAR,-77.81,36.008056,POINT (-77.81 36.008056),yellow,CPLE,741,CPLE,n_6665,0.05613918053576211
6341,PP_56547,1.0,OIL,-81.8344,35.3619,POINT (-81.8344 35.3619),darkviolet,DUK,742,DUK,n_15511,0.03515977578824894
6342,PP_59996,16.0,SOLAR,-78.750423,35.113386,POINT (-78.750423 35.113386),yellow,DUK,306,CPLE,n_7700,0.04022819027804856
6344,PP_60623,50.2,SOLAR,-78.155153,35.890485,POINT (-78.155153 35.890485),yellow,DUK,706,CPLE,n_12414,0.16403846880354903
6345,PP_59706,5.0,SOLAR,-78.598507,36.372546,POINT (-78.598507 36.372546),yellow,DUK,342,Overlapping,n_29262,0.02268276757241058
6346,PP_60627,5.0,SOLAR,-78.612,36.383,POINT (-78.612 36.383),yellow,CPLE,342,Overlapping,n_18696,0.03067343481416219
6347,PP_2719,27.7,HYDRO,-81.8372,35.7428,POINT (-81.8372 35.7428),royalblue,DUK,241,DUK,n_16289,0.0004924453497639061
6348,PP_62822,50.0,SOLAR,-81.751,35.188,POINT (-81.751 35.188),yellow,DUK,268,DUK,n_4484,0.03560074187613926
6349,PP_61218,5.0,SOLAR,-78.957206,34.522942,POINT (-78.957206 34.522942),yellow,CPLE,419,CPLE,n_22612,0.06518965903152765
6350,PP_64820,2.0,SOLAR,-79.095952,34.458665,POINT (-79.095952 34.458665),yellow,CPLE,839,CPLE,n_9851,0.12246232757800128
6351,PP_59762,5.0,SOLAR,-78.831433,34.309261,POINT (-78.831433 34.309261),yellow,CPLE,581,CPLE,n_9821,0.038864846775666116
6352,PP_6014,2003.2,NUCLEAR,-78.0114,33.9597,POINT (-78.0114 33.9597),cyan,CPLE,136,CPLE,n_18689,0.0011982198271194237
6353,PP_2720,697.9,GAS,-80.3767,35.7133,POINT (-80.3767 35.7133),red,DUK,808,DUK,n_31267,0.0027095046148366718
6354,PP_61693,52.1,SOLAR,-77.405992,35.380683,POINT (-77.405992 35.380683),yellow,CPLE,78,CPLE,n_6679,0.040185667775069184
6355,PP_58735,4.0,SOLAR,-80.363333,35.541944,POINT (-80.363333 35.541944),yellow,DUK,426,DUK,n_28700,0.1058867306572241
6356,PP_61512,50.0,SOLAR,-78.315078,36.475369,POINT (-78.315078 36.475369),yellow,CPLE,235,CPLE,n_16911,0.11762325039982016
6357,PP_60636,5.0,SOLAR,-78.774331,35.308639,POINT (-78.774331 35.308639),yellow,DUK,575,CPLE,n_6897,0.11935749098986607
6358,PP_62240,5.0,SOLAR,-77.911678,34.536,POINT (-77.911678 34.536),yellow,CPLE,176,CPLE,n_9441,0.101847754411751
6359,PP_1016,304.9,GAS,-78.8294,35.0986,POINT (-78.8294 35.0986),red,CPLE,306,CPLE,n_7619,0.0016010441208888213
6360,PP_64002,5.0,SOLAR,-77.97275,34.82354,POINT (-77.97275 34.82354),yellow,CPLE,57,CPLE,n_9869,0.0029449738707428112
6364,PP_59966,12.8,SOLAR,-77.350273,34.725699,POINT (-77.350273 34.725699),yellow,DUK,864,CPLE,n_28946,0.005539700075388011
6365,PP_59499,5.0,SOLAR,-78.1922,35.487,POINT (-78.1922 35.487),yellow,CPLE,377,CPLE,n_6907,0.09692707087109144
6366,PP_60882,5.0,SOLAR,-77.633477,36.345842,POINT (-77.633477 36.345842),yellow,PJM,1,CPLE,n_6402,0.06267324578107296
6367,PP_59017,4.0,SOLAR,-80.144444,36.316111,POINT (-80.144444 36.316111),yellow,DUK,37,DUK,n_6682,0.08976364961898686
6368,PP_63016,5.0,SOLAR,-80.444,35.956,POINT (-80.444 35.956),yellow,DUK,232,DUK,n_6977,0.052484624997184044
6369,PP_62873,1.7,BIOMASS,-77.614507,35.591719,POINT (-77.614507 35.591719),forestgreen,SEPA,91,CPLE,n_28953,0.02580896694645098
6370,PP_59156,5.0,SOLAR,-78.7875,35.021111,POINT (-78.7875 35.021111),yellow,CPLE,530,CPLE,n_7619,0.0876160278091715
6371,PP_60178,5.0,SOLAR,-77.923306,36.02818,POINT (-77.923306 36.02818),yellow,DUK,737,CPLE,n_9858,0.10446703093174824
6372,PP_58849,2.0,SOLAR,-77.783333,36.0939,POINT (-77.783333 36.0939),yellow,CPLE,751,CPLE,n_6655,0.046558190711758214
6373,PP_56553,1.3,OIL,-81.6643,35.7766,POINT (-81.6643 35.7766),darkviolet,DUK,695,DUK,n_14301,0.036656774016313814
6374,PP_60800,2.0,SOLAR,-80.53,35.61,POINT (-80.53 35.61),yellow,DUK,770,DUK,n_29477,0.07315428014081145
6375,PP_60402,5.2,SOLAR,-78.624278,34.822869,POINT (-78.624278 34.822869),yellow,DUK,657,CPLE,n_1924,0.16751697262097445
6376,PP_59451,2.5,SOLAR,-78.526111,35.674444,POINT (-78.526111 35.674444),yellow,CPLE,192,Overlapping,n_22818,0.045762436922528356
6377,PP_2743,6.4,HYDRO,-83.0983,35.2531,POINT (-83.0983 35.2531),royalblue,DUK,521,Overlapping,n_6024,0.01627729398180167
6378,PP_60135,5.0,SOLAR,-77.775743,34.915767,POINT (-77.775743 34.915767),yellow,DUK,59,CPLE,n_16404,0.1521962514151525
6379,PP_61187,1.0,SOLAR,-78.6689,35.837841,POINT (-78.6689 35.837841),yellow,CPLE,446,Overlapping,n_333,0.026782679471625725
6380,PP_54882,1.0,OIL,-78.516,36.0205,POINT (-78.516 36.0205),darkviolet,CPLE,291,CPLE,n_1754,0.09218181909984105
6381,PP_58311,5.0,SOLAR,-78.764901,34.324656,POINT (-78.764901 34.324656),yellow,CPLE,259,CPLE,n_9821,0.04128298704545608
6382,PP_62601,2.0,SOLAR,-79.78553,35.74901,POINT (-79.78553 35.74901),yellow,CPLE,906,Overlapping,n_18710,0.025456075799069163
6383,PP_64176,4.0,SOLAR,-79.60948,35.97485,POINT (-79.60948 35.97485),yellow,DUK,163,DUK,n_1575,0.047724932993212996
6384,PP_58722,5.0,SOLAR,-81.821667,35.261944,POINT (-81.821667 35.261944),yellow,DUK,515,DUK,n_15512,0.030686559602215883
6385,PP_2778,13.2,HYDRO,-83.791438,35.019131,POINT (-83.791438 35.019131),royalblue,TVA,387,DUK,n_1081,0.5628591801569743
6386,PP_59100,4.9,SOLAR,-78.521944,34.3375,POINT (-78.521944 34.3375),yellow,CPLE,588,CPLE,n_7089,0.16459953385282636
6387,PP_59508,5.0,SOLAR,-78.1823,35.8918,POINT (-78.1823 35.8918),yellow,CPLE,706,CPLE,n_12414,0.1437193308175126
6388,PP_54899,140.0,HYDRO,-83.9383,35.4478,POINT (-83.9383 35.4478),royalblue,TVA,849,DUK,n_7798,0.841537472185226
6389,PP_56340,1.8,OIL,-81.38,35.3778,POINT (-81.38 35.3778),darkviolet,DUK,111,DUK,n_4517,0.175358267661244
6390,PP_61011,74.9,SOLAR,-77.712,36.18,POINT (-77.712 36.18),yellow,PJM,0,CPLE,n_10053,0.020192829405735562
6391,PP_59899,5.0,SOLAR,-77.113067,35.482032,POINT (-77.113067 35.482032),yellow,CPLE,568,CPLE,n_9868,0.009641719423822194
6392,PP_58675,5.0,SOLAR,-77.09,35.515,POINT (-77.09 35.515),yellow,DUK,568,CPLE,n_9868,0.049857275171713074
6394,PP_62168,5.0,SOLAR,-78.625352,35.523663,POINT (-78.625352 35.523663),yellow,CPLE,379,CPLE,n_7618,0.014335455505180995
6395,PP_59711,1.6,BIOMASS,-78.433794,35.511903,POINT (-78.433794 35.511903),forestgreen,CPLE,61,CPLE,n_6906,0.10088027951982828
6396,PP_58674,5.0,SOLAR,-78.265,35.969444,POINT (-78.265 35.969444),yellow,DUK,281,CPLE,n_12414,0.1759977455614495
6397,PP_65817,3.6,SOLAR,-81.841826,35.308314,POINT (-81.841826 35.308314),yellow,DUK,742,DUK,n_15512,0.028529858356470865
6398,PP_57029,736.0,GAS,-81.416648,35.170547,POINT (-81.416648 35.170547),red,DUK,268,DUK,n_29803,0.004103891927728508
6399,PP_2721,1530.5,COAL,-81.7594,35.22,POINT (-81.7594 35.22),grey,DUK,268,DUK,n_30898,0.005535554259405015
6400,PP_59929,5.0,SOLAR,-81.417,35.72,POINT (-81.417 35.72),yellow,DUK,240,DUK,n_10014,0.007087790007754028
6401,PP_59213,5.0,SOLAR,-78.354444,34.966944,POINT (-78.354444 34.966944),yellow,CPLE,480,CPLE,n_13956,0.04493255612903662
6402,PP_59937,5.0,SOLAR,-78.690576,35.414507,POINT (-78.690576 35.414507),yellow,DUK,642,CPLE,n_22591,0.020512909139582942
6403,PP_59439,1.6,BIOMASS,-80.568333,36.438611,POINT (-80.568333 36.438611),forestgreen,DUK,469,DUK,n_6966,0.013080437656359049
6404,PP_60146,4.9,SOLAR,-79.195789,35.557224,POINT (-79.195789 35.557224),yellow,DUK,625,CPLE,n_29017,0.06424255515614817
6405,PP_57896,9.6,BIOMASS,-80.670385,35.34598,POINT (-80.670385 35.34598),forestgreen,DUK,85,DUK,n_4472,0.03975568323822178
6406,PP_59818,4.5,SOLAR,-80.663641,35.444235,POINT (-80.663641 35.444235),yellow,DUK,689,DUK,n_28698,0.04545439309436675
6407,PP_59944,80.0,SOLAR,-77.481,35.822,POINT (-77.481 35.822),yellow,PJM,685,CPLE,n_6677,0.09016752627471394
6408,PP_60188,5.0,SOLAR,-77.457772,35.825182,POINT (-77.457772 35.825182),yellow,PJM,685,CPLE,n_10039,0.07955902681502948
6409,PP_62600,5.0,SOLAR,-77.973754,35.436844,POINT (-77.973754 35.436844),yellow,CPLW,772,CPLE,n_6661,0.13509800232989227
6410,PP_61882,2.0,SOLAR,-79.991158,35.340067,POINT (-79.991158 35.340067),yellow,CPLE,683,CPLE,n_15690,0.016488010483404814
6411,PP_60637,20.0,SOLAR,-77.571,36.371,POINT (-77.571 36.371),yellow,PJM,1,CPLE,n_29953,0.04911969415163363
6412,PP_56546,2.2,OIL,-80.856916,35.483274,POINT (-80.856916 35.483274),darkviolet,DUK,130,DUK,n_21285,0.033024965840002196
6413,PP_59663,5.0,SOLAR,-78.626111,36.366944,POINT (-78.626111 36.366944),yellow,CPLE,342,Overlapping,n_30421,0.015224410952967504
6414,PP_60965,5.0,SOLAR,-79.198481,35.528489,POINT (-79.198481 35.528489),yellow,CPLE,625,CPLE,n_29017,0.03573276766374115
6416,PP_61658,1.9,SOLAR,-79.180654,35.462405,POINT (-79.180654 35.462405),yellow,CPLE,625,CPLE,n_9995,0.0024376321437143884
6417,PP_60199,2.0,SOLAR,-81.508684,35.263255,POINT (-81.508684 35.263255),yellow,DUK,268,DUK,n_4496,0.03586450555028394
6418,PP_62167,4.9,SOLAR,-79.722852,34.925452,POINT (-79.722852 34.925452),yellow,CPLE,619,CPLE,n_23792,0.014007398107464937
6419,PP_2722,350.0,HYDRO,-80.9588,35.4346,POINT (-80.9588 35.4346),royalblue,DUK,862,DUK,n_6646,0.008468517249312826
6420,PP_10379,67.5,BIOMASS,-78.9619,36.435,POINT (-78.9619 36.435),forestgreen,CPLE,524,CPLE,n_6670,0.0016032767342195001
6421,PP_10378,135.0,BIOMASS,-78.011824,33.944384,POINT (-78.011824 33.944384),forestgreen,CPLE,136,CPLE,n_6671,0.0011917918139093175
6422,PP_10525,50.0,BIOMASS,-77.167883,35.130193,POINT (-77.167883 35.130193),forestgreen,CPLE,271,CPLE,n_9483,0.0018016375687135225
6423,PP_60635,5.0,SOLAR,-78.60434,35.72196,POINT (-78.60434 35.72196),yellow,DUK,192,Overlapping,n_6700,0.0356325846408987
6424,PP_59914,5.0,SOLAR,-78.584212,36.353533,POINT (-78.584212 36.353533),yellow,CPLE,538,Overlapping,n_29262,0.005056282170137886
6426,PP_59561,5.0,SOLAR,-77.5525,35.230833,POINT (-77.5525 35.230833),yellow,CPLE,564,CPLE,n_23782,0.11000114525488533
6427,PP_62678,70.1,SOLAR,-77.977497,34.67704,POINT (-77.977497 34.67704),yellow,DUK,179,CPLE,n_9418,0.04589524689552748
6428,PP_65584,1.9,SOLAR,-77.543559,34.69193,POINT (-77.543559 34.69193),yellow,CPLE,865,CPLE,n_23772,0.07021572581264776
6429,PP_57687,1.0,SOLAR,-84.166197,34.989539,POINT (-84.166197 34.989539),yellow,DUK,372,DUK,n_1081,0.8806549018166523
6430,PP_63346,2.0,SOLAR,-78.610091,35.330022,POINT (-78.610091 35.330022),yellow,CPLE,611,CPLE,n_9877,0.012274756164264
6431,PP_60403,5.2,SOLAR,-78.633283,36.289625,POINT (-78.633283 36.289625),yellow,DUK,5,Overlapping,n_10707,0.0195449862327003
6432,PP_2723,697.9,GAS,-79.7208,36.4862,POINT (-79.7208 36.4862),red,DUK,327,DUK,n_7014,0.12433417448623597
6433,PP_59126,5.0,SOLAR,-80.553611,35.848889,POINT (-80.553611 35.848889),yellow,DUK,231,DUK,n_4473,0.13466268726690256
6434,PP_57436,1.6,BIOMASS,-80.183458,35.841299,POINT (-80.183458 35.841299),forestgreen,DUK,29,DUK,n_30941,0.10063724779467197
6436,PP_60179,5.0,SOLAR,-77.202453,35.035589,POINT (-77.202453 35.035589),yellow,DUK,313,CPLE,n_9479,0.022626366641425238
6437,PP_59117,23.1,SOLAR,-78.843611,34.834444,POINT (-78.843611 34.834444),yellow,DUK,656,CPLE,n_1924,0.07608938426925228
