Plant_id,Plant nameplate capacity (MW),Plant primary fuel category,Long,Lat,geometry,Color,eGRID_BA,index_right,BA_ID,nearest_node,near_st_2,changes?,Assume_BA,distance_to_nearest_node,distance_2
PP_59050,2,SOLAR,-77.97173,34.75813,POINT (-77.97173 34.75813),yellow,DUK,57,CPLE,n_9419,n_9419,No,DUK,0.034818452,0.034818452
PP_2715,108,HYDRO,-83.0503,35.6946,POINT (-83.0503 35.6946),royalblue,CPLE,817,CPLW,n_6024,n_6024,No,CPLE,0.432959781,0.432959781
PP_59603,5,SOLAR,-79.048889,34.496944,POINT (-79.048889 34.496944),yellow,CPLE,248,CPLE,n_9851,n_9851,No,CPLE,0.069178268,0.069178268
PP_60393,4,SOLAR,-81.623934,35.318824,POINT (-81.623934 35.318824),yellow,DUK,268,DUK,n_4496,n_4496,No,DUK,0.100458646,0.100458646
PP_57607,2,OIL,-79.9708,35.9678,POINT (-79.9708 35.9678),darkviolet,DUK,834,DUK,n_7041,n_7041,No,DUK,0.066305086,0.066305086
PP_62223,5,SOLAR,-78.369,35.252,POINT (-78.369 35.252),yellow,CPLE,855,CPLE,n_28999,n_28999,No,CPLE,0.000811688,0.000811688
PP_58312,4,SOLAR,-78.171111,36.415,POINT (-78.171111 36.415),yellow,CPLE,633,CPLE,n_16911,n_16911,No,CPLE,0.073825633,0.073825633
PP_62100,4.9,SOLAR,-78.178,36.412,POINT (-78.178 36.412),yellow,CPLE,633,CPLE,n_16911,n_16911,No,CPLE,0.074515696,0.074515696
PP_58848,65,SOLAR,-78.125833,35.005556,POINT (-78.125833 35.005556),yellow,CPLE,672,CPLE,n_23789,n_23789,No,CPLE,0.024835357,0.024835357
PP_59119,2,SOLAR,-78.11,35.01,POINT (-78.11 35.01),yellow,DUK,672,CPLE,n_9870,n_9870,No,DUK,0.018732939,0.018732939
PP_59120,2,SOLAR,-78.05,35.01,POINT (-78.05 35.01),yellow,DUK,672,CPLE,n_9870,n_9870,No,DUK,0.041328066,0.041328066
PP_58845,5,SOLAR,-77.053611,35.565278,POINT (-77.053611 35.565278),yellow,CPLE,574,CPLE,n_9868,n_9868,No,CPLE,0.111922008,0.111922008
PP_58846,5,SOLAR,-76.833611,35.499444,POINT (-76.833611 35.499444),yellow,CPLE,572,CPLE,n_9862,n_9862,No,CPLE,0.136558009,0.136558009
PP_58135,12.4,SOLAR,-76.8484,35.5052,POINT (-76.8484 35.5052),yellow,CPLE,572,CPLE,n_9862,n_9862,No,CPLE,0.147973041,0.147973041
PP_57169,2.4,BIOMASS,-80.040555,36.193611,POINT (-80.040555 36.193611),forestgreen,DUK,546,DUK,n_6682,n_6682,No,DUK,0.088543832,0.088543832
PP_55534,1.8,OIL,-81.7278,35.737748,POINT (-81.7278 35.737748),darkviolet,DUK,695,DUK,n_14783,n_14783,No,DUK,0.007367714,0.007367714
PP_59153,20,SOLAR,-77.721389,36.129722,POINT (-77.721389 36.129722),yellow,PJM,751,CPLE,n_6404,n_6404,No,CPLE,0.017444419,0.017444419
PP_58317,5,SOLAR,-79.335278,34.726944,POINT (-79.335278 34.726944),yellow,CPLE,876,CPLE,n_9852,n_9852,No,CPLE,0.065200489,0.065200489
PP_60602,5,SOLAR,-78.019026,35.221083,POINT (-78.019026 35.221083),yellow,DUK,222,CPLE,n_9488,n_9488,No,DUK,0.040638348,0.040638348
PP_60598,5,SOLAR,-78.07948,35.31556,POINT (-78.07948 35.31556),yellow,DUK,803,CPLE,n_31010,n_31010,No,DUK,0.021603736,0.021603736
PP_60597,5,SOLAR,-77.871225,35.324377,POINT (-77.871225 35.324377),yellow,DUK,220,CPLE,n_23600,n_23600,No,DUK,0.135761447,0.135761447
PP_65547,5,SOLAR,-77.919201,35.416191,POINT (-77.919201 35.416191),yellow,CPLE,239,CPLE,n_23600,n_23600,No,CPLE,0.155274369,0.155274369
PP_59584,5,SOLAR,-78.291129,35.511698,POINT (-78.291129 35.511698),yellow,DUK,416,CPLE,n_340,n_340,No,DUK,0.012518066,0.012518066
PP_62595,5,SOLAR,-78.354999,35.734581,POINT (-78.354999 35.734581),yellow,CPLE,380,CPLE,n_22589,n_22589,No,CPLE,0.042893923,0.042893923
PP_59111,5,SOLAR,-80.523611,35.668333,POINT (-80.523611 35.668333),yellow,DUK,771,DUK,n_4473,n_4473,No,DUK,0.094629754,0.094629754
PP_59112,5,SOLAR,-79.503747,35.720841,POINT (-79.503747 35.720841),yellow,CPLE,600,Overlapping,n_6696,n_6696,No,CPLE,0.066086269,0.066086269
PP_50254,28.3,BIOMASS,-77.6414,36.4769,POINT (-77.6414 36.4769),forestgreen,PJM,2,CPLE,n_20980,n_20980,No,CPLE,0.001525526,0.001525526
PP_57608,1.8,OIL,-80.1106,35.9403,POINT (-80.1106 35.9403),darkviolet,DUK,29,DUK,n_7041,n_7041,No,DUK,0.124245108,0.124245108
PP_50188,38.1,BIOMASS,-77.1144,35.212,POINT (-77.1144 35.212),forestgreen,CPLE,723,CPLE,n_9867,n_9867,No,CPLE,0.058364551,0.058364551
PP_59526,12,SOLAR,-77.734444,36.127222,POINT (-77.734444 36.127222),yellow,PJM,751,CPLE,n_6404,n_6404,No,CPLE,0.012349807,0.012349807
PP_60438,3.4,SOLAR,-77.725147,36.115542,POINT (-77.725147 36.115542),yellow,PJM,751,CPLE,n_6404,n_6404,No,CPLE,0.006065956,0.006065956
PP_58341,5,SOLAR,-79.188297,35.907144,POINT (-79.188297 35.907144),yellow,DUK,171,Overlapping,n_1851,n_1851,No,DUK,0.094948781,0.094948781
PP_60364,5,BIOMASS,-79.723622,36.10447,POINT (-79.723622 36.10447),forestgreen,DUK,162,DUK,n_7026,n_7026,No,DUK,0.053899439,0.053899439
PP_62544,80.6,SOLAR,-76.763849,35.596814,POINT (-76.763849 35.596814),yellow,PJM,256,CPLE,n_10123,n_10123,No,CPLE,0.1664679,0.1664679
PP_60287,5,SOLAR,-77.9697,34.70249,POINT (-77.9697 34.70249),yellow,CPLE,179,CPLE,n_9418,n_9418,No,CPLE,0.023010667,0.023010667
PP_58342,5,SOLAR,-77.873611,35.803611,POINT (-77.873611 35.803611),yellow,CPLE,758,CPLE,n_28954,n_28954,No,CPLE,0.025527275,0.025527275
PP_61274,3.4,SOLAR,-77.9,35.7,POINT (-77.9 35.7),yellow,CPLE,756,CPLE,n_28954,n_28954,No,CPLE,0.089250589,0.089250589
PP_61275,5,SOLAR,-78.016,35.683,POINT (-78.016 35.683),yellow,CPLE,757,CPLE,n_6892,n_6892,No,CPLE,0.06631098,0.06631098
PP_61276,10,SOLAR,-78,35.78,POINT (-78 35.78),yellow,CPLE,33,CPLE,n_6890,n_6890,No,CPLE,0.008589708,0.008589708
PP_61277,10,SOLAR,-78,35.7,POINT (-78 35.7),yellow,CPLE,32,CPLE,n_6892,n_6892,No,CPLE,0.046739501,0.046739501
PP_61278,10,SOLAR,-77.87,35.68,POINT (-77.87 35.68),yellow,CPLE,756,CPLE,n_28954,n_28954,No,CPLE,0.101121936,0.101121936
PP_61279,10,SOLAR,-77.87,35.68,POINT (-77.87 35.68),yellow,CPLE,756,CPLE,n_28954,n_28954,No,CPLE,0.101121936,0.101121936
PP_61280,10,SOLAR,-78,35.75,POINT (-78 35.75),yellow,CPLE,32,CPLE,n_6892,n_6892,No,CPLE,0.004176834,0.004176834
PP_59586,5,SOLAR,-77.853611,35.058333,POINT (-77.853611 35.058333),yellow,CPLE,673,CPLE,n_16404,n_16404,No,CPLE,0.01116536,0.01116536
PP_62304,6,SOLAR,-80.608449,35.724427,POINT (-80.608449 35.724427),yellow,CPLE,429,DUK,n_4473,n_4473,No,CPLE,0.00764472,0.00764472
PP_63272,2,SOLAR,-78.95,36.464,POINT (-78.95 36.464),yellow,DUK,525,CPLE,n_22541,n_22541,No,DUK,0.02520623,0.02520623
PP_58046,3,OIL,-80.277778,35.755,POINT (-80.277778 35.755),darkviolet,DUK,27,DUK,n_15641,n_15641,No,DUK,0.016111121,0.016111121
PP_60361,5,SOLAR,-78.376344,36.352489,POINT (-78.376344 36.352489),yellow,DUK,234,CPLE,n_28766,n_28766,No,DUK,0.064543862,0.064543862
PP_64822,2,SOLAR,-77.503222,35.21377,POINT (-77.503222 35.21377),yellow,CPLE,311,CPLE,n_23782,n_23782,No,CPLE,0.159162628,0.159162628
PP_59146,3,SOLAR,-78.873333,35.911667,POINT (-78.873333 35.911667),yellow,DUK,76,Overlapping,n_1500,n_1500,No,DUK,0.024282095,0.024282095
PP_59587,3,SOLAR,-80.697222,36.199167,POINT (-80.697222 36.199167),yellow,DUK,55,DUK,n_6978,n_6978,No,DUK,0.007868782,0.007868782
PP_59950,3.5,SOLAR,-80.596009,36.13727,POINT (-80.596009 36.13727),yellow,DUK,54,DUK,n_18870,n_18870,No,DUK,0.031152493,0.031152493
PP_58343,5,SOLAR,-79.278889,36.439444,POINT (-79.278889 36.439444),yellow,CPLE,16,Overlapping,n_10058,n_10058,No,CPLE,0.051280262,0.051280262
PP_59113,5,SOLAR,-79.316944,36.413889,POINT (-79.316944 36.413889),yellow,CPLE,16,Overlapping,n_10058,n_10058,No,CPLE,0.006300784,0.006300784
PP_60240,4.9,SOLAR,-79.348886,36.428608,POINT (-79.348886 36.428608),yellow,DUK,16,Overlapping,n_10058,n_10058,No,DUK,0.035820603,0.035820603
PP_60107,2,SOLAR,-81.333702,35.222208,POINT (-81.333702 35.222208),yellow,DUK,268,DUK,n_29803,n_29803,No,DUK,0.099288442,0.099288442
PP_64367,3,SOLAR,-79.437885,36.510939,POINT (-79.437885 36.510939),yellow,DUK,518,Overlapping,n_28635,n_28635,No,DUK,0.095606568,0.095606568
PP_60980,5,SOLAR,-79.2,34.8,POINT (-79.2 34.8),yellow,CPLE,210,CPLE,n_15226,n_15226,No,CPLE,0.090987435,0.090987435
PP_61257,4.9,SOLAR,-79.2,34.816,POINT (-79.2 34.816),yellow,CPLE,210,CPLE,n_15226,n_15226,No,CPLE,0.087174607,0.087174607
PP_60549,5,SOLAR,-79.200218,34.816182,POINT (-79.200218 34.816182),yellow,DUK,210,CPLE,n_15226,n_15226,No,DUK,0.087362725,0.087362725
PP_61935,2,SOLAR,-80.081493,34.3368,POINT (-80.081493 34.3368),yellow,CPLE,1110,CPLE,n_18283,n_18283,No,CPLE,0.07122537,0.07122537
PP_3272,12,HYDRO,-81.4936,35.0314,POINT (-81.4936 35.0314),royalblue,DUK,918,DUK,n_18262,n_18262,No,DUK,0.056846505,0.056846505
PP_61936,2,SOLAR,-80.240292,33.678358,POINT (-80.240292 33.678358),yellow,CPLE,1064,CPLE,n_9930,n_9930,No,CPLE,0.087478314,0.087478314
PP_61937,1,SOLAR,-82.525795,34.722882,POINT (-82.525795 34.722882),yellow,DUK,929,DUK,n_14593,n_14593,No,DUK,0.087322138,0.087322138
PP_64682,2,SOLAR,-82.528284,34.695185,POINT (-82.528284 34.695185),yellow,DUK,929,DUK,n_28295,n_28295,No,DUK,0.085588653,0.085588653
PP_63243,2,SOLAR,-82.0421,34.99647,POINT (-82.0421 34.99647),yellow,DUK,977,DUK,n_14031,n_14031,No,DUK,0.109877657,0.109877657
PP_64409,2,SOLAR,-82.676137,34.493707,POINT (-82.676137 34.493707),yellow,DUK,928,DUK,n_28298,n_28298,No,DUK,0.006887786,0.006887786
PP_56121,3.2,BIOMASS,-82.4621,34.5739,POINT (-82.4621 34.5739),forestgreen,DUK,926,DUK,n_10239,n_10239,No,DUK,0.039229713,0.039229713
PP_61960,2,SOLAR,-81.808469,35.030303,POINT (-81.808469 35.030303),yellow,DUK,968,DUK,n_4536,n_4536,No,DUK,0.091132048,0.091132048
PP_63242,2,SOLAR,-82.0421,34.99647,POINT (-82.0421 34.99647),yellow,DUK,977,DUK,n_14031,n_14031,No,DUK,0.109877657,0.109877657
PP_63720,2,SOLAR,-82.13,34.124,POINT (-82.13 34.124),yellow,DUK,1071,DUK,n_28842,n_28842,No,DUK,0.229012988,0.229012988
PP_7125,1488,HYDRO,-82.9975,35.0075,POINT (-82.9975 35.0075),royalblue,DUK,1013,DUK,n_7797,n_7797,No,DUK,0.009455866,0.009455866
PP_63759,2,SOLAR,-82.112843,35.04354,POINT (-82.112843 35.04354),yellow,DUK,977,DUK,n_14031,n_14031,No,DUK,0.096008362,0.096008362
PP_61938,2,SOLAR,-79.93713,33.953775,POINT (-79.93713 33.953775),yellow,CPLE,985,CPLE,n_10045,n_10045,No,CPLE,0.028533631,0.028533631
PP_62395,1.6,SOLAR,-78.917988,33.667675,POINT (-78.917988 33.667675),yellow,SC,1026,CPLE,n_998,n_998,No,CPLE,0.107433391,0.107433391
PP_64472,2,SOLAR,-82.328691,34.639249,POINT (-82.328691 34.639249),yellow,DUK,1000,DUK,n_14577,n_14577,No,DUK,0.067548617,0.067548617
PP_61939,2,SOLAR,-79.755961,33.900481,POINT (-79.755961 33.900481),yellow,CPLE,982,CPLE,n_9426,n_9426,No,CPLE,0.039066308,0.039066308
PP_61940,2,SOLAR,-80.336613,33.610454,POINT (-80.336613 33.610454),yellow,CPLE,1065,CPLE,n_9948,n_9948,No,CPLE,0.024174225,0.024174225
PP_63833,3,SOLAR,-82.739217,34.599083,POINT (-82.739217 34.599083),yellow,DUK,927,DUK,n_28303,n_28303,No,DUK,0.002962736,0.002962736
PP_58173,11,BIOMASS,-82.178333,34.894167,POINT (-82.178333 34.894167),forestgreen,DUK,976,DUK,n_14030,n_14030,No,DUK,0.035184594,0.035184594
PP_61941,2,SOLAR,-80.362997,33.617189,POINT (-80.362997 33.617189),yellow,CPLE,1065,CPLE,n_9948,n_9948,No,CPLE,0.00357182,0.00357182
PP_63461,2,SOLAR,-80.190821,33.720936,POINT (-80.190821 33.720936),yellow,DUK,1099,CPLE,n_9930,n_9930,No,DUK,0.148563324,0.148563324
PP_3253,1.4,HYDRO,-82.199339,34.455514,POINT (-82.199339 34.455514),royalblue,DUK,944,DUK,n_28842,n_28842,No,DUK,0.166602955,0.166602955
PP_64410,2,SOLAR,-82.10133,34.08475,POINT (-82.10133 34.08475),yellow,DUK,949,DUK,n_28842,n_28842,No,DUK,0.2776014,0.2776014
PP_55166,985,GAS,-81.575,35.0786,POINT (-81.575 35.0786),red,DUK,917,DUK,n_4521,n_4521,No,DUK,0.002413084,0.002413084
PP_3254,15,HYDRO,-81.902452,34.169733,POINT (-81.902452 34.169733),royalblue,DUK,946,DUK,n_30976,n_30976,No,DUK,0.214434245,0.214434245
PP_10795,19,GAS,-80.6558,34.2338,POINT (-80.6558 34.2338),red,CPLE,942,Overlapping,n_31014,n_31014,No,CPLE,0.009853645,0.009853645
PP_63973,7,SOLAR,-79.38585,34.199824,POINT (-79.38585 34.199824),yellow,CPLE,996,CPLE,n_9839,n_9839,No,CPLE,0.005392521,0.005392521
PP_6036,2410.2,NUCLEAR,-81.0694,35.0514,POINT (-81.0694 35.0514),cyan,DUK,1028,DUK,n_28505,n_28505,No,DUK,0.005611563,0.005611563
PP_3255,45,HYDRO,-80.8756,34.5414,POINT (-80.8756 34.5414),royalblue,DUK,1060,DUK,n_18271,n_18271,No,DUK,0.020109342,0.020109342
PP_63810,75,SOLAR,-80.118838,34.708762,POINT (-80.118838 34.708762),yellow,SC,990,CPLE,n_18277,n_18277,No,CPLE,0.006130859,0.006130859
PP_58400,5.5,GAS,-82.840278,34.679444,POINT (-82.840278 34.679444),red,DUK,1089,DUK,n_229,n_229,No,DUK,0.032486736,0.032486736
PP_10280,4.1,OIL,-82.366035,34.871811,POINT (-82.366035 34.871811),darkviolet,DUK,997,DUK,n_14006,n_14006,No,DUK,0.017391283,0.017391283
PP_55043,101.2,GAS,-81.613,35.0727,POINT (-81.613 35.0727),red,DUK,917,DUK,n_4521,n_4521,No,DUK,0.038885442,0.038885442
PP_10173,4.3,HYDRO,-81.5458,35.0642,POINT (-81.5458 35.0642),royalblue,DUK,918,DUK,n_4521,n_4521,No,DUK,0.030943571,0.030943571
PP_63505,10,SOLAR,-79.458012,33.762185,POINT (-79.458012 33.762185),yellow,CPLE,1082,CPLE,n_9883,n_9883,No,CPLE,0.049930907,0.049930907
PP_57886,7.2,OIL,-81.646944,34.7225,POINT (-81.646944 34.7225),darkviolet,DUK,979,DUK,n_4478,n_4478,No,DUK,0.201427097,0.201427097
PP_52049,1.2,HYDRO,-81.8344,34.9953,POINT (-81.8344 34.9953),royalblue,DUK,1081,DUK,n_4536,n_4536,No,DUK,0.062997195,0.062997195
PP_63635,3,SOLAR,-80.719878,34.648205,POINT (-80.719878 34.648205),yellow,DUK,1060,DUK,n_18296,n_18296,No,DUK,0.069084648,0.069084648
PP_3250,316,GAS,-80.1657,34.4185,POINT (-80.1657 34.4185),red,CPLE,1095,CPLE,n_6707,n_6707,No,CPLE,0.002065951,0.002065951
PP_60993,10,SOLAR,-79.917,34.32,POINT (-79.917 34.32),yellow,CPLE,1108,CPLE,n_9941,n_9941,No,CPLE,0.052222272,0.052222272
PP_3256,45,HYDRO,-80.8914,34.5583,POINT (-80.8914 34.5583),royalblue,DUK,1045,DUK,n_28332,n_28332,No,DUK,0.001895962,0.001895962
PP_63063,13.4,GAS,-82.8231,34.6779,POINT (-82.8231 34.6779),red,DUK,1089,DUK,n_229,n_229,No,DUK,0.018691232,0.018691232
PP_56951,3.2,BIOMASS,-82.1847,34.8008,POINT (-82.1847 34.8008),forestgreen,DUK,997,DUK,n_11747,n_11747,No,DUK,0.053830161,0.053830161
PP_6126,587.2,HYDRO,-81.3308,34.3061,POINT (-81.3308 34.3061),royalblue,SCEG,963,DUK,n_29011,n_29011,No,DUK,0.018462111,0.018462111
PP_3257,42.3,HYDRO,-80.8928,34.6,POINT (-80.8928 34.6),royalblue,DUK,1045,DUK,n_28332,n_28332,No,DUK,0.040870945,0.040870945
PP_61833,5,SOLAR,-79.148,34.287,POINT (-79.148 34.287),yellow,DUK,964,CPLE,n_9840,n_9840,No,DUK,0.041152223,0.041152223
PP_62216,2,SOLAR,-80.218533,34.192353,POINT (-80.218533 34.192353),yellow,CPLE,935,CPLE,n_23819,n_23819,No,CPLE,0.070032104,0.070032104
PP_61942,2,SOLAR,-80.221678,34.199094,POINT (-80.221678 34.199094),yellow,CPLE,935,CPLE,n_23819,n_23819,No,CPLE,0.077088628,0.077088628
PP_3258,6.7,HYDRO,-81.5975,35.1381,POINT (-81.5975 35.1381),royalblue,DUK,918,DUK,n_4521,n_4521,No,DUK,0.066021134,0.066021134
PP_56995,1.1,BIOMASS,-79.316111,33.453611,POINT (-79.316111 33.453611),forestgreen,SC,931,CPLE,n_9903,n_9903,No,CPLE,0.061996094,0.061996094
PP_64412,1.5,SOLAR,-82.2263,34.0726,POINT (-82.2263 34.0726),yellow,DUK,1072,DUK,n_28842,n_28842,No,DUK,0.236429148,0.236429148
PP_61943,2,SOLAR,-79.562891,33.962884,POINT (-79.562891 33.962884),yellow,CPLE,984,CPLE,n_10584,n_10584,No,CPLE,0.160567276,0.160567276
PP_3259,12,HYDRO,-80.8917,34.5592,POINT (-80.8917 34.5592),royalblue,DUK,1045,DUK,n_28332,n_28332,No,DUK,0.001406274,0.001406274
PP_3251,768.6,NUCLEAR,-80.1589,34.4017,POINT (-80.1589 34.4017),cyan,CPLE,1095,CPLE,n_6705,n_6705,No,CPLE,0.001322399,0.001322399
PP_64061,3.3,SOLAR,-81.648947,34.249814,POINT (-81.648947 34.249814),yellow,DUK,1073,DUK,n_9967,n_9967,No,DUK,0.002508143,0.002508143
PP_3261,4,HYDRO,-82.374964,34.527475,POINT (-82.374964 34.527475),royalblue,DUK,1000,DUK,n_10239,n_10239,No,DUK,0.095027178,0.095027178
PP_56132,2.9,OIL,-82.3652,34.44128,POINT (-82.3652 34.44128),darkviolet,DUK,1058,DUK,n_17246,n_17246,No,DUK,0.154687383,0.154687383
PP_7958,3.1,BIOMASS,-78.967222,33.8125,POINT (-78.967222 33.8125),forestgreen,SC,1025,CPLE,n_19629,n_19629,No,CPLE,0.03781797,0.03781797
PP_54087,95.6,BIOMASS,-79.302573,33.360185,POINT (-79.302573 33.360185),forestgreen,SC,931,CPLE,n_9898,n_9898,No,CPLE,0.061673478,0.061673478
PP_3323,361.9,HYDRO,-82.1961,33.6602,POINT (-82.1961 33.6602),royalblue,SEPA,1086,DUK,n_28803,n_28803,No,DUK,0.101626692,0.101626692
PP_61944,1.9,SOLAR,-79.390606,34.230544,POINT (-79.390606 34.230544),yellow,CPLE,996,CPLE,n_9839,n_9839,No,CPLE,0.027023923,0.027023923
PP_3262,774,HYDRO,-82.9147,34.9594,POINT (-82.9147 34.9594),royalblue,DUK,1033,DUK,n_275,n_275,No,DUK,0.004855804,0.004855804
PP_7834,1102,GAS,-82.774478,34.347734,POINT (-82.774478 34.347734),red,SC,924,DUK,n_8337,n_8337,No,DUK,0.000125054,0.000125054
PP_6517,157.6,HYDRO,-82.8872,34.7981,POINT (-82.8872 34.7981),royalblue,DUK,1034,DUK,n_29228,n_29228,No,DUK,0.0119216,0.0119216
PP_56120,11.2,BIOMASS,-80.267777,34.181042,POINT (-80.267777 34.181042),forestgreen,SC,935,CPLE,n_23819,n_23819,No,CPLE,0.105596372,0.105596372
PP_63241,2,SOLAR,-81.87819,34.99389,POINT (-81.87819 34.99389),yellow,DUK,1081,DUK,n_4536,n_4536,No,DUK,0.022103693,0.022103693
PP_3275,18,HYDRO,-81.4561,34.7792,POINT (-81.4561 34.7792),royalblue,DUK,1106,DUK,n_18262,n_18262,No,DUK,0.293585696,0.293585696
PP_57470,51.4,BIOMASS,-79.785,34.605,POINT (-79.785 34.605),forestgreen,SC,1020,CPLE,n_23854,n_23854,No,CPLE,0.083206317,0.083206317
PP_65389,12.8,SOLAR,-81.393,34.421,POINT (-81.393 34.421),yellow,DUK,963,DUK,n_18302,n_18302,No,DUK,0.032776658,0.032776658
PP_7981,799.2,GAS,-81.4306,35.1597,POINT (-81.4306 35.1597),red,DUK,918,DUK,n_4477,n_4477,No,DUK,0.003791034,0.003791034
PP_63463,5,SOLAR,-81.62438,35.08849,POINT (-81.62438 35.08849),yellow,DUK,917,DUK,n_4521,n_4521,No,DUK,0.051561317,0.051561317
PP_3320,111.5,OIL,-78.924146,33.708283,POINT (-78.924146 33.708283),darkviolet,SC,1026,CPLE,n_9900,n_9900,No,CPLE,0.067579349,0.067579349
PP_3289,4.4,HYDRO,-81.4486,34.6642,POINT (-81.4486 34.6642),royalblue,SCEG,1107,DUK,n_18302,n_18302,No,DUK,0.266794006,0.266794006
PP_3265,2666.7,NUCLEAR,-82.8986,34.7939,POINT (-82.8986 34.7939),cyan,DUK,1015,DUK,n_29228,n_29228,No,DUK,0.000798764,0.000798764
PP_62228,1,SOLAR,-79.79227,34.23933,POINT (-79.79227 34.23933),yellow,DUK,987,CPLE,n_28996,n_28996,No,DUK,0.030978943,0.030978943
PP_57030,5.4,OIL,-81.7397,34.8986,POINT (-81.7397 34.8986),darkviolet,DUK,1080,DUK,n_4478,n_4478,No,DUK,0.010281627,0.010281627
PP_3291,83.8,GAS,-81.3308,34.2642,POINT (-81.3308 34.2642),red,SCEG,963,DUK,n_9961,n_9961,No,DUK,0.002911365,0.002911365
PP_3290,15,HYDRO,-81.330852,34.26132,POINT (-81.330852 34.26132),royalblue,SCEG,963,DUK,n_9961,n_9961,No,DUK,0.005788471,0.005788471
PP_10800,3.3,HYDRO,-82.447913,34.616522,POINT (-82.447913 34.616522),royalblue,DUK,926,DUK,n_10239,n_10239,No,DUK,0.020118803,0.020118803
PP_61945,1,SOLAR,-82.501964,34.657642,POINT (-82.501964 34.657642),yellow,DUK,926,DUK,n_28296,n_28296,No,DUK,0.059653397,0.059653397
PP_10799,2,HYDRO,-82.45444,34.642371,POINT (-82.45444 34.642371),royalblue,DUK,926,DUK,n_10239,n_10239,No,DUK,0.045402619,0.045402619
PP_10787,1,HYDRO,-82.462102,34.702021,POINT (-82.462102 34.702021),royalblue,DUK,998,DUK,n_14003,n_14003,No,DUK,0.042056851,0.042056851
PP_61996,10,SOLAR,-79.655149,34.23453,POINT (-79.655149 34.23453),yellow,SC,987,CPLE,n_7069,n_7069,No,CPLE,0.06104934,0.06104934
PP_61946,2,SOLAR,-79.887503,34.274414,POINT (-79.887503 34.274414),yellow,CPLE,1108,CPLE,n_9941,n_9941,No,CPLE,0.037425263,0.037425263
PP_61947,2,SOLAR,-80.128107,34.107849,POINT (-80.128107 34.107849),yellow,CPLE,1093,CPLE,n_9945,n_9945,No,CPLE,0.020197149,0.020197149
PP_3305,3.9,OIL,-82.6097,34.2572,POINT (-82.6097 34.2572),darkviolet,DUK,952,DUK,n_14508,n_14508,No,DUK,0.139607795,0.139607795
PP_62397,2,SOLAR,-78.917988,33.667675,POINT (-78.917988 33.667675),yellow,SC,1026,CPLE,n_998,n_998,No,CPLE,0.107433391,0.107433391
PP_3267,2.4,HYDRO,-82.483959,34.852224,POINT (-82.483959 34.852224),royalblue,DUK,997,DUK,n_28107,n_28107,No,DUK,0.044671765,0.044671765
PP_61323,3.4,SOLAR,-81.739,34.011,POINT (-81.739 34.011),yellow,SCEG,934,DUK,n_9968,n_9968,No,DUK,0.144831217,0.144831217
PP_60535,6.8,SOLAR,-81.7829,33.96839,POINT (-81.7829 33.96839),yellow,SCEG,934,DUK,n_9986,n_9986,No,DUK,0.118449135,0.118449135
PP_61948,2,SOLAR,-79.783683,33.887786,POINT (-79.783683 33.887786),yellow,CPLE,982,CPLE,n_9426,n_9426,No,CPLE,0.008575897,0.008575897
PP_7957,2.9,OIL,-81.1872,34.965278,POINT (-81.1872 34.965278),darkviolet,DUK,1031,DUK,n_28504,n_28504,No,DUK,0.073298241,0.073298241
PP_56545,10,OIL,-82.9525,34.6875,POINT (-82.9525 34.6875),darkviolet,DUK,1015,DUK,n_29228,n_29228,No,DUK,0.118943864,0.118943864
PP_57919,40.5,BIOMASS,-80.067778,34.385278,POINT (-80.067778 34.385278),forestgreen,CPLE,1110,CPLE,n_18282,n_18282,No,CPLE,0.031158797,0.031158797
PP_61949,2,SOLAR,-79.606062,33.995392,POINT (-79.606062 33.995392),yellow,CPLE,984,CPLE,n_10584,n_10584,No,CPLE,0.200124583,0.200124583
PP_54675,4.3,HYDRO,-81.9675,35.1103,POINT (-81.9675 35.1103),royalblue,DUK,1077,DUK,n_4536,n_4536,No,DUK,0.12589007,0.12589007
PP_62315,2,SOLAR,-79.924456,34.301806,POINT (-79.924456 34.301806),yellow,CPLE,1108,CPLE,n_9941,n_9941,No,CPLE,0.033497473,0.033497473
PP_56129,2.9,OIL,-81.0725,34.8894,POINT (-81.0725 34.8894),darkviolet,DUK,1053,DUK,n_28504,n_28504,No,DUK,0.11888409,0.11888409
PP_60241,3.2,BIOMASS,-81.818661,34.61577,POINT (-81.818661 34.61577),forestgreen,DUK,1069,DUK,n_15847,n_15847,No,DUK,0.261983827,0.261983827
PP_58257,1.1,HYDRO,-81.745556,34.921389,POINT (-81.745556 34.921389),royalblue,DUK,1080,DUK,n_4478,n_4478,No,DUK,0.025898111,0.025898111
PP_6127,1029.6,NUCLEAR,-81.3153,34.2983,POINT (-81.3153 34.2983),cyan,SCEG,963,DUK,n_29011,n_29011,No,DUK,0.001192697,0.001192697
PP_56131,2.9,OIL,-83.03832,34.65724,POINT (-83.03832 34.65724),darkviolet,DUK,1014,DUK,n_8325,n_8325,No,DUK,0.15715011,0.15715011
PP_61950,2,SOLAR,-80.108313,34.091583,POINT (-80.108313 34.091583),yellow,CPLE,1093,CPLE,n_9945,n_9945,No,CPLE,0.045814367,0.045814367
PP_3264,1117.9,GAS,-82.435,34.6022,POINT (-82.435 34.6022),red,DUK,926,DUK,n_10239,n_10239,No,DUK,0.00084063,0.00084063
