Plant_id,Plant nameplate capacity (MW),Plant primary fuel category,Long,Lat,geometry,Color,eGRID_BA,index_right,BA_ID,nearest_node,near_st_2,changes?,Assume_BA,distance_to_nearest_node,distance_2
PP_10801,6.2,HYDRO,-82.233581,34.404006,POINT (-82.233581 34.404006),royalblue,DUK,944,DUK,n_28842,n_28842,No,DUK,0.105786094,0.105786094
PP_61951,2,SOLAR,-79.844619,34.523944,POINT (-79.844619 34.523944),yellow,CPLE,1111,CPLE,n_9929,n_9929,No,CPLE,0.001543842,0.001543842
PP_3270,90.5,HYDRO,-80.7021,34.3355,POINT (-80.7021 34.3355),royalblue,DUK,942,Overlapping,n_17955,n_17955,No,DUK,0.000929008,0.000929008
PP_62347,2,SOLAR,-80.078469,34.069422,POINT (-80.078469 34.069422),yellow,CPLE,1093,CPLE,n_9945,n_9945,No,CPLE,0.082970714,0.082970714
PP_7814,5.8,OIL,-81.4919,34.5567,POINT (-81.4919 34.5567),darkviolet,DUK,1107,DUK,n_18302,n_18302,No,DUK,0.174166547,0.174166547
PP_57885,1.6,BIOMASS,-82.130278,35.001194,POINT (-82.130278 35.001194),forestgreen,DUK,972,DUK,n_14031,n_14031,No,DUK,0.050454438,0.050454438
PP_50806,103.8,BIOMASS,-79.5606,34.1497,POINT (-79.5606 34.1497),forestgreen,CPLE,984,CPLE,n_7069,n_7069,No,CPLE,0.075721387,0.075721387
PP_63760,2,SOLAR,-82.398437,34.786327,POINT (-82.398437 34.786327),yellow,DUK,997,DUK,n_14001,n_14001,No,DUK,0.003413772,0.003413772
PP_59569,10,SOLAR,-79.383611,34.398056,POINT (-79.383611 34.398056),yellow,CPLE,966,CPLE,n_9854,n_9854,No,CPLE,0.011190538,0.011190538
PP_61952,2,SOLAR,-82.524315,34.721613,POINT (-82.524315 34.721613),yellow,DUK,929,DUK,n_14593,n_14593,No,DUK,0.088437041,0.088437041
PP_61953,2,SOLAR,-79.564983,33.984625,POINT (-79.564983 33.984625),yellow,CPLE,984,CPLE,n_10584,n_10584,No,CPLE,0.182400789,0.182400789
PP_6249,1260,COAL,-79.357236,33.33184,POINT (-79.357236 33.33184),grey,SC,931,CPLE,n_9898,n_9898,No,CPLE,0.000169705,0.000169705
PP_3271,60,HYDRO,-81.0078,35.0218,POINT (-81.0078 35.0218),royalblue,DUK,1030,DUK,n_28108,n_28108,No,DUK,0.002974074,0.002974074
